,EVOL33-G-R1,EVOL33-G-R2,EVOL33-G-R3,EVOL33-H-R1,EVOL33-H-R2,EVOL33-H-R3,EVOL33-L-R1,EVOL33-L-R2,EVOL33-L-R3,EVOL40-G-R1,EVOL40-G-R2,EVOL40-G-R3,EVOL40-H-R1,EVOL40-H-R2,EVOL40-H-R3,EVOL40-L-R1,EVOL40-L-R2,EVOL40-L-R3,WT-G-R1,WT-G-R2,WT-G-R3,WT-L-R1,WT-L-R2,WT-L-R3
3HCINNMH,2.27234289176826,2.30223158683696,1.47816048296751,4.37692532582805,2.8404088584673604,3.60755502049976,4.1268415325418,3.16697717278324,3.47731039248375,1.97433425907003,2.2395909432765,2.23322889229256,5.81595235147606,3.73459932152955,3.35732037141672,6.02710455196792,4.99443488796934,4.64789006764896,2.37394697303728,3.103396016936649,1.24030231731702,3.7761757204151296,3.966545431314509,4.718291802629531
3HOXPACt2pp,37.28780560789885,32.923487213812656,23.896506319385374,121.0218268522936,97.9779649582067,138.4840282519989,62.281240399902,68.0495657204542,66.5246583015812,46.47157093999238,36.36819363345187,34.08998529315136,97.35996725256851,88.08415097794071,82.035826788009,49.9211304112083,49.5041660836245,56.5089377801206,40.104113931326864,40.3308744989748,53.288862282441706,33.462279117006254,41.836119232669205,40.417502903134185
3hoxpactex,10.565057774433098,14.692423399632304,15.5989406261395,16.9927689120383,10.6742087521563,10.6670450410071,19.250501972386104,16.1915034615237,16.6484016745002,12.524651396924,15.4741010226108,14.345211472844,15.661008048468402,12.851415312322302,17.216431800829,18.8045662021399,18.062918148462106,19.540213072365,13.070672745664101,13.954328913802199,13.8855492371633,9.76555389514842,16.3243495397842,6.84376139265658
3HPAOX,1.079651241977202,0.994411059196768,1.7557845330680057,0.999805277473412,0.321322539464038,1.4283720385735101,0.8169889328382242,0.895664320076478,1.07749807791816,1.12159266891332,1.2518704824764422,1.0380004518137578,0.90600505966241,1.355451022788642,2.1112322192307,0.715909880792128,1.395876696070262,1.412308940400002,0.6507265814416899,0.737253470013376,0.29465049974841,1.2232927345322642,0.142773670347269,0.0
3HPPPNH,2.27234289176826,2.30223158683696,1.47816048296751,4.37692532582805,2.8404088584673604,3.60755502049976,4.1268415325418,3.16697717278324,3.47731039248375,1.97433425907003,2.2395909432765,2.23322889229256,5.81595235147606,3.73459932152955,3.35732037141672,6.02710455196792,4.99443488796934,4.64789006764896,2.37394697303728,3.103396016936649,1.24030231731702,3.7761757204151296,3.966545431314509,4.718291802629531
3MBt2pp,201.11625822491,80.9582513857288,161.964155776583,190.798214203443,320.593552614301,102.304043279751,2040.84946972557,1090.12340198783,882.2803479236411,176.954306573792,178.67257590202,162.13598440564502,36.4251013782643,53.668986848511295,16.0329176920717,993.955642113109,1223.88237207879,1165.89465670354,491.40702341871696,293.935937032714,269.697410827539,14.75440828793,57.592179119605504,25.1973555647997
3MBt4pp,201.11625822491,80.9582513857288,161.964155776583,190.798214203443,320.593552614301,102.304043279751,2040.84946972557,1090.12340198783,882.2803479236411,176.954306573792,178.67257590202,162.13598440564502,36.4251013782643,53.668986848511295,16.0329176920717,993.955642113109,1223.88237207879,1165.89465670354,491.40702341871696,293.935937032714,269.697410827539,14.75440828793,57.592179119605504,25.1973555647997
3MBZALDH,0.0897810446051114,0.103365860416718,0.0243344275372448,0.0332565031088666,0.0668009078455206,0.0263955059893046,0.0339693583303356,0.0744811612727169,0.1344029894575,0.0678318448983995,0.0650639734718919,0.0767266409670504,0.0470881692574649,0.0614813733810267,0.0975359380864987,0.0238132961614266,0.0580387735596964,0.0533836412101002,0.0541127634208582,0.245232475462448,0.0,0.0339086349659288,0.0474907776418944,0.0451019328346782
3MBZDH,5.03212842278018,3.78511433534164,3.09154700380902,30.445174585018396,41.5347393598688,11.4409946812064,4.56946806915511,6.345372019015,4.68728659132222,4.87910501713397,3.98712850432264,4.37211757078371,19.8470840238508,23.5857029706692,13.994960998980401,5.24985523308953,4.2289119305630205,4.62777228362788,3.10035976920326,2.9780853891234305,2.01421966231799,4.56129972308245,4.61379646384045,4.04466166127518
3MCAT23DOX,7.79256898573632,6.6495881765577005,7.70300010305051,8.82931488141175,9.481438683344539,6.603484333501,11.2732147467602,8.82229355275332,8.69197264148206,6.666708148411501,8.96915287754875,6.41467376914695,10.578194850692,9.050769260905119,11.7523237950759,10.942312229693501,10.9639496095432,10.684183543637301,4.466499369529191,5.9472839186639295,3.7529837360196097,5.53996939546796,7.577158690304952,4.83572425989743
3OADPCOAT,14.9974630856705,13.970359856487901,17.3683856748682,30.301790717271103,13.3904989042033,24.050366803331798,21.665918045844396,15.1562478983198,15.8746778787302,11.459722764602098,10.6709921414939,9.175657840071619,21.7383137071564,18.517388302584,24.291200334368,18.8045662021399,18.729130829885,12.970856002741304,11.7784292123773,13.4997726736744,8.18599529429235,12.873326319597002,11.5390412547331,11.8718309872614
3OAR100,234.79751256471826,222.3351718942615,219.28579583888043,179.2048982848377,190.0420474381989,180.9003997854317,174.1224918610987,181.6482540876346,181.2490145488252,328.1300757598596,330.8058977184577,309.05380472225943,180.95017377726776,173.77552542653103,190.82521369686015,159.3777075472999,166.8844927142041,150.02392752850687,265.0033264005926,280.23821106999816,252.73829366890672,195.58709034124746,189.48324587462082,210.8200434656822
3OAR120,234.79751256471826,222.3351718942615,219.28579583888043,179.2048982848377,190.0420474381989,180.9003997854317,174.1224918610987,181.6482540876346,181.2490145488252,328.1300757598596,330.8058977184577,309.05380472225943,180.95017377726776,173.77552542653103,190.82521369686015,159.3777075472999,166.8844927142041,150.02392752850687,265.0033264005926,280.23821106999816,252.73829366890672,195.58709034124746,189.48324587462082,210.8200434656822
3OAR121,234.79751256471826,222.3351718942615,219.28579583888043,179.2048982848377,190.0420474381989,180.9003997854317,174.1224918610987,181.6482540876346,181.2490145488252,328.1300757598596,330.8058977184577,309.05380472225943,180.95017377726776,173.77552542653103,190.82521369686015,159.3777075472999,166.8844927142041,150.02392752850687,265.0033264005926,280.23821106999816,252.73829366890672,195.58709034124746,189.48324587462082,210.8200434656822
3OAR140,234.79751256471826,222.3351718942615,219.28579583888043,179.2048982848377,190.0420474381989,180.9003997854317,174.1224918610987,181.6482540876346,181.2490145488252,328.1300757598596,330.8058977184577,309.05380472225943,180.95017377726776,173.77552542653103,190.82521369686015,159.3777075472999,166.8844927142041,150.02392752850687,265.0033264005926,280.23821106999816,252.73829366890672,195.58709034124746,189.48324587462082,210.8200434656822
3OAR141,234.79751256471826,222.3351718942615,219.28579583888043,179.2048982848377,190.0420474381989,180.9003997854317,174.1224918610987,181.6482540876346,181.2490145488252,328.1300757598596,330.8058977184577,309.05380472225943,180.95017377726776,173.77552542653103,190.82521369686015,159.3777075472999,166.8844927142041,150.02392752850687,265.0033264005926,280.23821106999816,252.73829366890672,195.58709034124746,189.48324587462082,210.8200434656822
3OAR160,234.79751256471826,222.3351718942615,219.28579583888043,179.2048982848377,190.0420474381989,180.9003997854317,174.1224918610987,181.6482540876346,181.2490145488252,328.1300757598596,330.8058977184577,309.05380472225943,180.95017377726776,173.77552542653103,190.82521369686015,159.3777075472999,166.8844927142041,150.02392752850687,265.0033264005926,280.23821106999816,252.73829366890672,195.58709034124746,189.48324587462082,210.8200434656822
3OAR161,234.79751256471826,222.3351718942615,219.28579583888043,179.2048982848377,190.0420474381989,180.9003997854317,174.1224918610987,181.6482540876346,181.2490145488252,328.1300757598596,330.8058977184577,309.05380472225943,180.95017377726776,173.77552542653103,190.82521369686015,159.3777075472999,166.8844927142041,150.02392752850687,265.0033264005926,280.23821106999816,252.73829366890672,195.58709034124746,189.48324587462082,210.8200434656822
3OAR180,234.79751256471826,222.3351718942615,219.28579583888043,179.2048982848377,190.0420474381989,180.9003997854317,174.1224918610987,181.6482540876346,181.2490145488252,328.1300757598596,330.8058977184577,309.05380472225943,180.95017377726776,173.77552542653103,190.82521369686015,159.3777075472999,166.8844927142041,150.02392752850687,265.0033264005926,280.23821106999816,252.73829366890672,195.58709034124746,189.48324587462082,210.8200434656822
3OAR181,234.79751256471826,222.3351718942615,219.28579583888043,179.2048982848377,190.0420474381989,180.9003997854317,174.1224918610987,181.6482540876346,181.2490145488252,328.1300757598596,330.8058977184577,309.05380472225943,180.95017377726776,173.77552542653103,190.82521369686015,159.3777075472999,166.8844927142041,150.02392752850687,265.0033264005926,280.23821106999816,252.73829366890672,195.58709034124746,189.48324587462082,210.8200434656822
3OAR40,234.79751256471826,222.3351718942615,219.28579583888043,179.2048982848377,190.0420474381989,180.9003997854317,174.1224918610987,181.6482540876346,181.2490145488252,328.1300757598596,330.8058977184577,309.05380472225943,180.95017377726776,173.77552542653103,190.82521369686015,159.3777075472999,166.8844927142041,150.02392752850687,265.0033264005926,280.23821106999816,252.73829366890672,195.58709034124746,189.48324587462082,210.8200434656822
3OAR60,234.79751256471826,222.3351718942615,219.28579583888043,179.2048982848377,190.0420474381989,180.9003997854317,174.1224918610987,181.6482540876346,181.2490145488252,328.1300757598596,330.8058977184577,309.05380472225943,180.95017377726776,173.77552542653103,190.82521369686015,159.3777075472999,166.8844927142041,150.02392752850687,265.0033264005926,280.23821106999816,252.73829366890672,195.58709034124746,189.48324587462082,210.8200434656822
3OAR80,234.79751256471826,222.3351718942615,219.28579583888043,179.2048982848377,190.0420474381989,180.9003997854317,174.1224918610987,181.6482540876346,181.2490145488252,328.1300757598596,330.8058977184577,309.05380472225943,180.95017377726776,173.77552542653103,190.82521369686015,159.3777075472999,166.8844927142041,150.02392752850687,265.0033264005926,280.23821106999816,252.73829366890672,195.58709034124746,189.48324587462082,210.8200434656822
3OAS100,30.6030639812243,24.399288259581198,22.188358616630996,5.3845628109107695,5.692494628994192,5.84821869030657,37.9209233628706,38.84347952723039,53.066780337469396,16.3294796616608,17.9641162669753,18.715952990677106,4.33366988520176,6.02506401333094,5.98435607465392,32.5697792314042,29.5512870868148,35.665188231998,18.3682012194359,19.591582768790694,19.6271149436728,85.8197057610891,79.3205317906295,100.953267819734
3OAS120,30.6030639812243,24.399288259581198,22.188358616630996,5.3845628109107695,5.692494628994192,5.84821869030657,37.9209233628706,38.84347952723039,53.066780337469396,16.3294796616608,17.9641162669753,18.715952990677106,4.33366988520176,6.02506401333094,5.98435607465392,32.5697792314042,29.5512870868148,35.665188231998,18.3682012194359,19.591582768790694,19.6271149436728,85.8197057610891,79.3205317906295,100.953267819734
3OAS121,30.6030639812243,24.399288259581198,22.188358616630996,5.3845628109107695,5.692494628994192,5.84821869030657,37.9209233628706,38.84347952723039,53.066780337469396,16.3294796616608,17.9641162669753,18.715952990677106,4.33366988520176,6.02506401333094,5.98435607465392,32.5697792314042,29.5512870868148,35.665188231998,18.3682012194359,19.591582768790694,19.6271149436728,85.8197057610891,79.3205317906295,100.953267819734
3OAS140,30.6030639812243,24.399288259581198,22.188358616630996,5.3845628109107695,5.692494628994192,5.84821869030657,37.9209233628706,38.84347952723039,53.066780337469396,16.3294796616608,17.9641162669753,18.715952990677106,4.33366988520176,6.02506401333094,5.98435607465392,32.5697792314042,29.5512870868148,35.665188231998,18.3682012194359,19.591582768790694,19.6271149436728,85.8197057610891,79.3205317906295,100.953267819734
