,PVHG-B-R1,PVHG-B-R2,PVHG-B-R3,PVHG-Glu-R1,PVHG-Glu-R2,PVHG-Glu-R3,PVHG-Gua-R1,PVHG-Gua-R2,PVHG-Gua-R3,PVHG-H-R1,PVHG-H-R2,PVHG-H-R3,PVHG-M-R1,PVHG-M-R2,PVHG-M-R3,PVHG-P-R1,PVHG-P-R2,PVHG-P-R3,PVHG-V-R1,PVHG-V-R2,PVHG-V-R3,WT-B-R1,WT-B-R2,WT-B-R3,WT-Glu-R1,WT-Glu-R2,WT-Glu-R3,WT-Gua-R1,WT-Gua-R2,WT-Gua-R3,WT-H-R1,WT-H-R2,WT-H-R3,WT-M-R1,WT-M-R2,WT-M-R3,WT-P-R1,WT-P-R2,WT-P-R3,WT-V-R1,WT-V-R2,WT-V-R3
2AGPGAT160,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2AGPGAT161,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2AGPGAT180,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2AGPGAT181,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2DHGLCK,24.8571377181488,17.717049404083102,23.2823641483338,0,0,0,16.8439631361621,14.2274553451953,13.4345503984377,6.78032688733258,5.54467125766957,5.99305056212027,0,0,0,9.634339355560538,10.932489158755699,14.805885662687599,5.32302747517844,5.20613801131508,5.86150804463538,16.208402483524402,19.8009396705699,21.4896684659283,0,0,0,15.4826548586818,15.4198986410046,14.708261297241599,13.075192707214804,11.1969713268854,16.8358862819079,0,0,0,19.0040020450562,16.734319360446698,20.7015077433372,16.065351503933197,14.8466335865627,17.4944617017374
2DHGLCNkt_tpp,8.82956243270151,6.002102451179169,6.029964815395791,0,0,0,13.5809964553349,14.3186569820235,11.260172299268598,20.3409806619977,22.248870742800694,17.9791516863608,0,0,0,7.83810659435434,5.00646699793485,8.13172994945538,11.2282610804545,9.25535646456015,9.438021427802733,6.4598705550278614,7.558087382141808,7.820830163009959,0,0,0,13.847840370498,6.456607805346769,8.5307915524001,8.77649921443188,10.3305390218288,11.2656488131726,0,0,0,19.531890990752302,36.7714649104553,59.0421700135416,14.400040677306,12.4846691523368,9.13678364179809
2HH24DDH,1.53557607525244,1.08471731045407,1.1724931585491798,0,0,0,2.46927208278817,1.4592261892508,1.00953268889994,3.28743121810064,2.31612850003919,3.61027142296402,0,0,0,0.8164694369119109,0.7152095711335509,1.30414536925228,1.9961353031919096,1.15691955807002,1.39086631567619,1.3507002069603702,2.12376009084976,1.62053237611918,0,0,0,3.36579453449605,1.74708211203501,1.9414904912358897,1.97023451752552,1.26632413815966,1.2517387570191798,0,0,0,2.90338920132804,2.2018841263745697,2.8173649591524,1.76327028701706,1.94018507097126,2.1956611852383
2HH24DDH1,1.53557607525244,1.08471731045407,1.1724931585491798,0,0,0,2.46927208278817,1.4592261892508,1.00953268889994,3.28743121810064,2.31612850003919,3.61027142296402,0,0,0,0.8164694369119109,0.7152095711335509,1.30414536925228,1.9961353031919096,1.15691955807002,1.39086631567619,1.3507002069603702,2.12376009084976,1.62053237611918,0,0,0,3.36579453449605,1.74708211203501,1.9414904912358897,1.97023451752552,1.26632413815966,1.2517387570191798,0,0,0,2.90338920132804,2.2018841263745697,2.8173649591524,1.76327028701706,1.94018507097126,2.1956611852383
3_4DHBZ1t_pp,1.8234965893622697,1.6632332093629,2.0099882717986,0,0,0,2.11651892810414,4.3776785677523895,2.56265990259217,2.56830563914113,1.9651999394271895,2.4549845676155297,0,0,0,1.95952664858859,1.4304191422671002,1.22743093576685,1.66344608599326,1.22922703044939,1.4902139096530602,1.58560459077957,1.8739059625145,1.47961651732621,0,0,0,2.0194767206976296,1.36728165289696,3.3534835757710804,2.59712731855637,2.26605372091729,2.81641220329315,0,0,0,1.2317408732906798,2.09178992005584,5.1447534036696,3.42858111364428,2.36196443422589,3.1164223274350094
34HPPOR,85.32044568121353,43.60563588025345,55.442176497111305,0,0,0,989.5607871773569,61.65230649584619,603.07929707669,700.9419750343963,477.61377099292855,436.5540204648094,0,0,0,10.28751490509008,11.74987152576548,6.5974412797468105,20.29404224911777,15.11226172728962,17.38582894595236,25.36967345247307,24.985412833526677,28.04225589980142,0,0,0,20.00243609071934,14.88817799821141,19.23840577679195,12.0005193340191,13.263079131251208,14.33240876786955,0,0,0,22.171335719232243,25.321667453307512,19.3540723280904,9.893905499373492,9.53221360955447,8.782644740953213
3AMACHYD,149.5267203277058,150.1248757668429,166.4102790026586,0,0,0,163.67746377338693,157.4140251654297,183.96791846184408,269.77482433538404,288.884391095796,247.086976187658,0,0,0,161.66094850855808,191.9826834514205,187.87364760581391,170.7527407272081,198.411704209008,167.6987386329585,191.4470728126441,143.0414884719401,169.23994641036012,0,0,0,159.5386609351126,179.6456171722955,163.4381995349483,162.4547915814231,189.6153775296967,147.2670647633067,0,0,0,263.5045653932567,246.06055112235777,223.0618082876748,117.7472713885836,112.1089547530786,136.76844350629528
3HBCOAHL,204.3275915132777,234.66051149489692,221.60120696579548,0,0,0,178.40490798144515,202.1028272112356,134.1901912630083,85.57594389618235,68.501255031462,73.43292074308819,0,0,0,256.6979909651045,249.1994491421042,255.61249237344597,132.32713614076363,130.0811428104975,200.78148742725585,156.15268914380937,268.2808702999928,193.618389981544,0,0,0,209.83324783629644,141.2857707993525,172.73382067480458,179.02267275152363,150.95916699640168,195.8971154735015,0,0,0,80.23911974579306,88.84602449921381,82.1935603300548,110.69419024051525,120.0384067822654,145.40943268691063
3HCINNMH,0.287920514109832,0.723144873636045,0.7118708462620029,0,0,0,1.14644775272308,1.55042782607897,1.397814492323,1.84918006018161,1.19315710608079,0.866465141511365,0,0,0,0.8164694369119109,1.12390075463844,1.1507165022814199,1.66344608599326,1.01230461331127,2.18564706749116,0.8808914393219809,0.999416513341066,1.19778479974026,0,0,0,1.1539866975415,1.06344128558653,0.823662632645527,0.9851172587627621,0.999729582757629,0.4381085649567121,0,0,0,0.4399074547466721,0.7706594442310992,1.4699295439056,2.2530675889662404,1.6027615803675699,1.8415222843934098
