,PVHG-B-R1,PVHG-B-R2,PVHG-B-R3,PVHG-Glu-R1,PVHG-Glu-R2,PVHG-Glu-R3,PVHG-Gua-R1,PVHG-Gua-R2,PVHG-Gua-R3,PVHG-H-R1,PVHG-H-R2,PVHG-H-R3,PVHG-M-R1,PVHG-M-R2,PVHG-M-R3,PVHG-P-R1,PVHG-P-R2,PVHG-P-R3,PVHG-V-R1,PVHG-V-R2,PVHG-V-R3,WT-B-R1,WT-B-R2,WT-B-R3,WT-Glu-R1,WT-Glu-R2,WT-Glu-R3,WT-Gua-R1,WT-Gua-R2,WT-Gua-R3,WT-H-R1,WT-H-R2,WT-H-R3,WT-M-R1,WT-M-R2,WT-M-R3,WT-P-R1,WT-P-R2,WT-P-R3,WT-V-R1,WT-V-R2,WT-V-R3
2AGPGAT120,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2AGPGAT140,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2AGPGAT141,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2AGPGAT160,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2AGPGAT161,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2AGPGAT180,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2AGPGAT181,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2DHGLCK,289.3941979159,206.267163977914,271.060215166025,0,0,0,196.102433706822,165.64027100356302,156.409035545471,78.93858429784441,64.552713571244,69.7728789275659,0,0,0,112.165847164951,127.279293665916,172.374528973206,61.97227066649901,60.611408727239706,68.2414217754584,188.703047366266,230.528434887411,250.18911830042597,0,0,0,180.253677444348,179.52305087403,171.237957045429,152.22528631434298,130.358473810341,196.00840056491,0,0,0,221.25024978261,194.825928226206,241.013116512556,187.037605271955,172.848928434651,203.675731677194
2DHGLCNkt_tpp,102.796394626497,69.87826371496679,70.2026456545102,0,0,0,158.114004140579,166.702067612561,131.09427834736,236.815752893533,259.027977241574,209.31863678269798,0,0,0,91.2535705748757,58.2867793423353,94.6720210940921,130.72275843714598,107.753615515093,109.88025540116199,75.207736269164,87.99350353746608,91.052433217532,0,0,0,161.220680447119,75.1697503659733,99.31801508634899,102.178616841134,120.27121095596901,131.15803755272802,0,0,0,227.39609005434897,428.10434228653196,687.386521651195,167.649560823033,145.350235274593,106.373155410356
2HH24DDH,17.8776338480865,12.6286018761988,13.6505144328214,0,0,0,28.7480007528325,16.9887457439552,11.7532801276944,38.2732529928943,26.9650575677348,42.0318547756421,0,0,0,9.505580268216221,8.32668276319075,15.183248666033599,23.239601499937105,13.469201939386599,16.1928797433291,15.725253947188802,24.7254472749905,18.8667203964255,0,0,0,39.1855820531191,20.3400500990281,22.6034103299967,22.938056841887303,14.7429226333124,14.573115283636401,0,0,0,33.802121494565505,25.634990556079803,32.800601655555,20.5285176517999,22.5882122386192,25.5625412226437
2HH24DDH1,17.8776338480865,12.6286018761988,13.6505144328214,0,0,0,28.7480007528325,16.9887457439552,11.7532801276944,38.2732529928943,26.9650575677348,42.0318547756421,0,0,0,9.505580268216221,8.32668276319075,15.183248666033599,23.239601499937105,13.469201939386599,16.1928797433291,15.725253947188802,24.7254472749905,18.8667203964255,0,0,0,39.1855820531191,20.3400500990281,22.6034103299967,22.938056841887303,14.7429226333124,14.573115283636401,0,0,0,33.802121494565505,25.634990556079803,32.800601655555,20.5285176517999,22.5882122386192,25.5625412226437
3_4DHBZ1t_pp,21.2296901946027,19.363856210171498,23.400881884836696,0,0,0,24.641143502427894,50.966237231865705,29.8352495549165,29.9009789006986,22.8794427847447,28.5816612474366,0,0,0,22.8133926437189,16.6533655263815,14.290116391561101,19.3663345832809,14.311027060598304,17.3495140107098,18.460080720613,21.816571124991608,17.2261360141277,0,0,0,23.5113492318715,15.9183000775002,39.042254206357896,30.236529473396892,26.3820720806642,32.789509388182005,0,0,0,14.3402939673914,24.3532410282758,59.89675084927431,39.9165621007221,27.498693160058107,36.282316574075
34HPPOR,993.3260306843041,507.66979542319274,645.4743253234134,0,0,0,11520.761301697665,717.7745076821083,7021.228728590348,8160.5751615786785,5560.521719649565,5082.491879470639,0,0,0,119.7703113795243,136.7955025381332,76.80937560464079,236.26928191602732,175.9414503332372,202.4109967916144,295.3612915298079,290.88761499988817,326.4762920772763,0,0,0,232.87431620139333,173.3326008438911,223.97924781542199,139.7136189460409,154.41271600153522,166.86216999763712,0,0,0,258.1252914130453,294.8023913949177,225.32587224250767,115.18779349065511,110.9768688245203,102.25016489057501
3AMACHYD,1740.8345959574222,1747.7984996659159,1937.398012715438,0,0,0,1905.581764187753,1832.660947129167,2141.809278654457,3140.7988237293903,3363.27808935747,2876.6601408449405,0,0,0,1882.1048931068099,2235.119558862199,2187.280940183313,1987.9542449737892,2309.968132604804,1952.3986433385337,2228.883820340676,1665.331595874359,1970.3418431397513,0,0,0,1857.396589317849,2091.487760182672,1902.7961786888077,1891.3470505083433,2207.558678514401,1714.5270131198208,0,0,0,3067.798602309803,2864.710194641915,2596.951983250682,1370.8487898590793,1305.205828918469,1592.298938739514
3HBCOAHL,2378.842653911002,2731.9875392176746,2579.94722780325,0,0,0,2077.043054392151,2352.9412855378,1562.2821585119875,996.3006169712787,797.5120056396729,854.9279261365597,0,0,0,2988.5544363271747,2901.2541799174674,2975.916738542596,1540.5919161000027,1514.4433930597802,2337.557854376296,1817.9760976336993,3123.4057660612934,2254.1629412772804,0,0,0,2442.9411439973137,1644.8910080083601,2011.0185675415219,2084.235255769675,1757.5115665501326,2280.6925418890974,0,0,0,934.1677213043547,1034.3718689378188,956.9219004729292,1288.7347192518855,1397.5228702415238,1692.8999074221836
3HCINNMH,3.3520563465162097,8.41906791746588,8.28781233421301,0,0,0,13.3472860638151,18.050542352952398,16.2737724844999,21.528704808502997,13.8910902621664,10.0876451461541,0,0,0,9.505580268216221,13.0847871992997,13.396984117088499,19.3663345832809,11.785551696963301,25.4459538823743,10.2556004003405,11.635504599995501,13.944967249531901,0,0,0,13.435056703926598,12.3809000602779,9.58932559454404,11.4690284209437,11.639149447351901,5.10059034927275,0,0,0,5.12153355978264,8.97224669462792,17.113357385506898,26.230883666188802,18.659827501468,21.4395507028625
3HOXPACt2pp,652.533635455156,644.05869568614,848.281968325331,0,0,0,618.0820161859,470.37589778576,691.635330591246,624.332439446588,527.8614299623241,664.1033054551449,0,0,0,437.256692337946,537.6658012803172,516.2304546451438,315.67125370747976,299.68974315135176,403.6653593158467,670.716266182271,649.40660048725,556.15810559898,0,0,0,678.470363548292,589.861452871814,693.856201948079,509.850445258313,450.823055260762,479.455492831639,0,0,0,561.320078152178,508.854562538184,510.54849533429,369.51331773239804,382.03541568795,473.31931167088703
