,EVOL33-G-R1,EVOL33-G-R2,EVOL33-G-R3,EVOL33-H-R1,EVOL33-H-R2,EVOL33-H-R3,EVOL33-L-R1,EVOL33-L-R2,EVOL33-L-R3,EVOL40-G-R1,EVOL40-G-R2,EVOL40-G-R3,EVOL40-H-R1,EVOL40-H-R2,EVOL40-H-R3,EVOL40-L-R1,EVOL40-L-R2,EVOL40-L-R3,WT-G-R1,WT-G-R2,WT-G-R3,WT-L-R1,WT-L-R2,WT-L-R3
COBALT2t3pp,267.526612629706,245.676750694026,235.36794359977,112.960962180371,65.9667363034469,72.55526067697829,436.565969894987,490.45572049894895,473.506267170404,395.83696177859,329.786730056417,285.47662795216,97.7451545722603,115.82735007151,68.68893880189451,777.301565941974,668.633143835072,729.990175723186,372.422055342228,312.45437585107896,328.78913325613496,708.16405464845,661.800940380611,637.466703518701
COBALTt5,28.8937056375518,27.736517281214198,28.473287378927,28.210356692664,22.454778882953,31.6604773863178,26.969326325559006,33.7276140171197,28.6516531090372,30.911607164113498,28.0963554936333,29.344853186223396,37.9611863679701,37.0133049580765,45.6116273467125,44.3881888136001,37.2606524119914,40.2859243895681,25.865310358992602,26.0200913678031,24.0952535286461,43.61702481917789,45.7975654045786,45.5570883578832
CODH2r,84.6024330538386,70.109719143544,58.4629036715248,9.32376195774488,10.6217626251313,5.74788428739699,18.059816735865397,20.755454779765998,13.679548664841098,70.8441113605558,70.0105907382337,75.6643638361405,4.834987592478121,5.28761499401092,3.25797338190804,10.334654647441198,10.7047178200196,10.9171779834326,87.1993878934355,76.35403860388129,71.7730956172437,11.2718154027089,12.102398462426699,10.973605224891601
CPMPS,39.9107300892802,43.324586360102394,44.6474624580809,44.70624323328953,42.3007037878035,48.62144741470237,38.2868114800346,35.673437902722824,37.8072565461356,43.059748500983,40.6245664678436,45.9071707924995,75.3343337044226,68.73899492214201,74.39039222023351,47.77660017341684,41.069061636421395,45.4369872409061,43.855786128489996,42.8691669256429,43.5765223390408,53.17356396495279,52.50177174707389,57.86082754942829
CPPPGO,46.0428474727893,50.7892954964713,40.4354376978846,42.0764642195666,45.74811797315311,51.448275752766506,32.2668725680795,39.889389654862796,38.992099343877705,59.1169452185283,52.32370465699571,59.9954492542695,67.0364495930074,62.4510203346696,54.978300819698106,49.7249367053115,44.0540310285423,47.359025618270906,50.8983211272256,46.49491736214001,48.532283703088595,77.1874315620283,64.6912378243382,73.4899016576072
CRNabc,478.51302429959867,423.3661015087704,466.0184194681191,126.22939265869992,135.38088679224336,100.44663361254398,145.20092655635796,145.18008213138398,141.6425708209922,436.0701625427766,416.83937248751016,418.93729513634173,98.79055729495835,110.89700636087782,115.92955283956104,127.23484656112076,125.5745744271533,128.4690451430693,491.6969890026318,467.7218063081329,523.9435980058787,227.39662377638768,187.0212366711684,245.63140584201756
CRNabcpp,322.81960327423,322.299794476166,350.777422029148,79.1324412311168,81.2471667466182,73.3090815671288,93.9110470265002,90.37270935356442,96.7262574884038,329.322880993552,331.07639883317404,324.09912793028,57.88917576940022,57.449222367362005,71.1324188383254,69.6318534442352,76.37404444667843,78.726691936866,329.334545759054,333.142481282856,367.068117585332,134.77170590195422,120.3274437055658,158.28594203176942
CRNCBCT,35.9612307575285,27.590150435403,30.1580972830056,8.128407860598099,4.75184117440083,6.40747756627861,7.46472425082437,6.91848492658866,5.9242139887107,24.296282673739,25.0564219484205,21.785289133566398,9.01659848327,7.21687992425815,7.601937891118751,4.235514199771,3.9113392034687102,4.76665517586493,27.401863449625807,26.446650242685198,19.8230454561911,3.18551304859164,3.48270459350407,2.43857893886479
CRNCDH,1.14327612234917,0.951384497772518,1.17936693285497,0.478141638858712,1.11808027632961,1.1307313352256398,0.963190225912822,1.18911459675743,1.29255577935506,1.5636221522703302,1.28966877675694,0.5497864765568801,1.3720910735410905,1.00035959346153,0.9502422363898442,1.4400748279221398,1.13222976942515,0.8456968860405519,0.6402304544305101,0.853117749764037,0.683553291592797,1.47023679165768,0.8706761483760179,0.5542224861056351
CRNDt2rpp,4.26130191057418,5.70830698663511,7.413163577945499,10.399580645177,7.08117508342085,7.63243651277305,15.1702460581269,15.134185776912696,16.9109381132287,5.532816846495018,6.81682067714381,8.10935052921397,14.308949766928501,18.5781067357141,22.5343158915306,40.237384897824505,44.568680923735506,43.053659652973614,7.55471936228002,8.104618622758348,6.32286794723337,33.0803278122978,30.1253947338102,35.6919281052029
CRNt2rpp,4.26130191057418,5.70830698663511,7.413163577945499,10.399580645177,7.08117508342085,7.63243651277305,15.1702460581269,15.134185776912696,16.9109381132287,5.532816846495018,6.81682067714381,8.10935052921397,14.308949766928501,18.5781067357141,22.5343158915306,40.237384897824505,44.568680923735506,43.053659652973614,7.55471936228002,8.104618622758348,6.32286794723337,33.0803278122978,30.1253947338102,35.6919281052029
CRO4abcpp,8.002932856444192,7.976993096708031,7.24468258753765,2.03210196514953,2.14298719629842,1.69609700283845,1.4447853388692298,3.45924246329433,2.9082505035488904,5.7132347871416,9.85675422235659,4.26084519331582,1.9601301050587,0.500179796730763,0.9502422363898442,1.94833653189466,1.8527396226957,2.15268298264868,4.0334518629122105,4.05230931137918,5.639314655640581,1.96031572221024,2.08962275610244,0.775911480547889
CRO4t3pp,5.19670964704168,5.7814904095406785,4.3805057506041605,6.69398294402197,7.08117508342085,7.25552606769783,4.093558460129491,4.54025573307381,5.816501007097781,4.7510057703598605,5.435032702047089,3.84850533589816,8.49389712192102,10.4323214746702,9.36667347298561,7.1156638556152805,5.6611488471257605,6.22740434266225,5.24988972633018,3.19919156161514,5.81020297853878,10.2916575416038,8.35849102440977,7.31573681659438
CS,218.05393678986954,213.9883285759107,238.5690824175189,663.1824530970333,525.2182098058332,563.5753429987105,556.4831530211331,494.34736827015575,486.6472509271809,185.28922504403414,204.87309710767343,190.08867426954086,715.6435013569305,643.8028526491681,1016.2161973734821,640.3250367213798,760.5496151165864,682.2467424294414,202.44086969092712,160.17285751819787,209.50908387319248,476.8467994276413,426.2830422448988,475.85542657029833
CSND,29.51731079519674,22.10139371748461,25.609110541993537,20.440555061209892,18.72784462852094,18.7512946424918,78.25920585541678,74.91421959571787,68.82859525065705,37.827628222232256,33.25503060066102,27.764217066122395,26.984457779641296,23.865721729724996,27.8285226371311,53.9604509050825,69.99238574628211,65.4261863655009,30.34692354000616,23.674017555951977,29.73456818428669,42.88190642334909,54.33019165866357,55.089715118900116
CSNt2,137.504937260723,111.09243597066799,132.089096479756,22.711727845788804,19.2868847666857,19.599343143911,22.634970308951306,19.3501375290527,16.8032251316158,107.468953311811,127.12449370889799,125.07642341669,11.434092279509098,14.362305591840501,10.1811668184626,6.26856101566108,7.8226784069374204,6.842456623419008,154.167493426867,134.152766150395,136.881546641458,3.4305525138679203,5.2240568902561115,5.87475835271973
CTBTabc,313.049789137791,282.341645569721,309.162617398409,72.07985205795079,72.1161778232597,53.1443727556049,84.2791447673719,92.6428372201013,80.3538842832397,285.361042789336,272.120111895714,271.457072799959,46.651096500396996,52.9476041967851,53.6208119105698,73.020264804052,66.6986264170453,72.96057680477129,319.090858488166,322.691788848247,323.662483569189,150.699271144912,117.367144801087,163.939011390047
CTBTt2rpp,4.26130191057418,5.70830698663511,7.413163577945499,10.399580645177,7.08117508342085,7.63243651277305,15.1702460581269,15.134185776912696,16.9109381132287,5.532816846495018,6.81682067714381,8.10935052921397,14.308949766928501,18.5781067357141,22.5343158915306,40.237384897824505,44.568680923735506,43.053659652973614,7.55471936228002,8.104618622758348,6.32286794723337,33.0803278122978,30.1253947338102,35.6919281052029
CTECOAI6,1603.080991919415,1230.871989848926,1158.306809053987,402.71479532875003,352.474807112909,368.52418767228863,340.0061497472264,344.0865237708083,285.65482723746896,1440.6372560629152,1199.2998431856097,2062.111626945719,327.2763898746332,331.5477509758196,337.6074917002206,423.8902611130817,387.7372310385956,324.20943349391007,1775.9992805902375,1339.1815876921016,2137.129366164879,599.611571531058,438.29837309248785,681.3611244182678
CTECOAI7,1603.080991919415,1230.871989848926,1158.306809053987,402.71479532875003,352.474807112909,368.52418767228863,340.0061497472264,344.0865237708083,285.65482723746896,1440.6372560629152,1199.2998431856097,2062.111626945719,327.2763898746332,331.5477509758196,337.6074917002206,423.8902611130817,387.7372310385956,324.20943349391007,1775.9992805902375,1339.1815876921016,2137.129366164879,599.611571531058,438.29837309248785,681.3611244182678
CTECOAI8,1603.080991919415,1230.871989848926,1158.306809053987,402.71479532875003,352.474807112909,368.52418767228863,340.0061497472264,344.0865237708083,285.65482723746896,1440.6372560629152,1199.2998431856097,2062.111626945719,327.2763898746332,331.5477509758196,337.6074917002206,423.8902611130817,387.7372310385956,324.20943349391007,1775.9992805902375,1339.1815876921016,2137.129366164879,599.611571531058,438.29837309248785,681.3611244182678
CTPS1,377.48898876110803,440.56420589158097,420.528552057999,375.460721913803,316.882584983083,377.004672686481,413.208606916601,464.187098043308,408.663052239425,369.616221071287,374.83301804457,345.5408005159989,755.368804819453,643.659944135816,902.865873461265,521.307087707814,543.264429365996,538.170745662169,291.624971993097,287.074122795598,277.69352470957404,330.06815972715,390.149982087294,286.533025316613
CTPS2,377.48898876110803,440.56420589158097,420.528552057999,375.460721913803,316.882584983083,377.004672686481,413.208606916601,464.187098043308,408.663052239425,369.616221071287,374.83301804457,345.5408005159989,755.368804819453,643.659944135816,902.865873461265,521.307087707814,543.264429365996,538.170745662169,291.624971993097,287.074122795598,277.69352470957404,330.06815972715,390.149982087294,286.533025316613
CU1Opp,121.29120316195299,126.095037666311,128.382514690783,23.309404894362196,27.113446700993,29.870152772210602,48.8819039650757,59.131425856937504,60.642408648075,153.655946117335,134.86250636943998,174.90082285465698,20.5160284329477,23.294087676318398,22.1270692187921,63.78684384855121,56.6114884712576,66.348764786636,129.838736158507,140.124590398743,140.811978068116,52.438445569124,56.768084874116404,55.4222486105635
Cuabc,66.3100150962519,57.3026201350678,56.9465747578541,329.439589173652,228.461069796683,248.478210915834,72.9616596128963,59.455729837871296,69.6902991035604,19.7858341575746,13.8178797509672,21.9914590622752,174.974280711573,114.39826493799299,108.056117166617,53.198058349123706,74.0066549287895,40.8240951352303,50.3861367636812,27.9396063047722,25.804136757628108,64.4453793676617,71.9178498558591,55.3114041133424
CUabcpp,22.449785675220102,23.272328483973894,21.902528753020807,0.8367478680027459,2.14298719629842,1.69609700283845,7.7055218073025795,14.0531725071332,13.0332707751635,42.5786339925921,24.3194683617022,32.643572045564696,1.7641170945528302,1.85781067357141,1.90048447277969,8.55573868353741,8.13146834405337,8.53385039550012,33.804167993930896,25.5935324929211,37.766319360502,4.41071037497305,4.17924551220489,2.43857893886479
Cut1,140.72689724188882,125.8754873975947,115.240997438971,572.0964708944487,427.75887905243576,438.1583923999343,166.15031396996181,164.53021966043661,159.4152127871243,121.24085611449959,107.6873428592042,93.3262543955303,321.3959995594574,326.1172274684576,273.3982662984498,196.86670000535597,219.4467153104022,155.0700562857994,104.10147189040103,66.1166256067129,74.67819710651311,144.32824504772913,170.6525250816996,108.84929627114678
CYNTt2,19.8514308516992,21.0768257968065,22.5764527146522,34.7848042269713,27.392966770075397,33.8277124455003,16.374233840518,18.9177322211409,20.896318432906803,21.0487597421006,20.911058023130305,18.7614635125035,41.3587452167385,39.9429294817852,35.43046052824989,29.73330968239239,35.922562684488895,30.752614037838306,19.206913632915303,18.1287521824858,13.6710658318559,69.1011292079111,48.844931923894606,78.1453705408945
CYO1a,32.11566561871761,31.6152386952098,30.3265782734134,79.7301182796902,67.0848165797765,72.1783502319031,65.4969353620719,59.131425856937504,70.0134380483992,25.9200441395582,26.806686716876307,22.197628990984,85.8536986015709,74.4553354562079,99.63968593002079,71.5801899761299,73.8007949707122,71.9611168485415,27.017725176967502,26.233370805244107,25.6332484347299,69.3461686731873,73.22386407842309,77.14777006590441
CYO1b,44.0680978069135,46.9837575053813,53.9139169305128,132.325698554149,111.7148542766,115.428823804284,116.78681489193,105.831199111411,123.11593798357,43.30030575517839,44.769930393133706,42.2648353853101,122.377456225831,116.82770966497101,156.789969004324,108.429163514138,122.898394972148,111.24758128188,40.9747490835527,42.442608050760896,40.5005325268732,131.09611392281,128.25059665578698,142.767712420812
CYS,2.91015740234334,1.7564021497338798,2.35873386570993,2.1516373748642,2.32933390902002,2.44991789298888,3.13036823421667,3.1349384823604898,2.58511155871012,1.44334352517261,2.39509915683431,2.1991459062275203,3.20154583826254,3.85852986049446,2.03623336369252,2.03304681589008,1.54394968557975,1.92203837736489,2.11276049962068,1.91951493696908,1.70888322898199,4.16567090969677,3.04736651931606,3.32533491663381
CYSabcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYSS,79.92539437150114,86.50280587439357,71.43593993292934,115.1125995552349,117.39842901460882,113.82695441271407,67.90491092685397,78.91396869390191,71.41370680936713,96.34318030527201,97.36999264514881,96.35008001659311,163.01748707071505,151.91174969280033,186.79047389606092,108.85271493411459,107.66475807442815,112.17015970301499,96.09859121001949,100.66789447215638,87.83659796967449,107.81736472156338,104.48113780512216,115.4999661044144
CYSTGL,6.65178834821336,9.29429470900844,8.25556852998477,5.618164256589861,5.59040138164804,7.16129845642903,7.7055218073025795,14.485577815045,12.2792799038731,6.97616037166764,5.80350949540622,7.00977757610021,10.192676546305199,8.14578526104386,8.41643123659576,23.9730103707038,17.8068863736865,21.680592896676,6.65839672607731,6.18510368578927,5.46842633274238,19.6031572221024,14.2790888333667,17.1808970692747
CYSTL,20.05929923758095,18.88132310963923,20.386199839350187,41.12018094184923,29.62912732273464,41.64860418081093,26.24693365612442,24.43089989701625,22.72743912032648,18.162072691755352,22.84556118826572,18.55529358379465,61.156059277831346,66.95263850524638,63.258983165381025,31.42751536230076,29.54090398409266,31.828955529162627,20.039213223675,19.83498768201391,22.38637029966409,23.52378866652287,18.37126673073403,15.629074108178909
CYStpp,0.6236051576450021,0.512283960339048,0.505442971223557,2.8688498331522703,1.8634671272160104,4.2402425070961405,2.64877312126026,1.40531725071332,1.50798174258091,0.841950389684025,0.921191983397812,0.9621263339745392,2.4174937962390604,2.64380749700546,1.76473558186685,3.13428050783054,2.1615295598116497,3.2290244739730203,1.02436872708882,1.91951493696908,0.8544416144909971,0.4900789305525611,0.696540918700815,0.775911480547889
CYSTS,270.4367700320493,276.1210546227469,283.55350685641594,336.4921783468182,353.965580814682,354.5785012045059,344.82210087679067,352.6265286020655,376.0260188107101,247.41313594000562,247.89276273235131,306.23106744218154,387.25637108942954,359.34345682271544,447.2925955577905,485.898188997729,505.1803371216958,495.7321382899529,263.19873981638267,262.3337080524411,296.32035190547805,670.6730164611798,597.719175860136,676.9273445294227
CYTBD,20.578970202285106,19.3936070699782,17.185061021600898,59.050492399050896,70.62540412148691,80.376152412289,35.8788359152526,41.7271122134879,62.365816353881705,27.603944918926306,24.780064353401198,28.726343400096997,84.35093218769259,76.1702376164276,93.1237391662047,67.175255208368,44.568680923735506,62.1971618915279,24.584849450131607,23.887296993393,28.19657327820289,386.67227620597,229.51023271191798,423.093445893042
CYTBD2,20.578970202285106,19.3936070699782,17.185061021600898,59.050492399050896,70.62540412148691,80.376152412289,35.8788359152526,41.7271122134879,62.365816353881705,27.603944918926306,24.780064353401198,28.726343400096997,84.35093218769259,76.1702376164276,93.1237391662047,67.175255208368,44.568680923735506,62.1971618915279,24.584849450131607,23.887296993393,28.19657327820289,386.67227620597,229.51023271191798,423.093445893042
CYTBD2pp,17.772746992882606,17.637204920244393,16.005694088746,32.0354898035337,26.3680598501066,21.0127573129431,24.802148317255202,23.133683973280807,16.8032251316158,17.0194257343271,17.0420516928595,16.699764225415198,20.3200154224418,21.436277002746998,20.3623336369252,42.9481139856779,52.082569393556994,36.903136845405896,14.725300451901695,14.0764428711066,14.354619123448696,121.04949584648199,82.45303125120891,112.618009176665
CYTBDpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYTD,20.1632334305217,18.442222572205697,19.5437948873109,46.021132740150996,41.46214358055629,38.9160034540157,54.179450207596204,44.862050695848396,38.13039549097429,18.2222120053043,23.214037981624895,22.9535853962497,36.5237576242604,34.7982230011259,48.4623540558821,42.60927284969621,53.6265190791368,44.8219349601493,24.0726650865872,31.1387978663874,26.4876900492209,66.1606556245957,63.820561675962104,68.1693657909931
CYTDH,18.3963521505276,19.2472402241671,23.5873386570993,16.3763511309109,14.7213903050065,15.8302386931589,19.0230069617782,13.404564545265501,14.002687609679803,25.4990689447162,22.661322791586198,21.716565823996703,16.5957682228303,19.292649302472306,16.9686113641044,17.4503185030565,16.8805165623386,15.8375962294867,21.6397893597512,21.541223181541906,22.044593653867693,26.4642622498383,26.816825369981398,21.6146769581198
CYTDK1,5.404578032923349,6.00104067825742,7.0762015971298,15.4200678531935,28.138353620961798,24.781861763695197,7.7055218073025795,12.431652602464002,14.5412525177444,10.043265362659401,5.52715190038687,7.97190391007475,19.078599689238,20.7217344359888,11.2671579457653,13.638355723262599,6.793378616550911,11.3784671940002,8.19494981671053,9.810854122286429,8.71530446780817,28.1795385067722,30.821935652511,39.6823300051635
CYTDK2,5.404578032923349,6.00104067825742,7.0762015971298,15.4200678531935,28.138353620961798,24.781861763695197,7.7055218073025795,12.431652602464002,14.5412525177444,10.043265362659401,5.52715190038687,7.97190391007475,19.078599689238,20.7217344359888,11.2671579457653,13.638355723262599,6.793378616550911,11.3784671940002,8.19494981671053,9.810854122286429,8.71530446780817,28.1795385067722,30.821935652511,39.6823300051635
CYTDt2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYTDt2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYTK1,98.11387813614701,95.1384497772518,98.2244174077779,94.0743674454516,90.75084909541992,86.6894023672988,46.4739284002937,51.023826333591394,46.31658209355639,83.53350651936509,78.5776761838334,97.4496529697069,104.932298290809,99.6072338060977,138.192370949266,69.7165637282306,76.2711144676398,58.1224405315143,90.7206553928033,88.08440766313679,85.27327312620142,188.43534879746,156.547571478008,223.24081740334998
CYTK2,98.11387813614701,95.1384497772518,98.2244174077779,94.0743674454516,90.75084909541992,86.6894023672988,46.4739284002937,51.023826333591394,46.31658209355639,83.53350651936509,78.5776761838334,97.4496529697069,104.932298290809,99.6072338060977,138.192370949266,69.7165637282306,76.2711144676398,58.1224405315143,90.7206553928033,88.08440766313679,85.27327312620142,188.43534879746,156.547571478008,223.24081740334998
CYTMQOR3pp,29.93304756696011,36.22579433826124,29.82113530218989,42.315535038995996,40.4372366605875,48.621447414702416,41.17638215777313,47.99698917820888,51.91765713742834,53.884824939777616,41.269400856221985,46.319510649917106,64.35760511609382,76.67041741315838,71.81116329288963,70.22482543220315,64.5370968572337,60.27512351416295,40.97474908355262,37.75046042705862,33.1523346422507,150.20919221435955,121.98172838748063,162.7197219206149
DAAD,22.034048903456707,19.17405680126154,23.41885766669146,74.94870189110311,80.59495325209261,74.157130068548,37.564418810600095,37.294957807392024,36.622413748393384,25.73962619891167,22.661322791586226,26.73336742257822,50.5713567105143,48.5888945395599,42.21790507389161,31.6816462142871,26.864724529087667,30.060680221986914,21.063581950763798,17.9154727450448,13.50017750895779,15.43748631240564,17.67472581203318,15.51822961095779
DADA,66.5178834821336,78.5258127776855,66.3815102206938,8.36747868002746,9.69002906152327,7.16129845642903,13.003068049823101,15.8908950657583,13.679548664841098,79.2034759438472,74.8929082502422,75.32074728829251,4.57363691180363,5.001797967307629,2.8507267091695296,5.4214581757068805,6.07286876328036,6.53493048304063,67.2882207606466,67.60958166879989,63.399567795231896,2.94047358331536,3.91804266769208,3.21449041941268
DADK,48.433333910428495,44.8614382411195,43.1311335444102,25.3415068595117,18.7278446285209,30.623973662361003,24.0797556478206,29.295459611023894,29.9442088883923,41.6765442893592,40.808804864523104,47.5565302221701,56.647760036196296,50.8039764965104,62.30874092899121,46.92949733346271,40.348551783150896,48.35848557450071,33.9962371302601,37.5371809896176,42.209415755855204,40.9215907011388,46.92944439746739,52.2077581911508
DADNt2,137.504937260723,111.09243597066799,132.089096479756,22.711727845788804,19.2868847666857,19.599343143911,22.634970308951306,19.3501375290527,16.8032251316158,107.468953311811,127.12449370889799,125.07642341669,11.434092279509098,14.362305591840501,10.1811668184626,6.26856101566108,7.8226784069374204,6.842456623419008,154.167493426867,134.152766150395,136.881546641458,3.4305525138679203,5.2240568902561115,5.87475835271973
DADNt2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAGK120,8.83440639997086,7.7574428279913,9.43493546283973,7.7698016314540705,7.267521796142452,8.66894023672988,6.98312913786796,9.62101810103736,11.5252890325826,8.66006115103569,11.4227805941329,7.6282873622267005,17.641170945528298,14.362305591840501,24.027553691571804,15.5866922551573,13.483827254063199,14.9150178083516,7.68276545316612,8.95773637252239,7.00642123882617,6.8611050277358485,10.796384239862599,6.65066983326762
DAGK140,8.83440639997086,7.7574428279913,9.43493546283973,7.7698016314540705,7.267521796142452,8.66894023672988,6.98312913786796,9.62101810103736,11.5252890325826,8.66006115103569,11.4227805941329,7.6282873622267005,17.641170945528298,14.362305591840501,24.027553691571804,15.5866922551573,13.483827254063199,14.9150178083516,7.68276545316612,8.95773637252239,7.00642123882617,6.8611050277358485,10.796384239862599,6.65066983326762
DAGK141,8.83440639997086,7.7574428279913,9.43493546283973,7.7698016314540705,7.267521796142452,8.66894023672988,6.98312913786796,9.62101810103736,11.5252890325826,8.66006115103569,11.4227805941329,7.6282873622267005,17.641170945528298,14.362305591840501,24.027553691571804,15.5866922551573,13.483827254063199,14.9150178083516,7.68276545316612,8.95773637252239,7.00642123882617,6.8611050277358485,10.796384239862599,6.65066983326762
DAGK160,20.57897020228506,19.686340761600597,21.22860479138943,26.536860956658472,23.57285915928255,25.535682653845576,17.09662650995256,19.998745490920356,22.081161230648902,22.85293914856639,24.2273491633625,20.6857161804526,37.177134325946604,35.1554942845051,43.84689176484571,26.9378703105436,23.7768251579282,25.678432721595,19.52702886013052,21.327943744100892,18.96860384170017,17.39780203461595,20.983295175861997,18.621875533149318
DAGK161,8.83440639997086,7.7574428279913,9.43493546283973,7.7698016314540705,7.267521796142452,8.66894023672988,6.98312913786796,9.62101810103736,11.5252890325826,8.66006115103569,11.4227805941329,7.6282873622267005,17.641170945528298,14.362305591840501,24.027553691571804,15.5866922551573,13.483827254063199,14.9150178083516,7.68276545316612,8.95773637252239,7.00642123882617,6.8611050277358485,10.796384239862599,6.65066983326762
DAGK180,8.83440639997086,7.7574428279913,9.43493546283973,7.7698016314540705,7.267521796142452,8.66894023672988,6.98312913786796,9.62101810103736,11.5252890325826,8.66006115103569,11.4227805941329,7.6282873622267005,17.641170945528298,14.362305591840501,24.027553691571804,15.5866922551573,13.483827254063199,14.9150178083516,7.68276545316612,8.95773637252239,7.00642123882617,6.8611050277358485,10.796384239862599,6.65066983326762
DAGK181,8.83440639997086,7.7574428279913,9.43493546283973,7.7698016314540705,7.267521796142452,8.66894023672988,6.98312913786796,9.62101810103736,11.5252890325826,8.66006115103569,11.4227805941329,7.6282873622267005,17.641170945528298,14.362305591840501,24.027553691571804,15.5866922551573,13.483827254063199,14.9150178083516,7.68276545316612,8.95773637252239,7.00642123882617,6.8611050277358485,10.796384239862599,6.65066983326762
DALAOX,2.07868385881667,4.02508825980681,3.03265782734134,3.22745606229631,3.44741418534963,2.16723505918247,2.40797556478206,1.08101326977948,1.29255577935506,2.4657118555032205,2.11874156181497,3.91722864546777,2.09080544539594,1.57199364686811,2.17198225460536,1.60949539591298,1.95566960173435,1.07634149132434,3.0090831358234,3.83902987393817,4.443096395353179,2.94047358331536,3.30856936382887,4.4337798888450815
DALAt2pp,32.2195998116584,34.4693921885274,34.3701220432019,32.3940960326777,24.4114193665298,32.3200706651994,52.493867312248796,43.997240080024795,44.916313332588395,32.77592588412811,39.242778492746794,34.0180382369569,53.1195258470907,43.73000508560389,63.1232342744682,57.7724136848764,63.5077970668472,55.662231408487216,32.3316379487408,30.7122389915053,29.5636798613885,57.09419540937329,52.76297459158671,53.205358666141
DALAt2r,45.41924231514431,47.49604146572034,48.35404424705364,40.64203930299048,35.31270206074348,38.63332062020921,69.59049382220138,54.15876481595189,55.903037457106414,42.51849467904326,51.402512673597926,44.53270460110722,58.80390315176092,48.80325730958734,69.23193436554577,64.80336725649626,69.68359580916622,62.73533263719002,45.58440835545236,43.08244636308387,40.671420849771465,63.71026097183286,58.248234326355636,58.19336104109172
DAPDC,25.98354823520844,31.395688426493038,26.956958465256413,32.3940960326777,29.815474035456212,33.92194005676905,34.67484813286164,39.88938965486272,41.79263686581369,27.603944918926217,26.161852328497893,30.10080959148913,47.43514854242049,36.44167090466994,47.104865146753745,35.15476785809926,34.8932628941024,31.752073994068013,20.93553585987772,16.42251668295777,20.506598747783897,38.961274978928564,39.267494291758474,37.022062071856475
DAPE,125.34463668664499,119.581713027715,111.534415649998,155.754638858225,177.58841722368595,231.705696109987,126.90031226401399,143.450460899737,164.80086186777,160.692245802551,123.623964171986,148.304902051218,226.00300111326803,211.14732847705798,200.365362987344,177.468044970405,137.82324193275298,173.98291391906997,136.17701765737,132.873089525749,154.31215557707398,128.155640339495,138.6987104363,133.7893081459
DARBabcpp,30.556652724605136,26.78513278344167,27.462401436479972,25.939183908085123,30.281340817260208,36.74876839483321,923.940224206875,848.8116194308465,807.8473620969131,28.50603462215911,29.10966667537089,28.795066709666553,8.03653343074065,10.718138501373502,9.63817125481127,498.4353110290513,640.8420494946365,485.0456049118036,26.12140254076478,19.4084288071318,21.0192637164785,75.22711583981801,219.75865985010685,108.62760727670417
DARBt3ipp,91.3581555949928,90.52789413420038,110.3550487171433,72.67752910652419,61.68076191085,71.1418465079463,101.6165688338028,71.1306731514897,69.5825861219475,77.8804110457723,73.4190010768056,103.84092075968063,143.4815236902968,139.3358005178553,168.1928758410023,147.81944557200728,142.763880926608,126.16259909023168,74.5868479411544,75.0743619792352,77.4124102728843,107.0822463257345,99.0829456851909,90.4491097324396
DARBtex,7.89899866350336,11.1970637045535,11.625188338141804,13.1488950686146,8.01290864702886,8.19780218038587,14.688650945170501,12.6478552564199,12.925557793550599,9.56215085426857,11.791257387492001,11.0644528407072,11.695442960183597,9.646324651236153,12.896144636719301,14.400748279221402,13.7926171911791,15.145662413635302,9.98759508911596,10.4506924346095,10.424187696790199,7.59622342356469,12.886006995965099,5.431380363835219
DASYN120,57.995279660985204,50.6429286506602,49.1964491990929,86.1850304042828,72.4888712487029,75.38208901504241,45.751535730859096,50.050914390789785,46.6397210383951,59.237223845626104,57.9429757557224,52.2984385824732,109.37525986227502,95.89161245895492,100.589928166411,75.39215275592379,72.87442515936429,70.5772492168388,55.251888217353,48.41443229910911,44.089187307735386,78.9027078189623,65.56191397271421,63.9572748965903
DASYN140,57.995279660985204,50.6429286506602,49.1964491990929,86.1850304042828,72.4888712487029,75.38208901504241,45.751535730859096,50.050914390789785,46.6397210383951,59.237223845626104,57.9429757557224,52.2984385824732,109.37525986227502,95.89161245895492,100.589928166411,75.39215275592379,72.87442515936429,70.5772492168388,55.251888217353,48.41443229910911,44.089187307735386,78.9027078189623,65.56191397271421,63.9572748965903
