Line Name,Measurement Type,Time,Value,Units
PVHG6-P-R1,"Pd630_LPD00001	",21,67.32605145,RPKM
PVHG6-P-R1,"Pd630_LPD00002	",21,185.494808,RPKM
PVHG6-P-R1,"Pd630_LPD00003	",21,83.73623632,RPKM
PVHG6-P-R1,"Pd630_LPD00004	",21,11.48670096,RPKM
PVHG6-P-R1,"Pd630_LPD00005	",21,32.14321086,RPKM
PVHG6-P-R1,"Pd630_LPD00006	",21,6.481683774,RPKM
PVHG6-P-R1,"Pd630_LPD00007	",21,3.138918112,RPKM
PVHG6-P-R1,"Pd630_LPD00008	",21,5.067947144,RPKM
PVHG6-P-R1,"Pd630_LPD00009	",21,401.1423156,RPKM
PVHG6-P-R1,"Pd630_LPD00011	",21,71.73973504,RPKM
PVHG6-P-R1,"Pd630_LPD00012	",21,135.5853821,RPKM
PVHG6-P-R1,"Pd630_LPD00013	",21,99.10394773,RPKM
PVHG6-P-R1,"Pd630_LPD00014	",21,125.2100347,RPKM
PVHG6-P-R1,"Pd630_LPD00015	",21,68.00977231,RPKM
PVHG6-P-R1,"Pd630_LPD00016	",21,562.3924849,RPKM
PVHG6-P-R1,"Pd630_LPD00017	",21,272.816597,RPKM
PVHG6-P-R1,"Pd630_LPD00018	",21,44.4032396,RPKM
PVHG6-P-R1,"Pd630_LPD00019	",21,111.8139654,RPKM
PVHG6-P-R1,"Pd630_LPD00020	",21,34.37184536,RPKM
PVHG6-P-R1,"Pd630_LPD00021	",21,20.32201479,RPKM
PVHG6-P-R1,"Pd630_LPD00022	",21,21.0989425,RPKM
PVHG6-P-R1,"Pd630_LPD00023	",21,62.86589918,RPKM
PVHG6-P-R1,"Pd630_LPD00024	",21,318.7076707,RPKM
PVHG6-P-R1,"Pd630_LPD00025	",21,1225.537533,RPKM
PVHG6-P-R1,"Pd630_LPD00026	",21,140.211627,RPKM
PVHG6-P-R1,"Pd630_LPD00027	",21,46.90177663,RPKM
PVHG6-P-R1,"Pd630_LPD00028	",21,301.7169972,RPKM
PVHG6-P-R1,"Pd630_LPD00029	",21,40.83492739,RPKM
PVHG6-P-R1,"Pd630_LPD00030	",21,151.419589,RPKM
PVHG6-P-R1,"Pd630_LPD00031	",21,163.5838314,RPKM
PVHG6-P-R1,"Pd630_LPD00032	",21,52.97368128,RPKM
PVHG6-P-R1,"Pd630_LPD00033	",21,36.24535854,RPKM
PVHG6-P-R1,"Pd630_LPD00034	",21,49.52705459,RPKM
PVHG6-P-R1,"Pd630_LPD00035	",21,81.92099897,RPKM
PVHG6-P-R1,"Pd630_LPD00036	",21,132.5544541,RPKM
PVHG6-P-R1,"Pd630_LPD00037	",21,320.465965,RPKM
PVHG6-P-R1,"Pd630_LPD00039	",21,25.03245985,RPKM
PVHG6-P-R1,"Pd630_LPD00040	",21,6.008588849,RPKM
PVHG6-P-R1,"Pd630_LPD00041	",21,33.09055091,RPKM
PVHG6-P-R1,"Pd630_LPD00042	",21,5.395467537,RPKM
PVHG6-P-R1,"Pd630_LPD00043	",21,27.6636033,RPKM
PVHG6-P-R1,"Pd630_LPD00044	",21,8.618263583,RPKM
PVHG6-P-R1,"Pd630_LPD00045	",21,3.054786768,RPKM
PVHG6-P-R1,"Pd630_LPD00046	",21,3.879520465,RPKM
PVHG6-P-R1,"Pd630_LPD00047	",21,17.54889441,RPKM
PVHG6-P-R1,"Pd630_LPD00049	",21,20.35945954,RPKM
PVHG6-P-R1,"Pd630_LPD00050	",21,8.468222592,RPKM
PVHG6-P-R1,"Pd630_LPD00051	",21,20.529096,RPKM
PVHG6-P-R1,"Pd630_LPD00052	",21,9.414378841,RPKM
PVHG6-P-R1,"Pd630_LPD00053	",21,14.8596483,RPKM
PVHG6-P-R1,"Pd630_LPD00054	",21,214.7346806,RPKM
PVHG6-P-R1,"Pd630_LPD00055	",21,329.2238487,RPKM
PVHG6-P-R1,"Pd630_LPD00056	",21,825.9487847,RPKM
PVHG6-P-R1,"Pd630_LPD00057	",21,103.9886443,RPKM
PVHG6-P-R1,"Pd630_LPD00058	",21,17.18286283,RPKM
PVHG6-P-R1,"Pd630_LPD00059	",21,48.74148715,RPKM
PVHG6-P-R1,"Pd630_LPD00060	",21,50.98716823,RPKM
PVHG6-P-R1,"Pd630_LPD00061	",21,23.93237086,RPKM
PVHG6-P-R1,"Pd630_LPD00062	",21,11.14846606,RPKM
PVHG6-P-R1,"Pd630_LPD00063	",21,768.4687336,RPKM
PVHG6-P-R1,"Pd630_LPD00064	",21,335.791281,RPKM
PVHG6-P-R1,"Pd630_LPD00065	",21,102.8667513,RPKM
PVHG6-P-R1,"Pd630_LPD00066	",21,27.72743927,RPKM
PVHG6-P-R1,"Pd630_LPD00067	",21,40.03436913,RPKM
PVHG6-P-R1,"Pd630_LPD00068	",21,3.873669001,RPKM
PVHG6-P-R1,"Pd630_LPD00069	",21,4.159501406,RPKM
PVHG6-P-R1,"Pd630_LPD00070	",21,27.36929542,RPKM
PVHG6-P-R1,"Pd630_LPD00071	",21,45.22253712,RPKM
PVHG6-P-R1,"Pd630_LPD00072	",21,44.53648093,RPKM
PVHG6-P-R1,"Pd630_LPD00073	",21,4.836181268,RPKM
PVHG6-P-R1,"Pd630_LPD00074	",21,19.1153707,RPKM
PVHG6-P-R1,"Pd630_LPD00075	",21,251.387548,RPKM
PVHG6-P-R1,"Pd630_LPD00076	",21,12.58942425,RPKM
PVHG6-P-R1,"Pd630_LPD00077	",21,88.73872937,RPKM
PVHG6-P-R1,"Pd630_LPD00078	",21,96.79868427,RPKM
PVHG6-P-R1,"Pd630_LPD00079	",21,32.51573152,RPKM
PVHG6-P-R1,"Pd630_LPD00080	",21,11.00532451,RPKM
PVHG6-P-R1,"Pd630_LPD00081	",21,67.52509373,RPKM
PVHG6-P-R1,"Pd630_LPD00082	",21,12.46353001,RPKM
PVHG6-P-R1,"Pd630_LPD00083	",21,157.2165439,RPKM
PVHG6-P-R1,"Pd630_LPD00084	",21,100.5217106,RPKM
PVHG6-P-R1,"Pd630_LPD00085	",21,11.89551898,RPKM
PVHG6-P-R1,"Pd630_LPD00086	",21,23.93418906,RPKM
