,fluxes
DDGALK,1.1150059541973698e-08
DDGLK,4.7734082749262405e-08
DDPA,6.926116866321469
DDPGA,3.4106291884056778e-09
DDPGALA,1.1150060670156396e-08
DESAT16,-1.896498938812157e-08
DESAT18,-1.9383432021639413e-08
DESATPE160,-1.8222829824761618e-08
DGAK,2.8879405692127335e-09
DGK1,-3.219485859208556e-08
DGNSK,-1.1317839108759362e-08
DGUNC,-1.5071170134415428e-08
DHACOAH,2.18594851752097e-09
DHAD1,5.095689113449905
DHAD2,6.23191423971324e-08
DHAD3,-5.887305398858665e-09
DHAK,-1.7271768130491196e-09
DHAPT,-4.207063506094287e-09
DHBD,-1.6604225340099733e-08
DHBS,-1.9201937247141816e-08
DHBSH,-2.5977141610192003e-09
DHBZS2H,1.057799969006974e-08
DHBZS3H,1.0577999059077228e-08
DHCINDO,-7.90440859968179e-09
DHDPRy,1.1837118097821708e-07
DHDPS,1.1837118092383599e-07
DHEDAA,3.865910728089221
DHFR,-6.050834468475349e-10
DHFS,-1.4444440672521865e-11
DHNAOT,-2.1715394719442207e-12
DHNCOAS,4.042291524732555e-09
DHNCOAT,4.042292645931115e-09
DHNPA2r,-1.4313504083960428e-08
DHNPA_1,1.4299042904274891e-08
DHORD2,2.143637724918612e-09
DHORDi,-3.698569265438664e-09
DHORTS,1.2957265604834358e-09
DHPACCOAHIT,-6.077919718724406e-09
DHPDO,6.926116905525681
DHPM1,1.074775067249443e-08
DHPPDA,-4.069907787659364e-11
DHPPDA2,3.10895516101969e-11
DHPS,2.758596103775641e-08
DHPS2,-1.431349123984138e-08
DHQS,6.926116866321469
DHQTi,6.926116866321471
DHR_1,-2.5920895695739566e-10
DHSKDH,1.7646277091340903e-08
DIPEPabc1,0.0
DIPEPabc10,0.0
DIPEPabc12,0.0
DIPEPabc13,0.0
DIPEPabc14,0.0
DIPEPabc15,0.0
DIPEPabc3,0.0
DIPEPabc8,0.0
DKDID,1.0042074038120023e-08
DKGLCNR1,1.66787556990896e-08
DLYSAD,2.3544448569242877e-08
DLYSPYRAT,-2.354444704329128e-08
DMALRED,58.885833117634384
DMATT,-1.056959680395133e-09
DMGDH2,2.2600649987972836e-08
DMPPS,7.371370775654632e-09
DMSO2abcpp,-1.4301370098108167e-08
DMSO2tex,-1.43013728378188e-08
DNMPPA,1.3923309703457831e-08
DNTAep,0.0
DNTPPA,1.3923317496498816e-08
DOP1,8.480754077619311e-09
DOP2,6.322245567691753e-09
DOPAtex,-5.394537521011993e-09
DOPDH,-1.4872829513099436e-08
DORNabcpp,8.202968734856601e-09
DORNtex,8.20296714789163e-09
DPCOAK,1.2887590504879827e-09
DPR,-6.948650566233803e-09
DRBK,0.0
DRIBabc,0.0
DRIBtex_1,-7.695730808754244e-09
DRPA,2.1411471302008238e-09
DRU1Ptex,-1.3675275256514483e-08
DSERDHr,-1.0147233130175645e-07
DSERt2,-9.71775618060669e-09
DSERt2pp,6.24341906748208e-09
DSERtex,6.243419552904287e-09
DTARTD,-4.313976351635099e-09
DTBTST,4.6095370316884066e-10
DTMPK,-1.7863852496514666e-08
DURADx,-1.0747746164758567e-08
DURIK1,-6.295201963749718e-09
DUTPDP,-1.943822100259484e-09
DVALabcpp,1.3359118233166025e-08
DVALtex,1.3359121169711585e-08
DXPRIi,-1.0728627625504564e-08
DXPS,-8.860398980101746e-09
DXYLK,8.219041389034946e-09
DXYLUDtex,8.10255857000893e-09
DXYLUDtpp,8.102555280477036e-09
D_LACt2,0.0
E4PD,2.586890720648388e-08
ECHA191,3.843235634444726e-15
ECHA192,-1.946659000405414e-14
ECHA193,-3.747909317897744e-14
ECHA20,-1.2634017193518687e-14
ECOAH1,-6.307462974438966
ECOAH12,1.5160429708919172e-08
ECOAH14,-7.101688245712835e-15
ECOAH15,0.9105095820001211
ECOAH16,1.2617975696273754e-06
ECOAH17,1.2618815306378409e-06
ECOAH18,1.2618815266408351e-06
ECOAH19,1.2618815242588804e-06
ECOAH1_1,0.14171979405170845
ECOAH2,0.9652128827567257
ECOAH20,-3.427640129070223e-17
ECOAH21,1.2618815261638558e-06
ECOAH22,-4.183982368105448e-15
ECOAH23,0.9105095820001164
ECOAH25,7.784707740450273e-09
ECOAH26,-3.184989590947359e-07
ECOAH27,-0.8805405354154687
ECOAH28,-8.986076228495687e-09
ECOAH29,-9.272031154534111e-07
ECOAH3,0.9652128695559029
ECOAH30,-9.272031214288015e-07
ECOAH31,-9.272031034664002e-07
ECOAH32,-1.811730009834078e-16
ECOAH33,-2.57781320157996e-15
ECOAH34,-1.1414012523493419e-14
ECOAH35,-6.523814456103865e-15
ECOAH36,8.480696205095644e-16
ECOAH37,-3.4955604881487776e-15
ECOAH38,-0.880540535415466
ECOAH4,0.9652128695299345
ECOAH5,0.9652128805449364
ECOAH5_1,3.403873932562563e-15
ECOAH6,0.96521379919603
ECOAH7,0.9652141186413031
ECOAH8,0.965213805574105
ECOAH9ir,5.5328524728988794e-08
EDA,4.794521010297108e-08
EDD,2.1113379658083327e-10
EHGLAT,3.4106302252493762e-09
ENO,26.32876718701902
ENTCS,-6.400743066012992e-09
ENTERES,-1.1443906411112644e-08
ENTERES2,0.0
ENTERGLCT1,-1.643454783154837e-08
ENTERGLCT2,-1.6434557595057324e-08
ENTERH,1.0577997193255927e-08
ETHAAL,5.184514119424636e-08
ETHAt2pp,1.073495466950371e-08
ETHAtex,1.0734953481071216e-08
ETHSO3abcpp,5.700113012312002e-09
ETHSO3tex,5.700111396590179e-09
ETHSabc,0.0
F1PP,-1.1128991268626625e-08
F6PP,-7.871464671135422e-09
FA100ACPHi,-1.1437594208860286e-08
FA120ACPHi,-1.406053264193011e-08
FA140ACPHi,-1.1333631196879068e-08
FA141ACPHi,-1.4206790980871502e-08
FA160ACPHi,-1.4961918777611552e-08
FA161ACPHi,-1.357136605072422e-08
FA80ACPHi,-1.1437594451294586e-08
FACOAE100,-6.887394427928981e-09
FACOAE120,-1.3895500333921327e-08
FACOAE140,-1.3807332935982042e-08
FACOAE141,-1.5486994983227123e-08
FACOAE160,-1.1561061554197315e-08
FACOAE161,2.2230963362960613e-08
FACOAE180,0.9652128512531526
FACOAE181,-6.887955180664085e-09
FACOAE1829Z12Z,-1.2660737887244456e-08
FACOAE50,-1.0218404903099306e-08
FACOAE60,-1.2660742253270394e-08
FACOAE70,-1.2660749078882634e-08
FACOAE80,-3.960582147615179e-09
FACOAE90,-1.2660741309195967e-08
FACOAL100t2pp,-4.858521718738218e-09
FACOAL120t2pp,-1.199046467998056e-08
FACOAL140,-5.138799599502027e-09
FACOAL140_ISO,-2.3776643337627583e-12
FACOAL140t2pp,-7.729331448540024e-09
FACOAL141,-5.492771100917648e-09
FACOAL141t2pp,-9.994225349734369e-09
FACOAL150_ISO,-4.728296918615043e-11
FACOAL150_anteiso,-8.03218411238934e-11
FACOAL160,5.791308772676205e-08
FACOAL160_ISO,-1.1758428309922072e-11
FACOAL160t2pp,-4.7617386931898064e-09
FACOAL161,-1.6574490933633014e-08
FACOAL161t2pp,-1.6290071736777208e-08
FACOAL170_ISO,-1.6506986399003346e-11
FACOAL170_anteiso,-4.0193701659668735e-11
FACOAL180,-3.058650242719999e-09
FACOAL180_2,-7.068204764693139e-12
FACOAL180t2pp,-1.1173835941562554e-08
FACOAL181,-1.3553479577911448e-08
FACOAL1812,-1.2660752964855161e-08
FACOAL181d11tpp,-7.78474340383736e-09
FACOAL181d6t2pp,0.0
FACOAL181t2pp,-6.219836440323043e-09
FACOAL1821,-1.2660719510745873e-08
FACOAL182t2pp,0.0
FACOAL200,0.32173762086643487
FACOAL50i,-1.4271170943505754e-08
FACOAL50t2pp,-1.7930538671345508e-08
FACOAL60i,-1.2660734037885763e-08
FACOAL60t2pp,-1.320081968223435e-08
FACOAL70t2pp,0.0
FACOAL80,-1.519606743518068e-08
FACOAL80t2pp,-9.431901390296165e-09
FACOAL90i,-1.2660736766595e-08
FACOALP50t2pp,0.0
FACOALP60t2pp,0.0
FACOALP70t2pp,0.0
FACOALP80t2pp,0.0
FACOALPREPH,-0.32173763835191843
FACOAL_70_c,-1.2660719657602524e-08
FADB2,-6.348456731914126e-15
FADB3,-8.221646171405009e-15
FADD17,0.0
FADD3,8.113024290906044e-10
FADE233,5.3990908081888803e-08
FADE281,0.0
FADE282,1.16408789380421e-14
FADE30,-7.963414811345691e-15
FADE51,-1.0245151528953492e-14
FADE52,-7.948653883282278e-15
FADMQOR,5.162999386155161
FADRx2,1.745860126781574e-08
FALDtpp,1.4447442529534842e-08
FALDtpp2,1.4447442498762586e-08
FAO1,-1.3489141195055974e-08
FAO10,-1.74490201898796e-08
FAO11,-1.8016574309572842e-08
FAO2,-1.4158432753279867e-08
FAO3,-1.3985176275643821e-08
FAS100,-3.3949847703078106e-09
FAS120,-1.0282392727130652e-08
FAS140,-1.7304146786229519e-09
FAS160,1.0413742439153159e-08
FAS161,-1.9010466201609216e-08
FAS180,3.1164779437425335e-09
FAS181,-1.9369480529836844e-08
FAS200,0.9652128625993388
FAS80_L,-1.4630457803182221e-08
FASm220,0.6434752417328936
FASm240,0.6434752417328929
FASm260,0.6434752417328905
FASm280,0.6434752417328922
FBA,-2.308705210509631
FBA2,4.321919186558225e-08
FBA3,-2.0745650533693774e-16
FBACS,-1.8774670074001793e-08
FBACabcpp,-1.87746678285348e-08
FBP,2.308705604323821
FCLPA,-1.1664666392567106e-15
FCLT,-6.728412636441242e-09
FCLT2,-9.196554196346762e-09
FCOAH2,-1.400162272746579e-08
FCOAHA,-8.783920475522012e-09
FDH,-2.155077743679664e-09
FDMO,3.0979021422733544e-09
FDMO1,0.0
FDMO2,3.996021051137192e-09
FDMO2_1,0.0
FDMO3,5.700111422723305e-09
FDMO3_1,0.0
FDMO4,2.5331607565201914e-09
FDMO4_1,0.0
FDMO5,-4.052773936008266e-09
FDMO5_1,0.0
FDMO6,-4.416381473464449e-09
FDMO6_1,0.0
FDMO7,-1.4301394623629677e-08
FDMO_1,-1.8297376390533135e-08
FDMOtau,0.0
FE2Gabcpp,-1.6012423171608465e-08
FE2abc,-1.3892362418631801e-08
FE2abcpp,-1.4377783464122755e-08
FE2t,1.4925661867813356e-07
FE2t2pp,5.725776245173616e-09
FE2t3pp,2.937641514453321e-08
FE2tex,-6.925797693705933e-08
FE3DCIT2abcpp,0.0
FE3DCITCH,-3.417835952682146e-08
FE3DCITR5,-1.708917911345741e-08
FE3DCITabc,0.0
FE3DCITabcpp,0.0
FE3DCITtonex,0.0
FE3DHBZS3R,0.0
FE3Gabcpp,-9.80920018375689e-09
FE3PYOVDL2,-9.3744850110219e-09
FE3Ri,-1.6101916885784325e-08
FE3abc,-1.4663409563303062e-08
FE3abcpp,-5.4079235487447095e-09
FE3t,-2.13993966679561e-08
FEDCabc,-1.6082016671665492e-08
FEDHBZS3R1,0.0
FEDHBZS3R2,0.0
FEDHBZS3R3,0.0
FEENTER2tpp,-1.3982110382321658e-08
FEENTERES,0.0
FEENTERR1,0.0
FEENTERR2,0.0
FEENTERR3,0.0
FEENTERR4,0.0
FEENTERabcpp,0.0
FEENTERtex,1.0899821039976162e-08
FEENTERtonex,0.0
FEENTERtpp,2.488193644077779e-08
FEOXAMR1,0.0
FEOXAMR2,0.0
FEOXAMR3,0.0
FEOXAMUtex,0.0
FEOXAMUtpp,0.0
FEOXAMabcpp,0.0
FEOXAMtonex,0.0
FEROpp,-3.804282517746138e-09
FERULCOAS,-8.78392652833673e-09
FERtex,-8.783923173441935e-09
FERtpp,-8.783922471211494e-09
FETRANS,9.19655238812982e-09
FFSD,2.1051446913279646e-08
FGFT,4.73217918790105
FGLU,1.8430491009348916e-08
FLVR,0.0
FLVRx,0.0
FMNAT,-4.812685996754015e-12
FMNRx,-2.0159825906600864e-08
FMNRx2,-2.0166764990415917e-08
FMNRy,-1.8297381150998126e-08
FNOR,-4.43941480715945e-09
FOLD3,-1.3286914615921155e-08
FOMETRi,16.00410549308543
FORAMD,1.8430491027584397e-08
FORCT,1.4001629557806069e-08
FPRA,2.1869082256017844e-07
FRD,5.969062405954894e-09
FRD2,1.1867885617192956e-07
FRD3,5.539457255990586e-08
FRDx,-6.693949445971522e-09
FRTT,1.4296639517768296e-08
FRUK,9.965281360846124e-10
FRUpts,1.2600960338724995e-09
FRUpts2,-6.233306058235585e-09
FRUpts2pp,-7.2704640535864845e-09
FRUptspp,3.182662206050391e-08
FRUt3,-2.6652729096953665e-09
FRUtex,2.1890889277117408e-08
FTCD,9.147904750797709e-08
FTHFCL,-1.4761518827950301e-08
FTHFD,-9.13807384646523e-09
FUCpts,0.0
FUM,182.28251694206907
FUMAC,-1.881143860652484e-08
FUMt1pp,4.043069650918712e-09
FUMt2_2,0.0
FUMt2_2pp,-4.043069650006949e-09
FUMt2r,0.0
G1PACT,-1.4131830033881719e-08
G1PP,1.616401543388737e-08
G1SAT,-59.32201812438047
G3PAT120,-1.575871862546463e-08
G3PAT141,-1.5742669021278855e-08
G3PAT160,-1.2233850202247978e-08
G3PAT161,-1.580646119462388e-08
G3PAT180,-1.5972690489335887e-08
G3PAT181,-1.6086454360974226e-08
G3PCT,-1.7111862587175773e-08
G3PD1ir,9.17654794939375
G3PD5,9.176548010555512
G3PEabcpp,1.0296347148585841e-08
G3PEtex,1.0296362271108311e-08
G3PGabcpp,-8.469611134993837e-09
G3POA_BS,-1.1822219223359188e-10
G3PT,-9.266006208976573e-09
G5SD,-4.108801353252613e-09
G5SD2,-3.210239215263853e-09
G6PBDH,8.105511541511289
G6PDA,2.878896580482134e-07
G6PDH2r,-8.105511545418322
G6PI2_2,-1.2847973420510171e-16
G6PP,8.105509696112902
GAD2ktpp,-1.7682093865290096e-08
GADOX,-1.4085609395947075e-08
GALCTD,6.064572532012058e-09
GALCTND,1.1150063028908549e-08
GALCTNt2pp,1.813729250342546e-08
GALCTNt2r,-6.9872316689774185e-09
GALCTNtex,1.8137295852225402e-08
GALCTt2rpp,6.064572847217048e-09
GALCTtex,6.064570259173676e-09
GALK2,0.0010666419504312696
GALKr,-0.0010666170779392253
GALM,0.00106664195043174
GALM1,-2.8879354457119913e-09
GALM2,0.0
GALMAN4,0.0
GALMAN4abc,0.0
GALMAN6,0.0
GALMAN6abc,0.0
GALS3,1.8662068011693935e-08
GALT,2.4872502260022198e-08
GALTpts,0.0
GALURDH,-3.9322924450046095e-15
GALURt2r,0.0
GALUi,1.7150890535842021e-06
GALabcpp,0.0
GALpts,-1.0967332801371604e-14
GALt2,6.210441874841018e-09
GALt2_3,0.0
GAMpts,0.0
GAPD,-7.844631984622713
GAPDi_nadp,1.3901893420736409
GAPP,-9.759340595097768e-09
GARFT,4.7321791689527135
GART,-9.68306970002217e-10
GAt1,-1.4085608194497185e-08
GAt2pp,-1.408560870028431e-08
GBDM,2.260065241389511e-08
GCALDD,-1.281466771364935e-08
GCCa,18.035045783452812
GCCb,18.035045783452812
GCCc,18.035045783452812
GCVHADPr,-7.843342038386358e-09
GCVHRADPr,-7.843334500047509e-09
GDBTALDH,-6.987069390108574e-09
GDH1,-1.7968767137664556
GDOCBIK,-37.48396091051445
GDPDPKE,-1.409009102007127e-08
GDPMANNDH,-1.742043746315225e-08
GDPTPDP,-8.935312889600148e-09
GDTPR,-1.409005123920229e-08
GF6PTA,1.7303494683958242e-07
GG15DAPAH,-1.4672785372600815e-08
GG15DAPDxr,-1.467278437463194e-08
GG15DAPO,-1.4672784314151971e-08
GG15DAPS,-1.4672785145622119e-08
GGDAPAH,-8.662019783675369e-09
GGDAPDxr,-8.662013827075959e-09
GGDAPO,-8.6620199028942e-09
GGDAPS,-8.662022894778536e-09
GGGABADr,5.207020418017055
GGGABADxr,-5.207020426679079
GGGABAH,-8.662019646172929e-09
GGLUCT2,-2.2424232436073704e-09
GGSPMDO,-8.662019769836725e-09
GGSPMDS,-8.662013841862434e-09
GGTT,1.4296629490958221e-08
GHMT2r,-7.593109807496401
GK1,-1.1708332441312856e-07
GLBRAN3,11.807083582033377
GLCADpts,0.0
GLCBPP,8.105511541511284
GLCDpp,-1.239872758190325e-08
GLCE,8.105511541511289
GLCMAN4,0.0
GLCMAN4abc,0.0
GLCMAN6,0.0
GLCMAN6abc,0.0
GLCNt2r,0.0
GLCNt2rpp,5.2833681824805404e-09
GLCOAS,-8.491820544412382e-09
GLCRAL,-4.118678734952421e-09
GLCRD,-1.4094257104917039e-08
GLCRD_1,-1.0961818380205438e-08
GLCRt2r,-6.515596869525697e-09
GLCRt2rpp,2.1705784797823857e-08
GLCRtex,2.1705784516278886e-08
GLCURDH,-4.024625608767785e-08
GLCURS1,7.319266611237374e-15
GLCURt2r,-6.985526382677724e-09
GLCURt2rpp,1.4473339115773933e-08
GLCURtex,1.4473342591579386e-08
GLCabc,-1.1355167187734225e-08
GLCabcpp,-1.3877644249255311e-08
GLCpts,4.2246211413315845e-09
GLCptspp,-6.5409209787848895e-09
GLCt2pp,3.9947834623568915e-08
GLCtex,7.1305411917094e-09
GLDBRAN3,11.807083588724586
GLGC,8.096948345660576e-09
GLMS_syn,1.071105766405971e-09
GLNS,-1.7834187762041668e-09
GLNabc,-9.181651250271186e-10
GLNabcpp,-1.1711347230302833e-08
GLNtex,1.8029164368485668e-08
GLS,0.0
GLS2,0.0
GLTPD,-2.1685323483551916e-15
GLU5K,-7.319065304911214e-09
GLUABUTt7,-1.3525248336352949e-08
GLUABUTt7pp,2.2176603889123685e-08
GLUCAN2abc,0.0
GLUCANabc,0.0
GLUCYS,-7.136840352901704e-09
GLUDC,-1.101458225068846e-08
GLUDxi,10.793052263334511
GLUDy,24.13649402974308
GLUDy_1,8.473041765066096
GLUN,1.4231693508944446e-08
GLUNpp,2.974052276288107e-08
GLUPRT,-1.991656387564672e-08
GLUR,9.014638101470466e-09
GLUSfx,-1.87861270543043e-08
GLUSx,2.5774479992550583e-09
GLUSy,6.017620456051009e-09
GLUTARH,-2.0706475220620782e-08
GLUTARt2rpp,5.140436452915871e-09
GLUTARtex,5.14043439240028e-09
GLUTCOADHc,-8.49182349710429e-09
GLUTRR,-1.557555460465247e-08
GLUTRS,-7.697923101639992e-09
GLUTRS_3,-7.877635196643561e-09
GLUabc,-1.0600062892081907e-08
GLUabcpp,-2.3174672883756274e-09
GLUt2r,-4.652898316239479e-09
GLUt2rpp,3.546995123167255e-08
GLUt4,1.3512277024101402e-08
GLUtex,3.048300198890457e-08
GLXCL,35.563588554796496
GLXO1,3.283564290116797
GLYALDDr,3.4006139985436393e-09
GLYAT,5.6089286950365625e-08
GLYBACT1r,9.91038846776099e-09
GLYBCOAT,9.910376041195321e-09
GLYBabc,0.0
GLYBabcpp,-1.3137761691462657e-08
GLYBt2pp,2.2850314711877346e-08
GLYBt2r,0.0
GLYBt3pp,9.712560569197456e-09
GLYC3Pabc,0.0
GLYC3Pabcpp,-2.6792289954427363e-09
GLYCAt2rpp,-1.0334229747351075e-08
GLYCAtex,-1.0334230086953485e-08
GLYCK,19.39728957786262
GLYCK2,16.166298954011655
GLYCL,17.714327483392164
GLYCLTDx,2.2104240812324063
GLYCLTt4pp,-1.2599139977253484e-08
GLYCLTtex,-1.2599140606483482e-08
GLYCL_2,27.834526031773482
GLYCS_I,5.622567232318629e-09
GLYCS_II,5.622567686552276e-09
GLYCTO1,2.210423096708571
GLYCTO2,8.688576728135094e-07
GLYCTO3,3.344455178692287e-08
GLYCTO4,4.144646424957067e-08
GLYCYSAP,-4.142866363630214e-15
GLYCYSabc,0.0
GLYCtpp,4.489010007729032e-09
GLYDHDA,-74.82997506376421
GLYGLNabcpp,1.4001905374168446e-08
GLYGLNtex,1.4001903568469396e-08
GLYGLNtr,0.0
GLYGLUabcpp,1.1284800486417736e-08
GLYGLUtex,1.1284806349286792e-08
GLYGLYCNc,-6.541659452232549e-09
GLYGLYGLNtr,0.0
GLYK,1.783774614336332e-08
GLYK1,3.9130996887433177e-10
GLYLEUAP,1.5631186456644608e-15
GLYLEUtr,0.0
GLYMETabcpp,7.799578091364823e-09
GLYMETtex,7.799575765774958e-09
GLYMETtr,0.0
GLYO1,3.6503319000846925e-09
GLYOX,4.2371567111123326e-08
GLYPHEAP,6.031162424925888e-15
GLYPHEHYc,-1.260784450167362e-08
GLYPHEabcpp,-1.2607834217853303e-08
GLYPHEtex,-1.2607844102567676e-08
GLYPHEtr,0.0
GLYSERabcpp,-1.4495903095415828e-09
GLYSERtex,-1.4495853495266764e-09
GLYTYRAP,-1.5631186456644608e-15
GLYTYRabc,0.0
GLYabc,0.0
GLYabcpp,-9.46277235416536e-09
GLYt2pp,1.9809674043337424e-08
GLYt2r,0.0
GLYtpp,1.0346886605492235e-08
GMPS,-1.5010381487731433e-08
GMPS2,-1.633373010269319e-08
GND,1.6166483904387155e-08
GNK,1.000933409286082e-08
GNNUC,-1.7168184049321529e-09
GNP,-1.1952799337686934e-08
GOX,2.4490751975189786e-09
GPDDA2,2.2528322268814527e-08
GPDDA4,1.924881733555499e-09
GRTT,-1.0569406818604907e-09
GRXR,1.6961120644210137e-09
GSEALD,-59.32201810880493
GSNt2,1.2025620217755962e-08
GSNt3pp,-7.398518570570493e-09
GSNtex,7.398480098074867e-09
GTHOr,-8.508763092280768
GTHPi,-1.9243068300770392e-08
GTHRDHpp,-4.894435784408616e-09
GTHRDabc2pp,-1.645076898844584e-08
GTHRDabcpp,-1.1556333224501357e-08
GTHRDt2_1,0.0
GTHS,-7.1368444506917915e-09
GTMLT,-2.2424233341053747e-09
GTPCI,-1.4435382282455657e-11
GTPCII,-4.068619047489466e-11
GTPCII2,3.107656461290308e-11
GTPDPK,-8.935297590656456e-09
GTPH1,-1.8083133168657455e-08
GTPHs,-1.5846180517892947e-08
GUACYC,-1.2239987230401996e-08
GUAD,2.3774947564691146e-08
GUAPRT,-1.6123559505070034e-08
GUAt,-5.1185492249948905e-09
GUAt2pp,2.5381882115888587e-08
GUAt2r,-5.685807580147901e-09
GUAtex,2.5381881498023084e-08
GUDBUTNAH,-6.987071720459819e-09
GUI1,4.7734070355757926e-08
GalMr,-2.88793777864527e-09
GluForTx,9.147905256538017e-08
H2CD,5.095689171887731
H2CO3D,-12.27195410020952
H2CO3D2,12.271954100209513
H2CPD,5.09568917188773
H2CT,5.095689171887728
H2Ot,-7.995720943354126
H2Otex,-35.64478722646913
H2Otpp,27.64906629809538
H2St1,1.080418700690285e-07
HACD1,6.562284455371043
HACD10i,-3.3655443335882532e-15
HACD11i,0.9105095820001154
HACD12i,1.2617975710293187e-06
HACD13i,1.2618815184474295e-06
HACD14i,1.2618815234110078e-06
HACD15i,1.2618815235897892e-06
HACD16i,-7.927857852690494e-15
HACD17i,1.2618815256872687e-06
HACD18i,-5.008908129900939e-15
HACD19i,0.9105095820001196
HACD1_1,0.14171979405170884
HACD1i,7.1806231682751855
HACD2,7.567683889865894
HACD20i,-7.784721341485557e-09
HACD21i,3.1849896480219113e-07
HACD22i,0.8805405354154617
HACD23i,8.98607145530196e-09
HACD24i,9.272031082514672e-07
HACD25i,9.272031130237859e-07
HACD26i,9.272031204873213e-07
HACD27i,7.882158470019514e-16
HACD28i,-1.3207397260369802e-15
HACD29i,-5.864357231767073e-15
HACD2i,6.60247100710918
HACD3,7.567683880959844
HACD30i,-3.5271481502902098e-15
HACD31i,-1.1489453429362293e-15
HACD32i,3.54746481648453e-15
HACD33i,0.8805405354154692
HACD3i,6.602471011403961
HACD4,7.5676838809174525
HACD4i,6.602471011387517
HACD5,7.567683888178519
HACD5i,6.6024710076335955
HACD6,7.567684498133578
HACD6i,6.60247069893754
HACD7,7.567684710675519
HACD7i,6.602470592034229
HACD8,4.182510247373254
HACD8i,3.217296441799134
HACD9,5.532851263267259e-08
HACOADr,1.392840562536108e-08
HADPCOADH,-3.891966732586467e-09
HADPCOADH3,0.0
HBCE,0.455966001665578
HBCH,4.0128754070359e-05
HBCHLR,-4.214006203654608
HBCO_nadp,-5.233118131115212
HBRCH,-1.4398726900974428e-08
HBZOPT,-1.50937256995738e-09
HCINNMt2rpp,-7.904407308402888e-09
HCINNMtex,-7.90440657293452e-09
HCITI,-2.502171767796363e-07
HCO3E,-18.40793138011514
HCO3tex,-1.8388484170882674e-08
HCYSMT,-9.624113240810913e-09
HDAD,-1.1216882709564354e-14
HEMEOS,4.545998714226437e-10
HETZK,7.91884213893105e-09
HEX1,-2.7833506264096714e-09
HEX1_1,-6.148816787077661e-09
HEX4,-6.643628860439091e-09
HEX7,4.943923920627566e-10
HEXSabc,0.0
HEXTT,1.4296652616340059e-08
HG2t3pp,5.222120206877377e-08
HG2tppi,5.2221202068759964e-08
HGNTOR,-1.8811438782217284e-08
HHDDI,1.5463642875727162
HIAA,-1.3545672664776387e-14
HIAt,1.2792146020784827e-14
HIBD,1.2320230550585825e-09
HICITD,-2.5021717316741864e-07
HIPA,-8.113191111716505e-10
HIPB,8.113082826362757e-10
HISDr,1.0990955525649814e-07
HISGLYabcpp,1.9101754426259066e-08
HISGLYtex,1.9101756715712982e-08
HISHISabcpp,2.1036358867266125e-08
HISHIStex,2.1036358606025315e-08
HISTD,-5.011099031193446e-09
HISTDa,-5.517810634911995e-09
HISTDb,-5.517809706245353e-09
HISTP,-5.586671895531503e-09
HISTP_1,-4.942228283951336e-09
HISabc,3.6302339249366506e-09
HISabcpp,1.5820520826366024e-08
HIStex,1.582052016318313e-08
HIUH_c,7.572615319767648e-08
HKNDDH,-1.0614551804298413e-08
HKNTDH,-7.90440786416339e-09
HKtpp,-1.2651436526342096e-08
HMBS,-4.7045961261189815e-09
HMEDR,-1.7348770687737173e-08
HMEDS,-1.7348770663912724e-08
HMGCOAS,1.884245909814411e-09
HMGL,-8.828130041966543e-09
HMGL_2,-8.193657991467085e-09
HMPK1,1.5199080920073304e-10
HMPK2,1.5261348578814634e-10
HMPK3,1.0916607970942871e-10
HMPK4,-8.276556790461305e-09
HMPSCD,1.6682837761640517e-09
HMR_0188,-1.0457008383321941e-08
HMR_0260,-1.266074398441102e-08
HMR_3951,-2.118411448553685e-08
HMR_6515,5.624410933642391e-08
HMR_9610,-1.3890105419759139e-08
HOMt2pp,1.3676755263382596e-08
HOMtpp,1.367675526339387e-08
HOPNTAL,-1.851895481804123e-08
HOPNTAL2,-9.828350590346762e-15
HPA3MO,4.5904081925982914e-09
HPACt2r,0.0
HPAtexi,0.0
HPHACA,-1.561813632490572e-08
HPPK,-1.3286925786821533e-08
HPPK2,-1.4313493787769624e-08
HPPPNDO,-1.0614548215463142e-08
HPPPNt2rpp,-1.0614549465336806e-08
HPPPNtex,-1.0614549725119948e-08
HPROb,-3.410626475333764e-09
HPYRI,-14.417110702057132
HPYRP,-1.2059283072110338e-08
HPYRRx,14.417110113900513
HPYRRy,5.754750289248454e-07
HSA,1.566572646462773e-16
HSAC,-1.5712300513183664e-14
HSAE,-1.1362038418060073e-14
HSDy,-0.7038983235267714
HSERTA,-6.530809874415683e-09
HSK,-6.008616523495012e-09
HSTPT,-1.0528899292483826e-08
HVCD,4.113594872932599
HXAND,7.705342955205886e-08
HXANt2pp,1.3490809437658251e-08
HXANt2r,-7.646466917264754e-09
HXAtex,-1.320082555993686e-08
HXPRT,-1.4070385074986179e-08
HYD1pp,-9.121472477728085e-09
HYD2,2.8276857735036785e-08
HYD2pp,-1.1770239016089812e-08
HYD3pp,-1.1277110237075667e-08
HYXNtex,1.3490810184379801e-08
ICAPt,5.095689171887734
ICCT,5.095689171887732
ICDHx,-25.294431821517097
ICDHyr,-34.02758695384953
ICHORS,-2.467471066275936e-08
ICHORT,-1.6604220046924853e-08
ICITt4pp,2.054422137338049e-09
ICITt_kt,-3.550057258465758e-09
ICITtex,1.281635146431349e-08
ICITtupp,1.4311986507631469e-08
ICL,149.24071660714142
IDOND,-7.419868443493969e-07
IDOND2,7.253080894826658e-07
