,fluxes
IG3PS,-1.0528908272300158e-08
IGPDH,-1.0528908765497844e-08
IGPS,-1.3658104782007519e-08
ILEDHr,5.887321908523742e-09
ILEDHr_1,4.280445474057382
ILETA,-2.8479471068925286
ILETA2,1.4324983742760347
ILEabc,-1.0323378275078395e-08
ILEabcpp,-4.313693690763002e-09
ILEt2r,9.68516172820885e-09
ILEtex,-4.3136970551725895e-09
IMPC,1.4547371115142587e-08
IMPD,-8.73604709834534e-09
IND3ACtex,-2.7510256613037523e-09
IND3ACtpp,-2.7510261553086104e-09
INDOLEt5,5.992020562292994e-10
INDOLEt6,17.490983714902416
INDOLEtex,17.490983714902416
INOSR,-6.824229493486627e-07
INS2D,6.781206330820229e-07
INSCR,-1.4344390949784429e-08
INSH,-1.243506518183359e-09
INSTabc,0.0
INSTt2,0.0
INSt2,1.0778800223691013e-08
INSt3pp,-7.152395379379988e-09
INStex,7.152404202497898e-09
IPDAB,-8.113091218131355e-10
IPDDI,-8.428276356406984e-09
IPDPS,-7.512176163074896e-10
IPMD,5.095689106936412
IPPMIa,-5.095689106936412
IPPMIb,-5.095689106936411
IPPS,5.095689106936408
ISETACabcpp,3.0979012122006917e-09
ISETACtex,3.0978971921255034e-09
ISOAML,-6.691203560523933e-09
ISTNTabc,0.0
IVCS,8.585893314067122e-09
IZPN,5.597295374624683e-08
IZPN_1,5.393660053500445e-08
KARA1,-5.09568911344988
KARA2,5.643184434520134e-08
KAS1,-2.378155325701371e-12
KAS11,-1.652200461639548e-11
KAS12,-4.0191520898753434e-11
KAS13,-1.999496284026524e-08
KAS17,-1.8749994753892722e-08
KAS2,-1.941627618139945e-08
KAS3,-4.732735063414116e-11
KAS4,-8.03982495228071e-11
KAS6,-1.1882702788865894e-11
KAS7,-1.7655947795261614e-08
KAS8,-1.971036928914565e-08
KAT10,-5.177323118036735e-15
KAT16,-6.033080177456581e-17
KAT18,-2.30190207739881e-15
KAT20,-7.784715856006295e-09
KAT21,3.1849896260502853e-07
KAT23,8.986079477566623e-09
KAT24,9.272031166099087e-07
KAT25,9.272031187441785e-07
KAT26,9.272031117110915e-07
KAT27,2.8588626248238608e-15
KAT28,-6.442698304983322e-15
KAT29,-5.874653350278421e-15
KAT30,4.712027802875098e-15
KAT31,2.442571066780425e-15
KAT32,3.1785107888492873e-15
KAT33,4.1135948443948065
KG6PDC,0.0
KGD2,3.6567277211748515e-09
KSH,-1.2186637844946749e-14
KSTD,-2.9205649529448897e-16
Kabc,-1.4706875988721233e-08
Kabcpp,-1.4713439626415328e-08
Kt1,1.7671012701718027e-08
Kt2pp,2.2899650851850233e-08
Kt2r,-7.514842148464318e-09
Kt3pp,1.1653673943156078e-07
Kt3r,-7.123064438135472e-09
L2OA,5.095689171887726
LAAL1,-6.5416614229232505e-09
LACZ,0.0
LACZpp,0.0
LADGMDH,1.419866814094235e-08
LALALGLUtex,1.2281875826029699e-08
LALDO,1.844388162516132e-08
LALDO2x,1.8443886897499547e-08
LALGP,2.6480543234524382e-08
LAT,2.5021718119790895e-07
LCADi,-6.786081262333844e-09
LCARR,-2.3938998187139333
LCARS,-14.186123316877099
LCARSyi,3.394741741499715e-07
LCTSabc,0.0
LCTSt3ipp,0.0
LCYSTabc,0.0
LDGUNPD,-1.5071168015484623e-08
LDH_D,-1.747208044706531e-08
LDH_D2,2.3676207480618313e-08
LDH_L,-5.067657915995279e-08
LEULEULAPc,1.2497054603745049e-08
LEULEUabcpp,1.249705216050611e-08
LEULEUtex,1.249705369676397e-08
LEUTA,-4.313809957033947
LEUTAi,2.1654319710259506
LEUabc,0.0
LEUabcpp,-6.085045899671422e-09
LEUt2r,0.0
LEUt4rpp,6.085051018146867e-09
LEVUACOAL,-1.311957638081335e-10
LGTHL,2.3927681134774673e-08
LIPO1S24_BS,1.5493846675526563e-11
LIPO2S24_BS,1.2948781566700876e-11
LIPO3S24_BS,5.111257855562814e-11
LIPO4S24_BS,5.8827427504476566e-15
LLEUDr,6.479241969223932
LMN2,0.0
LMN2abc,0.0
LNLCtexi,0.0
LPLIPAL1A180pp,-2.6792324811856037e-09
LPLIPAL1G160pp,-8.469620053293419e-09
LPLIPAL2A120,2.393037742159983e-09
LPLIPAL2A141,3.3132281617654216e-09
LPLIPAL2A160,1.0963052711466934e-08
LPLIPAL2A161,2.213252589238915e-09
LPLIPAL2A181,-6.219842073654214e-09
LPLIPAL2E120,1.6784581797863527e-09
LPLIPAL2E141,1.2759529360063648e-09
LPLIPAL2E160,1.995486540069188e-08
LPLIPAL2E161,-1.822283586241461e-08
LPLIPAL2E180,4.6482390344958525e-09
LPLIPAL2E181,2.8972969980422655e-09
LPLIPAL2G120,6.089774116401354e-11
LPLIPAL2G141,-4.8210815329666674e-11
LPLIPAL2G160,8.849625124067408e-09
LPLIPAL2G161,8.810388259642352e-10
LPLIPAL2G180,-1.1189063823747777e-09
LPLIPAL2G181,1.7700472573531404e-09
LSERDHr,8.59409393657143e-08
LTDCL,-2.751025803501725e-09
LTHRK,-6.748866534361691e-09
LYSDC,-1.4672784095237103e-08
LYSGLUGLYtr,0.0
LYSMO,-1.9665946751356144e-08
LYSabc,-1.3797165546552462e-08
LYSabcpp,-6.109202322092272e-09
LYSt3pp,-6.109208259341813e-09
LYSt3r,-7.41503075189384e-09
LYSt5r,2.4799332707733514e-08
L_LACD,-2.6730965150613657e-09
L_LACD2,8.224817139716632e-08
L_LACD3,1.3700960104508148e-08
L_LACD3_1,7.062789173190723e-09
L_LACt2r,-9.907264073038748e-09
L_LACt3,-2.620758857842719e-09
LacR,-5.811225843893034e-08
M1PD,6.5248377248357104e-15
MACACI,-1.8811438943789282e-08
MACCOAT,5.532852444851373e-08
MAGLIPA160ex,0.0
MAGLIPA180ex,0.0
MAGLIPA181d9ex,0.0
MAGLIPA182d9d12ex,0.0
MAK,-1.3382401982284745e-08
MAL6PG,4.4396767957655763e-10
MALDDH,-6.786431712205727e-09
MALDt2_2pp,-6.786433321991075e-09
MALDtex,-6.786433210271679e-09
MALEI,-1.7367829660405515e-08
MALS,2.2363880308285794e-07
MALT,-7.089096575501312e-09
MALTHPabc,0.0
MALTHXabc,0.0
MALTHXabcpp,0.0
MALTHXtexi,0.0
MALTT,-6.691190750580251e-09
MALTTRabc,0.0
MALTabc,0.0
MALTabcpp,0.0
MALTpts,0.0
MALTptspp,0.0
MALTtexi,0.0
MALt2_2,-1.5715877541259424e-08
MALt2_2pp,-7.741636161094403e-09
MALt2r,-9.678105032539824e-09
MALt4,-2.5034566479782925e-09
MALtex,-7.741636195106316e-09
MAN1PT,-1.6044576578037766e-08
MAN1PT2,-1.3758691347853718e-09
MAN6PI,3.241665073663626e-08
MANA1,0.0
MANA2,0.0
MANA3,0.0
MANAO,-4.773406717616462e-08
MANTTRabc,0.0
MANpts,8.798347226747969e-09
MANptspp,6.197887011143335e-09
MANtex,6.197885998388738e-09
MB2CFO,6.792987439724436e-09
MBCOAi,-1.5137572077317927e-08
MCBTS3,-2.064145759719462e-08
MCCC,-1.5137542025484924e-08
MCD,5.598372760911326e-07
MCITD,2.342189343717097e-08
MCITL2,2.3421823850646495e-08
MCITS,2.34218977532562e-08
MCSNAH,-8.513499334418825e-09
MCTP1App,9.4366677446759e-09
MCTP1Bpp,-1.1187136151839522e-09
MCTP2App,4.707632617218295e-09
MDDCP1pp,-8.831015097532511e-10
MDDCP2pp,4.7076375505605705e-09
MDDCP3pp,-1.422073074050173e-08
MDDCP4pp,-3.900970649575491e-09
MDDCP5pp,-1.1187249492133686e-09
MDDEP1pp,3.824543832707695e-09
MDDEP3pp,1.0319766634036542e-08
MDDEP4pp,4.707640023920907e-09
MDH,43.58593830315368
MDH2,59.44285585490084
MDH3,12.675569313851184
MDH3_1,1.4869070377587323e-08
MDNTHAep,0.0
ME1,2.304095423838832
ME2,5.38822510182079
MECDPDH4E,6.620116389047272e-09
MECDPS,-1.0728633956904847e-08
MEHLER,-1.7222436837762718e-08
MELIB_Et,1.8662068355800336e-08
MELIBt2pp,1.3230609801277608e-08
MELIBt3ipp,1.3230609428870919e-08
MEOHtex,-1.2610319412665638e-07
MEOHtrpp,-1.261031943523867e-07
MEPCT,-1.0728627888447233e-08
METAT,0.3217375909617865
METDabc,0.0
METS,0.3217376103280462
METSOX1abc,0.0
METSOX2abc,0.0
METSOXR1,0.0
METSOXR2,0.0
METSR_R1,0.0
METSR_S1,0.0
METSRabc,0.0
METSabc,0.0
METabc,-5.155666825337406e-09
METabcpp,6.167463619174228e-09
METtex,6.1674551197515976e-09
MFUMt8,0.0
MG2tex,7.516680350519196
MG2tpp,7.516680364378291
MG2uabcpp,-1.3859100386367935e-08
MGCH,-1.5137548030971996e-08
MGt5,7.516680350707198
MHPGLUT,-1.2829813686392204e-08
MHPGLUT2,1.2829830807745018e-08
MI1PP,7.541874336490732e-09
MI1PS,8.234504778146854e-09
MI3PP,-1.2536800820449208e-08
MI3PS,-1.253681454771341e-08
MICITDr,2.3421891970637912e-08
MLDCP1Bpp,-1.8492364500650882e-10
MLDCP2Bpp,-7.2047435651721e-10
MLDEP2pp,-1.118719332903279e-09
MLTGY1pp,1.084818416784179e-10
MLTGY2pp,-5.831662338287378e-10
MLTGY3pp,-7.204713799326449e-10
MLTGY4pp,4.707644718427192e-09
MLTP1,5.433432960401781e-10
MLTP2,5.43346886453651e-10
MLTP3,5.433360313446782e-10
MMCD,1.528507974410167e-08
MME,3.2173762350908803
MMM2,3.2173762350908697
MMSAD1,1.2320204387045253e-09
MMSAD2,3.0188328733475744e-08
MMSAD3,-1.1987123526254623e-08
MMTSAO,1.3928405266439358e-08
MN2t3pp,9.240837233906824e-09
MN6PP,-6.643625494050273e-09
MNLpts,0.0
MNNH,4.773407515730275e-08
MNabc,-1.6077631357908e-08
MNabc_1,-1.218359020353098e-08
MNabc_rev,-6.9204047608301915e-09
MNt2pp,2.1424428478483176e-08
MOBDabc,-1.1639344129796058e-08
MOBDabc_rev,-1.1639343163247384e-08
MOHMT,-6.9486634607956816e-09
MOTH1,-6.691201560882089e-09
MOTS1,-6.69120138050876e-09
MPTG,-1.1951577434432765e-09
MPTG2,4.707653328226421e-09
MSHAMID,-1.3556891402573321e-08
MSHS,-1.355689107017737e-08
MSO3abc,0.0
MTAM_1,-16.00410547832391
MTAN,-1.1342528746306601e-08
MTAP,-2.332739625471199e-09
MTHFC,4.732179145262494
MTHFD,-6.471054635697284e-07
MTHFD2i,5.129877984999319e-07
MTHFR2,0.32173753184033066
MTHFR3,7.848772282960497e-08
MTI,-1.170628545154557e-08
MTRI,-1.367527596945655e-08
MTRK,-1.1342529312264119e-08
MUCCYCI,100.00000007832699
MUCCY_kt,-1.885784862629431e-08
MUCLI,100.00000007832706
MXYLt5,6.996393457418819
MXYLt6,13.992787006252534
MYCTR,-8.508763095210426
MYCTR2,8.508763095210425
M_XYLtpp,6.99639345741882
M_Xylt1,20.989180463671353
Mn2t,9.142244187196101e-09
N2Otex,-1.488038423510837e-09
N2Otpp,-1.488038659520281e-09
NABTNO,-2.9604872412970842e-09
NACHY,-1.736783078835662e-08
NADDP,-1.4090751520362616e-08
NADH10,6.849174152576168e-09
NADH5,133.66330193571972
NADH9,9.709383387059448e-09
NADHHR,-5.331299782416472e-09
NADHPO,-1.951836527433508e-08
NADHXD,-5.331285408015998e-09
NADHXE,5.3313129665852885e-09
NADK,-9.449164315580348e-12
NADPHHR,-5.331300692784271e-09
NADPHQR2,1.9535113810481483e-08
NADPHQR3,5.274725843272335e-10
NADPHXD,-5.331301423841052e-09
NADPHXE,-5.331307896191069e-09
NADS1,-1.729315963043776e-08
NADTRHD,4.598401460389037e-07
NAKtr,6.802568094601891e-09
NAPRT,-1.840374107730524e-08
NARK,-1.601823719120495e-08
NAabc,-1.550539852889729e-08
NAabcO,-1.0723863625044933e-08
NAt,7.113245036727526e-09
NAt3_1,4.0747362656479224e-08
NAt3_2,-1.1866250127757007e-08
NAt3_2pp,3.1711221831604705e-08
NAt3pp,5.15678478549016e-08
NBAHH_ir,1.913108727784836e-08
NDPK1,77.48891979639275
NDPK2,1.704349316317163e-06
NDPK3,-9.384008358842981e-08
NDPK4,-1.7863822980506745e-08
NDPK5,0.12869520878172816
NDPK6,1.2619245464627169e-08
NDPK7,-1.8497156944103363e-08
NDPK8,9.164760846848106e-09
NFMLDF,-1.7367828857224933e-08
NH3c,6.676165089524246
NH4OHDs,7.602242448294199e-10
NH4t,0.5631166320486224
NH4tex,0.14077938743775967
NH4tpp,0.140779406424397
NHFRBO,1.4880351674816841e-09
NI2abcpp,-1.3695924244370145e-08
NI2t3pp,6.340322541674693e-08
NI2t4pp,4.9889386511696066e-08
NI2tex,1.550894279868174e-08
NI2tpp,1.304982991261341e-07
NI2uabcpp,-1.5392671158474318e-08
NITR,-1.8088465854410835e-08
NIabc,-1.5508936089196027e-08
NMNAT,-4.689662306085232e-09
NMNDA,2.571059447290871e-10
NMNHYD,-9.65819516721979e-09
NMO,-1.858186354947251e-08
NMTHDA,1.1284202341906725e-08
NNAM,-1.750152504420985e-08
NNATr,-1.7293140892921102e-08
NNDPR,-1.741656818559674e-08
NO3abc,-1.4481620239284647e-08
NO3abcpp,-1.4691817107716657e-08
NO3t,4.8828609574612194e-08
NO3tex,-1.4691818671805786e-08
NODOx,-3.5336027672407344e-09
NODOy,-4.372279423657101e-09
NOX,7.195210904371626e-09
NOt,-1.2835685408350018e-08
NP1_1,-1.8270074190278703e-08
NPHS,-7.789227598961103e-09
NPHSa,3.744765416651949e-09
NPHSb,3.744763223355502e-09
NT5C,-1.8270064233555705e-08
NTD1,-6.295194770341204e-09
NTD10,-9.468310251298796e-09
NTD11,-1.4072104174722148e-08
NTD12,-9.018373780624434e-10
NTD2,-6.158889871497243e-09
NTD3,-6.9229671040502275e-09
NTD4,-1.1325223190354575e-08
NTD5,-1.3767332400646895e-09
NTD6,4.419746517677955e-09
NTD7,6.157413973252764e-10
NTD8,3.2254496904939876e-09
NTD9,-9.049300651905126e-09
NTP1,-1.3933124445420982e-08
NTP10,-1.4331044022533475e-08
NTP3,3.5835838944333876e-07
NTP5,-1.4189359764601007e-08
NTPP1,-1.765153269798552e-08
NTPP10,-9.018414128439273e-10
NTPP11,-1.58461737875199e-08
NTPP2,-1.8199482157206448e-08
NTPP3,-1.7174114136660592e-08
NTPP4,-1.7434847853244188e-08
NTPP5,4.419732070485561e-09
NTPP6,-1.75439442275359e-08
NTPP7,-1.7296789874759113e-08
NTPP8,-1.755072366160946e-08
NTPP9,-1.1906555508614945e-08
NTPTP1,-1.4543302105081576e-08
NTPTP2,-1.7300972039968717e-08
NTR3B,2.1931860282998415e-08
NTRIR2x,2.274420019119324e-09
NTRIR2y,-1.7548760932974531e-09
NTRIRx,2.2819244139686007e-09
NTRIRy,-1.5217257931425077e-09
O2tex,356.66500942628926
O2tpp,325.01808271655386
O45AM,1.480299429404146e-08
OAADC,2.673474736766836e-09
OAAt2_2pp,-8.904898875984095e-09
OAAtex,-8.904899375153255e-09
OARGDC,-6.9870726937107795e-09
OBDHc,-1.644740919482703e-08
OCAALD,-1.4085609179558962e-08
OCBT,-1.714481686340077e-08
OCOAT1,-61.86328651585689
OCOAT4,9.910377833410919e-09
OCTAtex,-9.431904612448189e-09
OCTDPS,-1.5808204453633002e-08
OHCUDC2,7.572615137296374e-08
OHEDH,1.5463642875727175
OHPBAT,2.58689079415792e-08
OIVD1r,-2.378728252988961e-08
OIVD2,-6.812781130870369e-09
OIVD2E,6.792983045736571e-09
OIVD3,-4.358084662040819e-09
OMAHY,-1.4085609470938295e-08
OMAIS,-1.4085608884381595e-08
OMCDC,5.095689106936413
OMPDC,-1.4013389455310248e-08
OP4ENH,-1.851895266888537e-08
OPAH,-2.242407832797241e-09
OPETDC,3.3347268267044146
OPHBDC,-1.5093853005790106e-09
OPHHX,-1.509385366975049e-09
OPP,1.4296646434156913e-08
OPTCCL,3.5913900851275695
ORN5O,-1.8774669827794078e-08
ORNCD,5.494145034850883e-08
ORNTA,-5.323566214886685e-09
ORNTAC,-8.820760165378582e-09
ORNTA_1,1.2642632488998764e-08
ORNabcpp,-1.2706084511627068e-08
ORNt,2.234605777457821e-08
ORNtex,-1.2706083785155192e-08
OROTt2_2pp,-1.2458453353098322e-08
OROTtex,-1.245845382342741e-08
ORPT,1.401336075695039e-08
OXAt_1,-3.2835642901168023
OXCOAHDH,2.1859479925896695e-09
OXDHCOAT,2.1859537326841065e-09
OXGDC,-1.369491869179833e-08
OXOAEL,100.00000005946923
OXPTNDH,-3.433873073555715e-08
P5CD,6.953189663551823e-08
P5CR,3.752083931613705e-08
P5CRx,4.83745604947228e-08
PA120abcpp,2.3930528373512853e-09
PA140abcpp,-9.813006444518917e-10
PA141abcpp,3.3132327102194068e-09
PA160abcpp,1.096305071662009e-08
PA161abcpp,2.2132556512448387e-09
PA180abcpp,-2.6792304101650627e-09
PA181abcpp,-6.219816624602714e-09
PACALDtex,5.394538494138862e-09
PACCOAE,2.1859537536966696e-09
PACCOAL,-1.3085248811655785e-08
PACOAT,-9.193271452979698e-09
PACPT_1,-127.11336967633868
PALDH,-7.418793728042489e-09
PALGSKT,-3.4840861926042838e-09
PANTS,-6.948647513194636e-09
PAPA140pp,-5.470321000196275e-09
PAPPT3,-1.5593860459022456e-09
PAPSR,7.938830265706622e-09
PAP_BS,-1.1821657927747148e-10
PC,31.005280138995577
PCADYOX,-1.88578513122225e-08
PCNO,46.26670032968496
PDBL_3,1.4749452290664464
PDBL_4,0.49164972891831615
PDC,-5.095689118687944
PDE1,-7.4408398744213955e-09
PDE4,-1.223999630490103e-08
PDH,26.91354713939805
PDHa,86.64644509346054
PDHbr,86.6464450439355
PDHcr,86.64644510638357
PDIMAS,0.3217376208664442
PDIMAT,0.32173762086644425
PDX5POi,2.586890725501072e-08
PDX5PS,2.5868879528323016e-08
PDYXPT_c,2.043112780247761e-08
PE120abcpp,-6.9624416599024065e-09
PE141abcpp,-6.454934232618938e-09
PE160abcpp,2.4004009989521863e-09
PE161abcpp,-1.0527205719044743e-08
PE180abcpp,4.6481947804087314e-10
PE181abcpp,-3.927237855590964e-09
PEALtabc,-5.161712930770132e-09
PEAMNO,8.510780503641982e-09
PEAMNOpp,-5.394538634718955e-09
PEAMNtex,-5.394538242775112e-09
PENAM,-1.0895837362429762e-17
PENTSOtex,-4.052776853593269e-09
PEPA,4.4397530500691836e-10
PEPCK_re,114.97288056428728
PERD,2.5868901762061844e-08
PFK,3.928176046213746e-07
PFK_2,-3.363579950243256e-15
PG120abcpp,-7.481971542472324e-09
PG140abcpp,-7.729339600713322e-09
PG141abcpp,-6.804294590822571e-09
PG160abcpp,-7.483247584976543e-09
PG161abcpp,-8.857142055884188e-09
PG180abcpp,-5.16126249658719e-09
PG181abcpp,-5.627565839418887e-09
PGAMT,1.413183203872193e-08
PGCD,1.8158901484011427e-08
PGI,1.5937794427832398e-07
PGK,9.234821326696329
PGL,-3.907020642731852e-09
PGLCNDH,-1.677469036107827e-09
PGLYCP,-1.5361343973303617e-08
PGM,-10.162468233007415
PGMT,7.407345588682059e-08
PGP120abcpp,6.088635170587856e-11
PGP140abcpp,-4.489011272644502e-09
PGP141abcpp,-4.8210135641490295e-11
PGP160abcpp,-2.1723146331418475e-09
PGP161abcpp,8.810225574559202e-10
PGP180abcpp,-1.1189007410814815e-09
PGP181abcpp,1.7700668567204457e-09
PGPP120pp,6.09111582217651e-11
PGPP140pp,-4.489011840609234e-09
PGPP141pp,-4.820424122078889e-11
PGPP160,2.5523097304613555e-09
PGPP160pp,-2.1723138728587957e-09
PGPP161pp,8.8104555335956e-10
PGPP180pp,-1.1189062555922212e-09
PGPP181pp,1.7700687895646084e-09
PGSA120,6.09101547800098e-11
PGSA140,-4.489013130368094e-09
PGSA141,-4.820621614471473e-11
PGSA160,3.8001396843426877e-10
PGSA161,8.810474374917138e-10
PGSA180,-1.1189058836816387e-09
PGSA181,1.770059976216547e-09
PHACOAOR,-6.077918524675388e-09
PHCD,3.410632301481361e-09
PHEHPAtexi,0.0
PHEHXAtexi,0.0
PHEME2abcpp,-1.4672810143900865e-08
PHEMEabcpp,-1.4672814358023286e-08
PHEMEt,1.637957159737072e-08
PHEOCTAtexi,0.0
PHEOR,-1.7564453875472042e-08
PHEPTtexi,0.0
PHER,2.628240689209048e-08
PHET,2.6282412919244487e-08
PHETA1,-2.7459280451528602e-08
PHEabc,0.0
PHNO,3.106178621541547e-15
PHTHDLS,0.3217376208664445
PHTHS,0.32173762086644575
PHYCBOXL,8.510783553243444e-09
PICH,1.6682918727105504e-09
PIMEtr,0.0
PIabc,-1.3708556303851053e-08
PItex,1.0586752403056425e-08
PKETF,3.651057332239771e-09
PKETX,3.809833239064041e-09
PLCD,-6.926245470218378e-10
PLIPA1A120pp,2.3930514149812415e-09
PLIPA1A141pp,3.313233694572079e-09
PLIPA1A160pp,1.096305206821633e-08
PLIPA1A161pp,2.2132636671357286e-09
PLIPA1A181pp,-6.219841617198221e-09
PLIPA1E120pp,-6.962447702522787e-09
PLIPA1E141pp,-6.45494947494552e-09
PLIPA1E160,2.657442461421847e-09
PLIPA1E160pp,2.400412594979856e-09
PLIPA1E161pp,-1.0527222144143294e-08
PLIPA1E180,-8.970654232234e-09
PLIPA1E180pp,4.6481455602079417e-10
PLIPA1E181d11pp,-3.9272417078006386e-09
PLIPA1G120pp,-7.421063383049058e-09
PLIPA1G140pp,-7.72935241906118e-09
PLIPA1G141pp,-6.85251528046587e-09
PLIPA1G160pp,-1.1859569168454808e-09
PLIPA1G161pp,-7.97612327461487e-09
PLIPA1G180pp,-6.280171389551122e-09
PLIPA1G181d11pp,-3.8574853057415105e-09
PLIPA2A180pp,-2.679233656866836e-09
PLIPA2G160pp,-8.469603335305314e-09
PLPS,1.4749450282476433
PMANM,1.7420449724165637e-08
PMDPHT,-9.619703199912753e-12
PMPK,-7.862784950826935e-09
PNCDC,4.789168483503286
PNCDC_1,-4.789168483503288
PNP,-9.658201793868827e-09
PNTK,-7.417810190465636e-11
PNTOt2,-3.2280537302248373e-09
PNTOt4pp,1.0102530740769003e-08
PNTOtex,1.0102529986199858e-08
POAACR,-7.684824478094409e-09
POX,-1.7173261876742887e-08
PPA,1.74608751956356e-08
PPA2,-1.3653263666371457e-08
PPAKr,8.728490473689513
PPATabc,0.0
PPAt2pp,-1.4749324999569017e-08
PPAt4pp,-1.3758946423334377e-08
PPAtex,-2.850827315641921e-08
PPBNGS,-1.881837752392608e-08
PPC,-2.420439408259603e-09
PPCDC,-7.417529376280589e-11
PPCOAC,-1.1141363357927343e-08
PPDOy,2.3938998187139373
PPGPPDP,-1.4090081688435964e-08
PPK,-9.045187221330943e-09
PPK2,23.331658250021032
PPM2,2.1411376689601542e-09
PPNCL3,-7.417594333545846e-11
PPND,6.926116884664805
PPNDH,-1.4441269076850487e-08
PPNDH2,-46.266700329684944
PPOR,-1.561814437240297e-08
PPPGO,-2.0536908894964177e-08
PPPGO4,4.61198787345976e-09
PPS,-1.4602636467610564e-08
PPTGS_BS,-3.8767425501830646e-09
PPTT,1.4296649137276656e-08
PRAGSr,-1.9916572502260268e-08
PRAIS,-1.991658079619879e-08
PRAIi,-1.3658107408074926e-08
PRAMPC,-1.052890769228685e-08
PRASCSi,-4.018458675849175e-09
PRATPP,-1.0528892636252648e-08
PRCOA1,-6.4469397398455685e-15
PREPHACPH,-1.7485477249535073e-08
PREPTHS,0.3217376208664558
PREPTTA,-0.32173763835191055
PRFGS,-9.330959328532526e-09
PRFGS_1,-1.0585624577174125e-08
PRMICI,-1.0528904040353366e-08
PROD2,1.5542730488630123e-07
PROGLYabcpp,9.14045684143666e-09
PROGLYtex,9.140459156744979e-09
PROHISGLUtr,0.0
PROR,6.219892985471737e-08
PROabc,-1.3113157375077834e-08
PROabcpp,-3.0505952073235113e-09
PROt2r,-4.985736043452533e-09
PROt2rpp,3.036294119648956e-08
PROtex,2.7312339823435085e-08
PRPPS,-1.7286245138988982e-07
PSCVT,6.926116864471029
PSD120,1.67845398110832e-09
PSD141,1.2759619538600832e-09
PSD160,1.7320306897835868e-09
PSD180,4.648233659831072e-09
PSD181,2.8973064289960114e-09
PSERT,3.021818342036207e-08
PSP_L,-1.1307653520804504e-09
PSSA120,1.6784602257181238e-09
PSSA141,1.2759619080236633e-09
PSSA160,1.7320342125591897e-09
PSSA180,4.648240527319002e-09
PSSA181,2.8973051798171114e-09
PSUDS,0.001377326336664947
PTA2,8.728490473689519
PTAr,-25.25913049563162
PTAtex,-1.7930545123050158e-08
PTPATi,1.2887664140650063e-09
PTRCAT1,-2.9604879133379202e-09
PTRCTA,2.167877623779877e-08
PTRCTA2,1.6780361154712114e-08
PTRCabc,-1.4044948874385237e-08
PTRCabcpp,-1.3884696034695375e-08
PTRCt2pp,3.380115532796177e-08
PTRCtex,1.9916442104984804e-08
PTSLAtexi,0.0
PUNP1,-2.0870943331171453e-08
PUNP2,5.648878145016067e-09
PUNP3,-5.209332773415531e-09
PUNP5,6.17534172554948e-08
PUNP6,-2.130986107831553e-09
PUNP7,-7.744905578794339e-09
PXYLt5,6.996393635932745
PXYLt6,13.992786918095005
PYAM5PO,4.897620249517313e-08
PYDXNO,6.215232897384479e-08
PYDXNtr,1.9178931426187632e-08
PYDXO,2.0431127902635092e-08
PYDXOR,4.2973397776480325e-08
PYDXPP,-1.9178931992116424e-08
PYDXS,-3.4415400312850735
PYK,127.44941392266462
PYOVD2tex,-1.877467184783881e-08
PYOVDM1,-1.8774670709706922e-08
PYOVDM2,-1.877467098972274e-08
PYRDOX,-1.7367829860022914e-08
PYROX,-7.684829343929745e-09
PYRZAM,-1.7367829822984493e-08
PYRt2rpp,-1.0716174683845117e-09
PYRt4pp,8.594230720461467e-09
PYRtex,7.522612738401145e-09
P_XYLtpp,6.996393635932745
P_Xylt1,20.98918055402775
QMO2,161.598123812989
QUIDHy,-1.070268441203301
QUIN2tpp,-18.364733812208595
QUINDH,4.906873210987338e-07
QUINDHyi,1.0702679505159762
QUINtpp,18.3647338122086
QULNS,-1.7416567627452335e-08
R5PP,-1.0012238074540705e-08
RAFFINt2,0.0
RAFGH,0.0
RBFK,-5.469771795013217e-09
RBFSa,-1.9209185287730584e-11
RBFSb,-9.633874618966698e-12
RBK,-3.284929586804133e-09
RBK_Dr_1,-6.1310011621251046e-09
RBP4E,-3.0886381983946542e-15
RECOAH10,0.9105095820001146
RECOAH11,1.2617975753345737e-06
RECOAH12,1.2618815287946023e-06
RECOAH13,1.261881518569414e-06
RECOAH14,1.2618815175156911e-06
RECOAH15,2.7373690873079805e-15
RECOAH16,1.2618815158866865e-06
RECOAH17,-1.3144151974920752e-14
RECOAH19,0.9105095820001158
RECOAH2,-1.1449397663744782e-15
RECOAH20,-2.0693493316176084e-16
RECOAH21,0.880540535415462
RECOAH22,8.986078841673785e-09
RECOAH23,-1.80388880589022e-14
RECOAH24,-2.2677099281942023e-14
RECOAH25,-6.683273959093243e-16
RECOAH26,0.8805405354154682
RECOAH3,-1.6209141634984983e-15
RECOAH4,-1.3448675185104963e-14
RECOAH5,-2.885246939839952e-14
RECOAH6,-6.324080544938641e-15
RECOAH7,-5.39283971265157e-15
RECOAH8,-1.463575849675274e-14
RECOAH9,-1.2987658939230088e-14
REPHACCOAI,2.1859477549832896e-09
RHA121tex,-8.986078733615697e-09
RHA121tpp,8.986077379431832e-09
RHACOAE100,-1.266074313386095e-08
RHACOAE120,-1.2660751608312337e-08
RHACOAE121,-1.4353690965412799e-08
RHACOAE121d6,-1.2660743060450046e-08
RHACOAE140,-1.2660742081732051e-08
RHACOAE141,-1.266073812106696e-08
RHACOAE141d5,-1.2660747265940596e-08
RHACOAE142,-1.2660751236335045e-08
RHACOAE160,-1.2660742279522446e-08
