,fluxes
DASYN161,3.2847576846661744e-09
DASYN180,4.108965485247019e-10
DASYN181,6.154945807075054e-09
DASYN190190,-1.4578861833980581e-08
DATPHs,-6.237580905956914e-10
DB4PS,-1.6655694597819755e-11
DBTS,-2.3527950539308493e-15
DCAtex,-2.1473399510860114e-08
DCTPD,-9.441219499718473e-09
DCTPD2,-1.144482655534328e-08
DDGALK,6.813010619157367e-09
DDGLK,7.580974000466735e-08
DDPA,-2.18226264554374e-08
DDPGA,1.8499622085910372e-08
DDPGALA,6.813012423068287e-09
DESAT16,26.605627347311895
DESAT18,-2.045756490472197e-08
DESATPE160,-1.7137854129029142e-08
DGAK,2.0042121391644947e-08
DGK1,-3.275876816692036e-08
DGNSK,-1.7782865010975596e-08
DGUNC,-2.12030746350846e-08
DHACOAH,3.9365754127450484e-08
DHAD1,2.1508019602477078e-07
DHAD2,7.139439344307442e-08
DHAD3,5.895219591143239e-09
DHAK,-8.590010420796918e-10
DHAPT,-1.671716356771076e-08
DHBD,-2.3188030196560873e-08
DHBS,-2.356564675933858e-08
DHBSH,-3.776074631919861e-10
DHBZS2H,1.3768942519300426e-08
DHBZS3H,1.3768945772423827e-08
DHCINDO,5.7939769102792996e-09
DHDPRy,1.186589824642057e-08
DHDPS,1.1865901927034152e-08
DHEDAA,1.0093003909308864e-10
DHFR,-4.014719542032414e-09
DHFS,-1.2986569074960933e-11
DHNAOT,-1.9232193829233486e-12
DHNCOAS,4.12175535149954e-09
DHNCOAT,4.121792604202093e-09
DHNPA2r,-1.683685265361861e-08
DHNPA_1,1.6823870351173643e-08
DHORD2,-4.603412000590031e-09
DHORDi,-1.6971081596599583e-08
DHORTS,3.5539638884218405e-08
DHPACCOAHIT,1.6856511843656862e-08
DHPDO,1.7754117027985577e-09
DHPM1,3.600931269384095e-08
DHPPDA,-6.357457076338872e-11
DHPPDA2,5.5238641508929734e-11
DHPS,3.2089427098311274e-08
DHPS2,-1.6836852512902044e-08
DHQS,-2.1822626367694587e-08
DHQTi,-2.182262755659706e-08
DHR_1,1.3965160264224605e-08
DHSKDH,-8.45464309531559e-09
DIPEPabc1,0.0
DIPEPabc10,0.0
DIPEPabc12,0.0
DIPEPabc13,0.0
DIPEPabc14,0.0
DIPEPabc15,0.0
DIPEPabc3,0.0
DIPEPabc8,0.0
DKDID,-1.850743904809628e-09
DKGLCNR1,2.4236711365511437e-08
DLYSAD,2.2188878643288363e-07
DLYSPYRAT,-2.218887700074061e-07
DMALRED,48.071886004612246
DMATT,-2.1340525605878325e-09
DMGDH2,1.2627008134867225e-08
DMPPS,1.7614785548298575e-08
DMSO2abcpp,-1.2769026835573253e-08
DMSO2tex,-1.2769028675798953e-08
DNMPPA,2.256073271111324e-08
DNTAep,0.0
DNTPPA,2.2560730134194334e-08
DOP1,2.023033883283522e-08
DOP2,1.094184818797225e-08
DOPAtex,1.0423453429287319e-10
DOPDH,-4.3916355762423744e-08
DORNabcpp,1.5914624956074066e-08
DORNtex,1.591463002905362e-08
DPCOAK,2.8239549040843485e-09
DPR,-9.436001015964873e-09
DRBK,0.0
DRIBabc,0.0
DRIBtex_1,-1.2253535032667706e-08
DRPA,-9.623053243727576e-09
DRU1Ptex,-1.9462071517207147e-08
DSERDHr,-1.1905092404141573
DSERt2,-2.9527241751487777e-09
DSERt2pp,1.9210166754207667e-08
DSERtex,1.9210171425274358e-08
DTARTD,-1.3379867794464268e-08
DTBTST,7.053012121739314e-10
DTMPK,-2.145800093290208e-08
DURADx,-3.6009311876690176e-08
DURIK1,-1.091544005506845e-08
DUTPDP,-9.005449972119196e-09
DVALabcpp,9.312058976229309e-09
DVALtex,9.312071661470788e-09
DXPRIi,-5.812342697876714e-09
DXPS,-2.205448172023883e-08
DXYLK,-7.787753260589603e-09
DXYLUDtex,-1.0411861497704688e-08
DXYLUDtpp,-1.0411875048026423e-08
D_LACt2,0.0
E4PD,-3.820011208087044e-09
ECHA191,3.095296131760212e-14
ECHA192,-4.2086666952795265e-14
ECHA193,-8.427986508642091e-14
ECHA20,-1.3885337793776488e-13
ECOAH1,-1.8286313874008995
ECOAH12,2.9402643700618257e-09
ECOAH14,-5.222946341450159e-15
ECOAH15,5.939499289185146e-07
ECOAH16,2.417214342453008e-07
ECOAH17,2.4173009298467077e-07
ECOAH18,2.417301018193011e-07
ECOAH19,2.4173011224912056e-07
ECOAH1_1,5.395801035874865
ECOAH2,1.2344573036427664e-07
ECOAH20,9.626468559912161e-15
ECOAH21,2.417300970410145e-07
ECOAH22,1.9434618531141474e-14
ECOAH23,5.939499218572703e-07
ECOAH25,1.2352981330920976e-08
ECOAH26,-2.2613131892275793
ECOAH27,-5.939251963414426e-07
ECOAH28,-5.035733839388988e-09
ECOAH29,-0.350161329972156
ECOAH3,1.0163236071834473e-07
ECOAH30,-0.3501613299721688
ECOAH31,-0.35016132997224947
ECOAH32,-2.825607167316643e-15
ECOAH33,1.5718330448742276e-14
ECOAH34,-7.264690806729791e-16
ECOAH35,4.646061017528707e-14
ECOAH36,1.054517684909069e-14
ECOAH37,1.4071818175129385e-14
ECOAH38,-5.939251798026558e-07
ECOAH4,8.659661391356405e-08
ECOAH5,7.735497409858062e-08
ECOAH5_1,9.39995278159101e-15
ECOAH6,0.3501613841169815
ECOAH7,2.6114745623149545
ECOAH8,0.35016134751785183
ECOAH9ir,8.849849566840971e-08
EDA,38.18501195890502
EDD,38.18501188309529
EHGLAT,1.8499621860202253e-08
ENO,147.12234490917874
ENTCS,-7.855206418219366e-09
ENTERES,-1.3894818308816322e-08
ENTERES2,0.0
ENTERGLCT1,-2.1024304300772715e-08
ENTERGLCT2,-2.1024290192793043e-08
ENTERH,1.3768935928807629e-08
ETHAAL,-2.8964582267802838e-09
ETHAt2pp,2.180084254690372e-09
ETHAtex,2.1800821551584915e-09
ETHSO3abcpp,-1.0815791621269802e-08
ETHSO3tex,-1.081578626540733e-08
ETHSabc,0.0
F1PP,-2.1319360667287963e-08
F6PP,-1.930399680349123e-08
FA100ACPHi,-1.5026703031704444e-08
FA120ACPHi,-1.7416017897434975e-08
FA140ACPHi,-1.4857951351430417e-08
FA141ACPHi,-1.7655262754341406e-08
FA160ACPHi,-1.832607250102976e-08
FA161ACPHi,-1.7829299604597112e-08
FA80ACPHi,-1.502670300509973e-08
FACOAE100,-7.19601945014125e-09
FACOAE120,-1.3390102748360493e-08
FACOAE140,-1.0042805246317421e-08
FACOAE141,-1.9555328963428695e-08
FACOAE160,-9.773104853866224e-09
FACOAE161,1.070945103632437e-08
FACOAE180,-1.4369018880612192e-08
FACOAE181,-1.0851316466968353e-08
FACOAE1829Z12Z,-1.5079146129141498e-08
FACOAE50,-9.285689597106557e-09
FACOAE60,-1.507915239189677e-08
FACOAE70,-1.507914516657777e-08
FACOAE80,2.1212463020355442e-10
FACOAE90,-1.5079143019136643e-08
FACOAL100t2pp,-2.147339745362709e-08
FACOAL120t2pp,-2.026843763178133e-08
FACOAL140,-7.927870678524547e-09
FACOAL140_ISO,-1.0161746121168712e-11
FACOAL140t2pp,-1.3175687492458544e-08
FACOAL141,-2.5624270099348197e-09
FACOAL141t2pp,-1.6992940413146695e-08
FACOAL150_ISO,-2.0760939045381865e-10
FACOAL150_anteiso,-3.528128041320099e-10
FACOAL160,6.245388686755163e-08
FACOAL160_ISO,-5.184842840508658e-11
FACOAL160t2pp,-1.803998692081133e-08
FACOAL161,-1.963567626050058e-08
FACOAL161t2pp,-2.232783245706806e-08
FACOAL170_ISO,-7.256039304986464e-11
FACOAL170_anteiso,-1.7649745436593377e-10
FACOAL180,-2.6060502654126646e-09
FACOAL180_2,-3.113586126292326e-11
FACOAL180t2pp,-1.8958623836118395e-08
FACOAL181,-1.1545087866801192e-08
FACOAL1812,-1.507916337437435e-08
FACOAL181d11tpp,-1.2352955409988299e-08
FACOAL181d6t2pp,0.0
FACOAL181t2pp,-9.656300335858829e-09
FACOAL1821,-1.507915363420134e-08
FACOAL182t2pp,0.0
FACOAL200,2.6106200397991076e-09
FACOAL50i,-1.8140773895530994e-08
FACOAL50t2pp,-2.1839565619224458e-08
FACOAL60i,-1.507916593538886e-08
FACOAL60t2pp,-2.1813370356345286e-08
FACOAL70t2pp,0.0
FACOAL80,-1.9036257571435106e-08
FACOAL80t2pp,-2.1654079143521887e-08
FACOAL90i,-1.5079169431540152e-08
FACOALP50t2pp,0.0
FACOALP60t2pp,0.0
FACOALP70t2pp,0.0
FACOALP80t2pp,0.0
FACOALPREPH,-2.381652258494173e-08
FACOAL_70_c,-1.5079164017590666e-08
FADB2,-4.382802150645893e-14
FADB3,-9.696620801355258e-14
FADD17,0.0
FADD3,2.1001156481724437e-10
FADE233,4.649706387427548e-08
FADE281,0.0
FADE282,-7.50021310935514e-14
FADE30,-1.2816599742328457e-13
FADE51,-5.0036038969761574e-17
FADE52,-7.759052368913119e-14
FADMQOR,48.22103989949423
FADRx2,0.41572009197755055
FALDtpp,1.1381660899612251e-08
FALDtpp2,1.1381660898398578e-08
FAO1,-1.510010152895256e-08
FAO10,-1.9925785448601328e-08
FAO11,-2.1041552178012587e-08
FAO2,-1.5666825998825574e-08
FAO3,-1.3678875209389988e-08
FAS100,5.7738821743053025e-09
FAS120,-1.4221442058600995e-09
FAS140,2.178804799032425e-08
FAS160,4.552625309810544e-08
FAS161,-1.9817684936648028e-08
FAS180,1.0200455653419218e-08
FAS181,-2.1186929568983067e-08
FAS200,7.831827980522269e-09
FAS80_L,-1.3474543392307925e-08
FASm220,5.221196620534869e-09
FASm240,5.221198960359787e-09
FASm260,5.2212073905940085e-09
FASm280,5.2212166497634715e-09
FBA,45.931834871508094
FBA2,2.9710258594787944e-08
FBA3,-8.936308153754804e-16
FBACS,-2.4457737828394578e-08
FBACabcpp,-2.4457738794244367e-08
FBP,-1.0090321088312374e-08
FCLPA,-9.287886515725144e-16
FCLT,-1.2599559762543453e-08
FCLT2,-1.3231659322201296e-08
FCOAH2,-1.8679225267292612e-08
FCOAHA,5.697591541422011e-09
FDH,-2.1144977686429533e-08
FDMO,1.6684121277193923e-09
FDMO1,0.0
FDMO2,7.2639295090942135e-09
FDMO2_1,0.0
FDMO3,-1.0815794830709065e-08
FDMO3_1,0.0
FDMO4,-6.817561526558155e-09
FDMO4_1,0.0
FDMO5,-8.855065006358226e-09
FDMO5_1,0.0
FDMO6,-7.407780408246502e-09
FDMO6_1,0.0
FDMO7,-1.2768996318165289e-08
FDMO_1,-2.003298905608579e-08
FDMOtau,0.0
FE2Gabcpp,-2.3256601786640785e-08
FE2abc,-2.0203883544683732e-08
FE2abcpp,-1.9763098175252395e-08
FE2t,1.2400800627537274e-07
FE2t2pp,-2.0981733631451857e-10
FE2t3pp,3.019383553250055e-08
FE2tex,-1.1935597544030024e-07
FE3DCIT2abcpp,0.0
FE3DCITCH,-8.466777651287975e-09
FE3DCITR5,-4.233389390580186e-09
FE3DCITabc,0.0
FE3DCITabcpp,0.0
FE3DCITtonex,0.0
FE3DHBZS3R,0.0
FE3Gabcpp,-2.3720798258688984e-08
FE3PYOVDL2,-1.2222811244844509e-08
FE3Ri,2.815281519643765e-09
FE3abc,-2.066954139497038e-08
FE3abcpp,-2.2211843546589928e-08
FE3t,7.533779175289535e-08
FEDCabc,-2.2833864292146416e-08
FEDHBZS3R1,0.0
FEDHBZS3R2,0.0
FEDHBZS3R3,0.0
FEENTER2tpp,-2.0119989305798386e-08
FEENTERES,0.0
FEENTERR1,0.0
FEENTERR2,0.0
FEENTERR3,0.0
FEENTERR4,0.0
FEENTERabcpp,0.0
FEENTERtex,1.3294951827268853e-08
FEENTERtonex,0.0
FEENTERtpp,3.3414972450004156e-08
FEOXAMR1,0.0
FEOXAMR2,0.0
FEOXAMR3,0.0
FEOXAMUtex,0.0
FEOXAMUtpp,0.0
FEOXAMabcpp,0.0
FEOXAMtonex,0.0
FEROpp,-1.14831542930374e-08
FERULCOAS,5.69756743395512e-09
FERtex,5.697583076715197e-09
FERtpp,5.6975815500490714e-09
FETRANS,1.323166356281499e-08
FFSD,2.324135630818056e-08
FGFT,9.161163251888134
FGLU,-3.173898245935139e-10
FLVR,0.0
FLVRx,0.0
FMNAT,-3.6769736200599e-12
FMNRx,-2.3188478212627113e-08
FMNRx2,-2.3155438829159786e-08
FMNRy,-2.003294622492491e-08
FNOR,-8.297870320852394e-09
FOLD3,-1.5265560917730633e-08
FOMETRi,19.8763969027308
FORAMD,-3.1739290388627507e-10
FORCT,1.8679236441238587e-08
FPRA,1.0132956883029121e-07
FRD,1.4630453899619818e-07
FRD2,41.92617582775745
FRD3,0.5187280453716907
FRDx,3.608406044853659e-08
FRTT,2.024560283237001e-08
FRUK,9.84624129165036e-09
FRUpts,3.1213401429116105e-09
FRUpts2,-1.340310946514822e-08
FRUpts2pp,-1.3355918862522168e-08
FRUptspp,1.5115795617696115e-08
FRUt3,2.1739533434754342e-08
FRUtex,2.3499412811097594e-08
FTCD,1.427136979818534e-07
FTHFCL,-2.1144493910533186e-08
FTHFD,-1.1707526173369038e-08
FUCpts,0.0
FUM,36.317034308747445
FUMAC,-1.679504753289123e-08
FUMt1pp,9.638312959970977e-09
FUMt2_2,0.0
FUMt2_2pp,-9.638313002488304e-09
FUMt2r,0.0
G1PACT,-2.0130387054232277e-08
G1PP,-1.5727401212240246e-08
G1SAT,0.6016986618956327
G3PAT120,-2.0681997358311816e-08
G3PAT141,-2.0667435974496816e-08
G3PAT160,-2.0380871915235244e-08
G3PAT161,-2.0642977900558025e-08
G3PAT180,-2.0943767345205158e-08
G3PAT181,-2.0964087273416888e-08
G3PCT,-2.757205169371815e-08
G3PD1ir,2.4259573186075333e-07
G3PD5,3.0056884041533644e-07
G3PEabcpp,1.730177079697312e-08
G3PEtex,1.730177184741047e-08
G3PGabcpp,-1.1218230893683612e-08
G3POA_BS,-5.191343726002941e-10
G3PT,-1.876536055868293e-08
G5SD,-9.016125079484025e-09
G5SD2,-6.999116332772921e-09
G6PBDH,71.24457217276854
G6PDA,2.3150086657878735e-07
G6PDH2r,-34.34895858125327
G6PI2_2,2.4691774447366065e-16
G6PP,-1.584639499030833e-08
GAD2ktpp,-7.957070543459225e-09
GADOX,2.265551685810711e-09
GALCTD,1.0240737916416976e-08
GALCTND,6.8130071279664605e-09
GALCTNt2pp,9.830871076688347e-09
GALCTNt2r,-3.0178542955309557e-09
GALCTNtex,9.830867470627383e-09
GALCTt2rpp,1.0240736038684844e-08
GALCTtex,1.0240737273842658e-08
GALK2,0.0010514362719141626
GALKr,-0.0010514176494281677
GALM,0.0010514362719141585
GALM1,-2.0042123021037315e-08
GALM2,0.0
GALMAN4,0.0
GALMAN4abc,0.0
GALMAN6,0.0
GALMAN6abc,0.0
GALS3,2.361795042725754e-08
GALT,1.8622481577159235e-08
GALTpts,0.0
GALURDH,1.495506965662261e-15
GALURt2r,0.0
GALUi,1.1616528055116024e-07
GALabcpp,0.0
GALpts,-6.565734116534265e-16
GALt2,-4.995460951955881e-09
GALt2_3,0.0
GAMpts,0.0
GAPD,145.9318356689674
GAPDi_nadp,1.4003234960985916e-08
GAPP,-1.9586551807938345e-08
GARFT,9.161163240726637
GART,-1.4537412914117532e-08
GAt1,2.2655475569311212e-09
GAt2pp,2.2655511056067624e-09
GBDM,1.2627009835379887e-08
GCALDD,-2.1178579413671756e-08
GCCa,31.668985073314065
GCCb,31.668985073314076
GCCc,31.668985073314065
GCVHADPr,-8.84401382969367e-09
GCVHRADPr,-8.844011001417051e-09
GDBTALDH,-5.336788866182752e-09
GDH1,-8.884046262327036
GDOCBIK,-169.66527286253614
GDPDPKE,-1.983777928570777e-08
GDPMANNDH,-2.4771212953327795e-08
GDPTPDP,-1.3659379177336057e-08
GDTPR,-1.9837784287269083e-08
GF6PTA,1.3618490099169152e-07
GG15DAPAH,-2.0794015980942142e-08
GG15DAPDxr,-2.0794016295024106e-08
GG15DAPO,-2.0794015833801272e-08
GG15DAPS,-2.0794015929352148e-08
GGDAPAH,-1.6688438244419947e-08
GGDAPDxr,-1.6688431493635994e-08
GGDAPO,-1.6688434914465266e-08
GGDAPS,-1.6688435232431916e-08
GGGABADr,9.015230084853103
GGGABADxr,-9.01523010154154
GGGABAH,-1.6688440860486896e-08
GGLUCT2,-8.728510034138852e-09
GGSPMDO,-1.66884370269398e-08
GGSPMDS,-1.6688437461962757e-08
GGTT,2.0245601175747974e-08
GHMT2r,-1.1905091968191195
GK1,-1.5698713084012213e-07
GLBRAN3,6.182218859743807
GLCADpts,0.0
GLCBPP,71.24457217276854
GLCDpp,1.2893982261819172
GLCE,71.24457217276854
GLCMAN4,0.0
GLCMAN4abc,0.0
GLCMAN6,0.0
GLCMAN6abc,0.0
GLCNt2r,0.0
GLCNt2rpp,1.2893982341389887
GLCOAS,-1.8420945030111173e-08
GLCRAL,1.5373781557912212e-08
GLCRD,-1.765122992003849e-08
GLCRD_1,-2.1132079681027472e-08
GLCRt2r,3.2501283383153245e-09
GLCRt2rpp,1.6681582209422566e-08
GLCRtex,1.6681589486185442e-08
GLCURDH,-5.8715023152561755e-08
GLCURS1,5.020355754206712e-15
GLCURt2r,3.404993994594214e-09
GLCURt2rpp,1.3689717920825992e-08
GLCURtex,1.3689729824053053e-08
GLCabc,-1.323058759932503e-08
GLCabcpp,-1.7239180103274328e-08
GLCpts,9.940881159031628
GLCptspp,-8.312316863101634e-10
GLCt2pp,88.76972064608746
GLCtex,90.05911885419893
GLDBRAN3,6.1822188738847395
GLGC,-1.2360052015396183e-08
GLMS_syn,-5.047339034151288e-10
GLNS,-7.926287603787794e-09
GLNabc,-1.6557383769655227e-08
GLNabcpp,-1.8028519250642824e-08
GLNtex,4.02369561309781e-08
GLS,0.0
GLS2,0.0
GLTPD,-2.083542443176045e-15
GLU5K,-1.6015233173278317e-08
GLUABUTt7,-1.2288880108276918e-08
GLUABUTt7pp,2.4257429827375124e-08
GLUCAN2abc,0.0
GLUCANabc,0.0
GLUCYS,-1.6119114623167993e-08
GLUDC,-1.7648331760493464e-08
GLUDxi,-11.305985467698912
GLUDy,24.239502578045876
GLUDy_1,11.008992508381079
GLUN,-5.0262973112271614e-09
GLUNpp,5.8265478637319666e-08
GLUPRT,-2.5698913791229076e-08
GLUR,1.514565239660261e-08
GLUSfx,-2.1360936202867615e-08
GLUSx,3.764817186890514e-09
GLUSy,7.346453041829023e-08
GLUTARH,-2.529019291600857e-08
GLUTARt2rpp,1.11302796222368e-09
GLUTARtex,1.1130357564876257e-09
GLUTCOADHc,-1.8420921940287445e-08
GLUTRR,0.601698643035688
GLUTRS,0.6016984056750775
GLUTRS_3,2.373606103586369e-07
GLUabc,-1.9791402556685165e-08
GLUabcpp,-1.958997697883792e-08
GLUt2r,7.752286634562416e-09
GLUt2rpp,2.571940077351172e-08
GLUt4,6.517518149490807e-08
GLUtex,-2.0488035886292093e-08
GLXCL,3.951388017494895e-08
GLXO1,2.0675425111127687e-08
GLYALDDr,-1.7293650734779496e-08
GLYAT,1.0429381671954269e-08
GLYBACT1r,9.433164009689058e-09
GLYBCOAT,9.433197409651394e-09
GLYBabc,0.0
GLYBabcpp,-2.113989634675836e-08
GLYBt2pp,3.738890297690133e-08
GLYBt2r,0.0
GLYBt3pp,1.6249010057652595e-08
GLYC3Pabc,0.0
GLYC3Pabcpp,-3.449137846048873e-09
GLYCAt2rpp,-1.2443171716743062e-08
GLYCAtex,-1.2443173341311812e-08
GLYCK,2.998628165342735e-08
GLYCK2,1.1905092312601708
GLYCL,34.20882527230673
GLYCLTDx,0.518728117742051
GLYCLTt4pp,-1.8500630756934e-08
GLYCLTtex,-1.8500632153875175e-08
GLYCL_2,64.68730141974704
GLYCS_I,-5.377338128951824e-09
GLYCS_II,-5.377335525514288e-09
GLYCTO1,-1.0394059178476278e-08
GLYCTO2,5.0950683392487366e-08
GLYCTO3,1.01602606624649e-07
GLYCTO4,0.5187279201933364
GLYCYSAP,-9.336361032060972e-16
GLYCYSabc,0.0
GLYCtpp,2.2068139278056822e-09
GLYDHDA,-1.7793191787107725
GLYGLNabcpp,2.4350584368295432e-08
GLYGLNtex,2.4350576694680987e-08
GLYGLNtr,0.0
GLYGLUabcpp,2.1440139939945487e-08
GLYGLUtex,2.1440140051260608e-08
GLYGLYCNc,-1.3651644876803643e-08
GLYGLYGLNtr,0.0
GLYK,1.8451230936796584e-08
GLYK1,1.0086055537668336e-08
GLYLEUAP,3.7206087278408535e-15
GLYLEUtr,0.0
GLYMETabcpp,2.1659494425447144e-08
GLYMETtex,2.1659496031594936e-08
GLYMETtr,0.0
GLYO1,-2.182364677580743e-09
GLYOX,1.0075983040069843e-08
GLYPHEAP,-4.566073444455339e-15
GLYPHEHYc,1.203965875898986e-08
GLYPHEabcpp,1.2039659167056618e-08
GLYPHEtex,1.203968179065909e-08
GLYPHEtr,0.0
GLYSERabcpp,1.819118601120343e-08
GLYSERtex,1.8191181164557702e-08
GLYTYRAP,-3.577276342351233e-14
GLYTYRabc,0.0
GLYabc,0.0
GLYabcpp,-2.044954438228423e-08
GLYt2pp,3.0485504540800024e-08
GLYt2r,0.0
GLYtpp,1.0035960715112347e-08
GMPS,-1.9690923560754085e-08
GMPS2,-2.06432718496557e-08
GND,-1.9306058411511796e-08
GNK,1.2893982380835445
GNNUC,-4.9824889463264346e-09
GNP,-2.0292153497526106e-08
GOX,-2.632741949673324e-09
GPDDA2,-9.185021639521405e-10
GPDDA4,2.2092103621706053e-08
GRTT,-2.1340536440504513e-09
GRXR,-6.576452427811182e-09
GSEALD,1.885994603086369e-08
GSNt2,2.177793469558844e-08
GSNt3pp,-4.612686769416878e-09
GSNtex,4.61268570307303e-09
GTHOr,-15.721006339425353
GTHPi,-1.4768802610154552e-08
GTHRDHpp,-7.39059384887526e-09
GTHRDabc2pp,-2.3049060425452082e-08
GTHRDabcpp,-1.5658462135785442e-08
GTHRDt2_1,0.0
GTHS,-1.6119117146192918e-08
GTMLT,-8.728508463162974e-09
GTPCI,-1.2995922043540765e-11
GTPCII,-6.357042905013556e-11
GTPCII2,5.524649607587315e-11
GTPDPK,-1.3659377121237235e-08
GTPH1,-2.499592437526624e-08
GTPHs,-2.0394487057257105e-08
GUACYC,-1.9199396486849014e-08
GUAD,3.649016763382661e-08
GUAPRT,-1.817210699324395e-08
GUAt,3.6512980404115897e-09
GUAt2pp,1.6197034504949126e-08
GUAt2r,5.558325446968606e-09
GUAtex,1.61970273508588e-08
GUDBUTNAH,-5.336794918732851e-09
GUI1,7.580973700772738e-08
GalMr,-2.0042121586307763e-08
GluForTx,1.4271368717255937e-07
H2CD,3.42077976182979e-07
H2CO3D,-54.92407854523242
H2CO3D2,54.92407854523241
H2CPD,3.4207796452242285e-07
H2CT,3.420779613574474e-07
H2Ot,-129.95405958532083
H2Otex,-133.30631528096336
H2Otpp,3.352254492542539
H2St1,8.376257237380639e-08
HACD1,12.969638618120038
HACD10i,-9.518166017088427e-15
HACD11i,5.9394990734692e-07
HACD12i,2.4172141497082815e-07
HACD13i,2.4173009809699434e-07
HACD14i,2.417300925498508e-07
HACD15i,2.4173009688424883e-07
HACD16i,2.3494368068044998e-14
HACD17i,2.417301012341268e-07
HACD18i,1.7061436044293728e-14
HACD19i,5.939499037415836e-07
HACD1_1,5.395801035874785
HACD1i,1.8545269205762853
HACD2,6.803054240395966
HACD20i,-1.2352929645087002e-08
HACD21i,2.261313189227622
HACD22i,5.939251815340563e-07
HACD23i,5.035741389243607e-09
HACD24i,0.35016132997216437
HACD25i,0.3501613299721756
HACD26i,0.35016132997220434
HACD27i,2.5331933771783836e-15
HACD28i,9.538436507195139e-15
HACD29i,-7.710076280033905e-15
HACD2i,6.8030541169502285
HACD3,6.803054177084142
HACD30i,3.0146572531850236e-15
HACD31i,4.236806392633455e-15
HACD32i,-8.191941459984693e-15
HACD33i,5.939252042973459e-07
HACD3i,6.803054075451754
HACD4,6.803054145858066
HACD4i,6.803054059261467
HACD5,6.803054088266161
HACD5i,6.803054010911141
HACD6,6.998858654105381
HACD6i,6.648697269988301
HACD7,8.29183601541063
HACD7i,5.680361453095652
HACD8,3.3155516537020766
HACD8i,2.9653903061842075
HACD9,8.849852648735509e-08
HACOADr,7.434104324539592e-09
HADPCOADH,5.622225329655102e-08
HADPCOADH3,0.0
HBCE,3.5687347800333424
HBCH,6.7818822055681515e-06
HBCHLR,-3.5671762586451314
HBCO_nadp,-9.375001523029178
HBRCH,-1.9616406152533235e-08
HBZOPT,1.1991142956888348e-10
HCINNMt2rpp,5.79398161318506e-09
HCINNMtex,5.7939757565213135e-09
HCITI,-1.836234149507289e-07
HCO3E,-82.38611506509208
HCO3tex,-2.485973817971805e-08
HCYSMT,-6.8840158819133765e-09
HDAD,-1.6097740709486352e-13
HEMEOS,-2.2520222979649803e-09
HETZK,3.622945485605555e-08
HEX1,17.525148588566072
HEX1_1,-4.252695399093207e-09
HEX4,-1.3494920794528507e-08
HEX7,2.4145578887331083e-08
HEXSabc,0.0
HEXTT,2.02456095995378e-08
HG2t3pp,4.908954710415802e-08
HG2tppi,4.908954710425654e-08
HGNTOR,-1.679504195556124e-08
HHDDI,5.1343517270368935e-11
HIAA,-1.326535987058668e-13
HIAt,1.4681019847467657e-13
HIBD,-4.493839148643328e-09
HICITD,-1.8362341493650146e-07
HIPA,-2.1018894651325326e-10
HIPB,2.100522634188957e-10
HISDr,1.4239628236665713e-07
HISGLYabcpp,2.6209436311480537e-08
HISGLYtex,2.620943297817875e-08
HISHISabcpp,2.69323650087318e-08
HISHIStex,2.6932364709570127e-08
HISTD,-7.220235908891786e-09
HISTDa,-9.327950421531242e-09
HISTDb,-9.327946419180082e-09
HISTP,-7.197659365915049e-09
HISTP_1,-9.350529187476283e-09
HISabc,1.3246336213396029e-08
HISabcpp,1.260616155570121e-08
HIStex,1.2606166477114458e-08
HIUH_c,8.958331134352298e-08
HKNDDH,-7.451373170622788e-09
HKNTDH,5.793981347154792e-09
HKtpp,-1.9450001410250904e-08
HMBS,-6.56400705322382e-09
HMEDR,-2.0793441373261805e-08
HMEDS,-2.079343042465935e-08
HMGCOAS,5.334627850863545e-09
HMGL,-1.4431299650449365e-08
HMGL_2,-1.408428363923557e-08
HMPK1,1.1610519524191529e-08
HMPK2,1.1580097069069275e-08
HMPK3,1.1468651823585288e-08
HMPK4,-1.863968744093796e-08
HMPSCD,-9.573865733453365e-09
HMR_0188,-1.633194769093855e-08
HMR_0260,-1.507916248962725e-08
HMR_3951,-2.3361398488206297e-08
HMR_6515,2.648256714411711e-08
HMR_9610,-1.4348916372273154e-08
HOMt2pp,1.0284370298962759e-08
HOMtpp,1.0284370407041456e-08
HOPNTAL,-1.6573923856229487e-09
HOPNTAL2,-1.3321550600859995e-13
HPA3MO,-7.595777787190948e-10
HPACt2r,0.0
HPAtexi,0.0
HPHACA,-2.0691023745670676e-08
HPPK,-1.5265558891605436e-08
HPPK2,-1.6836858747539546e-08
HPPPNDO,-7.451370827334371e-09
HPPPNt2rpp,-7.45137088604961e-09
HPPPNtex,-7.451374546759513e-09
HPROb,-1.8499625024236663e-08
HPYRI,-2.8839533318430077
HPYRP,-1.2157776077970414e-08
HPYRRx,4.074462415983906
HPYRRy,1.5754471841101052e-07
HSA,-1.4378265385761945e-13
HSAC,-1.2667219327330015e-13
HSAE,-1.3955146194504628e-13
HSDy,4.519818795436006e-08
HSERTA,-1.3436984755808475e-08
HSK,-1.4724450557090852e-08
HSTPT,-1.6548192692909673e-08
HVCD,6.845844921394588
HXAND,7.41085242219624e-08
HXANt2pp,1.9555557715702154e-08
HXANt2r,5.230660073490763e-09
HXAtex,-2.1813384744758353e-08
HXPRT,-1.4067436095611858e-08
HYD1pp,-1.9810381839212966e-09
HYD2,4.566151195936129e-08
HYD2pp,4.856705543454981e-10
HYD3pp,1.2056109987375053e-08
