m/z,RT [min],Name,Tags,Foston_Ex_1-2 (F6),Foston_Ex_1-9 (F7),Foston_Ex_1-10 (F8),Foston_Ex_1-11 (F9),Foston_Ex_1-12 (F10),Foston_Ex_1-13 (F11),Foston_Ex_1-14 (F12),Foston_Ex_1-21 (F13),Foston_Ex_1-22 (F14),Foston_Ex_1-23 (F15),Foston_Ex_1-24 (F16),Foston_Ex_1-25 (F17),Foston_Ex_1-26 (F18),Foston_Ex_1-33 (F19),Foston_Ex_1-34 (F20),Foston_Ex_1-35 (F21),Foston_Ex_1-36 (F22),Foston_Ex_1-37 (F23),Foston_Ex_1-38 (F24),Foston_Ex_1-45 (F25),Foston_Ex_1-46 (F26),Foston_Ex_1-47 (F27),Foston_Ex_1-48 (F28),Foston_Ex_1-49 (F29),Foston_Ex_1-50 (F30),Foston_Ex_4-1 (F31),Foston_Ex_4-2 (F32),Foston_Ex_4-3 (F33),Foston_Ex_4-4 (F34),Foston_Ex_4-5 (F35),Foston_Ex_4-6 (F36),Foston_Ex_4-7 (F37),Foston_Ex_4-8 (F38),Foston_Ex_4-9 (F39),Foston_Ex_4-10 (F40),Foston_Ex_4-11 (F41),Foston_Ex_4-12 (F42),Foston_Ex_4-16 (F43),Foston_Ex_4-17 (F44),Foston_Ex_4-18 (F45),Foston_Ex_4-19 (F46),Foston_Ex_4-20 (F47),Foston_Ex_4-21 (F48),Foston_Ex_4-22 (F49),Foston_Ex_4-23 (F50),Foston_Ex_4-24 (F51),Foston_Ex_4-25 (F52),Foston_Ex_4-26 (F53),Foston_Ex_4-27 (F54),Foston_Ex_4-28 (F55),Foston_Ex_4-32 (F56),Foston_Ex_4-33 (F57),Foston_Ex_4-34 (F58),Foston_Ex_4-35 (F59),Foston_Ex_4-36 (F60),Foston_Ex_4-37 (F61),Foston_Ex_4-38 (F62),Foston_Ex_4-39 (F63),Foston_Ex_4-40 (F64),Foston_Ex_4-41 (F65),Foston_Ex_4-42 (F66),Foston_Ex_4-43 (F67),Foston_Ex_4-44 (F68),Foston_Ex_4-48 (F69),Foston_Ex_4-49 (F70),Foston_Ex_4-50 (F71),Foston_Ex_4-51 (F72),Foston_Ex_4-52 (F73),Foston_Ex_4-53 (F74),Foston_Ex_4-54 (F75),Foston_Ex_4-55 (F76),Foston_Ex_4-56 (F77),Foston_Ex_4-57 (F78),Foston_Ex_4-58 (F79),Foston_Ex_4-59 (F80),Foston_Ex_4-60 (F81),Foston_Ex_4-64 (F82)
113.03449,3.109,Uracil,Confirmed ID (HIgh Confidence),24301.7878,27544.39127,27719.69384,28568.38648,25825.51002,27127.05909,26265.84164,23061.79863,26804.09339,22727.29737,23018.04558,23956.30602,22909.15303,31707.51815,38722.76762,31875.19439,22965.54356,31454.57109,26060.18064,34100.77208,32548.70747,32345.5018,36531.69423,40314.50717,35593.90104,23220.47052,87737.62849,22093.08839,1300548.405,23217.43048,1090056.73,4020740.377,3872494.501,24285.15713,1520162.968,2381096.206,1370553.056,157448.3912,23212.26253,23506.22446,1668721.346,23297.34116,22158.17071,24011.42996,368553.7904,104102.3852,991685.5588,23424.30987,22885.87539,22789.13477,22498.99316,1188227.829,21952.31258,582247.6199,22095.41612,22828.52272,182553.9905,1902337.96,918552.0409,1129248.193,23659.12726,21906.61189,20949.70206,21750.83409,43918.68194,749914.9316,42299.65601,39332.30041,37647.01015,35963.5202,26299.89012,23757.63319,79872.54262,23541.28317,22358.29305,22917.143,25707.81745
148.06024,5.053,O-Acetyl-DL-serine,Confirmed ID (HIgh Confidence),82578.31694,34037514.87,27341871.9,48123228.78,9047608.891,19434218.94,23104105.44,10043430.26,10238289.69,5543192.883,3547807.46,2855015.834,1988431.742,30872946.09,45357905.95,39013780.35,3125665.903,87120065.46,73298726.79,20357288.36,7167504.977,18081070.36,20380565.15,25014987.74,14230070.89,3551039.996,9893298.97,4996318.732,15044883.04,6702867.975,18689007.63,10563967.84,27110056.68,9014230.19,7021349.188,25060863.37,6823872.35,63354826.5,10266188.81,8950513.001,7099497.108,17540764.69,7438850.708,16442656.59,9529146.981,11984042.62,6968282.824,1806897.464,1925207.837,2180992.008,370935.756,14426553.7,47415564.02,10556667.58,58761287.06,13159387.37,31033728.58,3144345.308,2792487.287,15978615.61,2045716.536,2970423.397,2039629.69,1051268.35,13072108.92,12046977.42,6617616.741,12145361.86,9120849.44,19831001.88,11413258.17,5268307.819,45010332.4,4042393.333,1120618.212,2237182.321,4857366.368
162.07599,4.449,N-Methyl-L-Glutamic acid,Confirmed ID (HIgh Confidence),13866.73247,6579116.034,4134732.715,5576386.621,3560187.37,2262608.799,1554690.616,4705198.26,7010481.836,4179360.168,14081.41009,13572.38613,13547.23601,25929848.97,19577836.36,23896625.28,13784.74043,2803251.05,1403300.882,31847816.41,34319462.24,51638379.63,1672226.826,2497327.394,1606481.492,13576.71851,40776290.81,13504.90713,61099780.32,13900.22802,22906388.6,208097.4523,415861.3794,13540.56178,13856.96146,2913359.594,13793.41466,29967052.61,13978.10711,14086.90821,14070.32138,70782673.88,32217624.58,55953355.3,14197.01424,228077.7192,7240221.962,1761012.783,2605547.639,496970.254,148909444.2,13370.5122,756262.2488,13541.02504,569319.096,13744.50007,378458.9936,7418224.159,14487.74991,1165480.908,2733144.789,3061543.884,3924709.121,13510.10684,2654522.15,14121.49752,267249.7376,15876029.36,14512399.66,22677990.49,17266805.67,1245074.575,16613406.37,1914675.458,71932.63473,2039234.827,14346.14346
124.03935,3.352,Nicotinic acid/Niacin,Confirmed ID (HIgh Confidence),1735242.48,15816882.81,15336715.84,14773374.08,8056831.837,7311865.971,2803395.865,160084352.6,145329820,142333762.7,345851.1909,544812.9119,185810.8225,150599301.2,143818627.9,147859423.5,677113.2299,8312229.91,4093593.419,95030966.85,88077760.04,100970848,12002719.24,14234526.95,11326330.23,563438.1032,5460345.835,744525.9337,11584073.07,1691002.623,10482286,51981456.81,46753447.16,9690832.396,44890045.8,46465412.62,39686307.19,6423700.78,1290905.784,1369859.415,1526367.037,12761041.44,6161333.044,10879792.59,39355621.51,39024216.2,43061749.5,38906078.52,37675226.54,42100720.86,18616.18421,319726.2809,35867322.65,18153.60694,38611839.25,17225.45304,34798143.97,56057895.63,43024706.06,36038978.16,30051872.76,28818016.99,32882993.36,17954.52809,60900959.3,40937807.38,56144597.74,29842268.34,30652379.65,24231526.14,41965351.37,19542547.69,40835824.89,37998206.28,7072151.841,33486531.56,2573226.201
190.07092,4.881,N-Acetyl-DL-glutamic acid,Confirmed ID (HIgh Confidence),9956.025681,1378433.105,1255824.082,1733191.26,1302939.621,905005.2145,903904.849,5261539.764,2846701.588,6552880.017,117017.149,11885.94049,10231.55704,3223206.865,5120882.046,2514177.691,16363.38321,1967432.824,18345.40265,1959281.755,1473530.664,2246270.457,17144.84842,17970.47746,16902.58872,10679.7637,16739.8757,10577.39119,484174.3211,11047.6264,817839.6899,3315111.01,880867.2328,125430.0444,2004938.018,1258452.986,2421924.023,6725108.917,14501.31719,14553.42466,13550.36805,2071794.825,173861.635,1158687.686,1420654.418,2135446.914,1997095.7,3888638.028,3108832.677,3594475.646,10477.31048,11543.26301,1287663.789,12066.5245,1748602.358,11102.78245,2390213.229,7028707.282,4850196.29,3335999.264,1833819.199,1674169.569,2285460.782,10340.06267,267052.3661,15028.54232,236111.836,2106245.098,1568993.38,1559028.718,2215300.623,1539110.276,1088859.253,1784562.643,1005711.84,5262550.464,10274.62889
189.12328,4.938,N6-Acetyl-L-lysine,Confirmed ID (HIgh Confidence),11632.99825,11345356.67,8305669.276,8953359.709,2789485.109,2055912.877,2295415.266,5710825.63,5931338.559,5525828.824,702508.4325,1089941.302,521769.4295,3100787.084,3445414.657,3236594.803,1089746.043,1594678.354,1034888.924,2500767.43,3192666.768,3304915.109,2167006.848,1171122.697,1814177.687,10292163.85,32179899.81,54447313.63,90824765.12,7632428.913,72854323.96,70862342.75,70650573.95,652262.5658,2981024.254,98853958.61,5358091.113,31785139.69,42264144.92,24190707.16,19271205.52,23807634.71,4883452.074,22978477.8,26261440.92,24633549.31,71824993.84,3916752.235,4157347.636,1603877.378,12529.16643,7725323.088,57790015.15,6004974.339,33774510.65,2108837.898,18517658.01,30454274.61,23576108.35,49655870.14,2588525.047,2875532.282,2135071.421,11817.86162,37538195.17,21871389.34,25699372.89,14292624.64,8598647.444,13744707,72688942.62,47682352.17,71073167.56,1976345.549,227665.5583,2332248.175,11239.26021
169.04934,0.93,Methyl Vanillic acid,Confirmed ID (HIgh Confidence),3090242.604,6670890.845,7034970.289,5517341.513,6890140.103,4059506.05,8744012.03,15154726.23,9389875.221,20124948.46,8355000.729,9582777.058,4909757.181,43971634.87,91790509.27,60474284.86,7910605.701,83120544.73,14175332.17,34444047.5,37522958.65,18226601.1,85259451.43,250623708.5,137544950.1,19088.67953,17609.1298,15587.50389,16086.12392,16159.51446,15971.75536,15606.56466,15763.5776,14921.41154,160291.9433,18388.79432,17291.75271,18537.99437,16065.17816,19382.18588,16372.98514,820140.9023,188167.7106,375627.7187,147807.2774,17365.77475,19207.53171,16135.1535,17015.25836,15653.22542,4893126.548,160953.0178,438495.6522,16633.3955,802707.9898,18687.39942,1034616.065,170256.3533,198847.0131,15794.29961,16737.58385,16879.44909,158760.3197,32330198.79,280270805.5,721908.4715,420557572.3,131215113.2,104935345.3,97282104.4,1528547.65,2845046.099,493054.2965,1891461.167,691846.7361,1378648.989,4575640.95
148.0602,5.121,DL-Glutamic acid,Confirmed ID (HIgh Confidence),577345.1885,82182806.88,70595122.31,85780851.39,44170010.48,49389194.19,49357407.54,16595555.47,17556492.98,6099018.505,4303261.888,5125618.14,1706668.678,75569897.34,75863133.29,51273175.74,5382854.019,114462745.4,72382487.19,59633064.43,28519939.67,61467679.74,34113112.61,47239408.77,32631724.34,8598881.859,20209821.66,13673016.49,30256999.07,16358026.02,40572283.18,19609100.67,74200886.08,7097490.895,14459320.51,52783607.22,13757563.83,70594012.58,22092248.15,21072070.58,22160877.32,34242269.19,15157075.21,21545528.75,11603353.45,28928332.27,14798339.95,4443028.956,2242490.457,2180992.008,457982.5342,20356059.58,31708605.6,27483169.31,41503385.82,27264792.14,54886206.1,4738919.886,3608144.772,9779444.898,2326515.247,2315270.978,2474834.325,1346900.672,19766010.69,25216866.84,24381257.36,8585954.673,9120849.44,12880628.09,14520097.63,6574431.023,91389793.91,2622927.47,1506204.923,3310309.883,4857366.368
137.04567,3.19,Hypoxanthine,Confirmed ID (HIgh Confidence),19086.31864,6106865.36,7373370.346,7748432.014,19871.29653,19855.53154,20331.02045,5257942.922,1159579.114,1784804.634,16051.95298,16392.69265,16233.29322,39187260.19,36068667.76,40895126.55,15780.91595,1439795.768,8516836.465,1575958.243,2817208.724,1558244.687,28321.83685,30213.49303,26314.45955,1948367.416,16603.07715,807313.978,1304480.215,1251702.543,2608924.502,16593.19311,1407563.206,152722.1586,3389677.853,172188.4123,16763.21015,441384346.7,16627.28061,16585.64044,16812.47949,499263.6646,16533.38604,16996.69672,99179.67761,17072.63862,16832.60193,340532.1689,290519.3411,16199.17061,16921.53131,16311.4184,16160.22794,16092.89861,317390.0283,16324.86183,253632.3262,16415.10293,15705.02079,16351.87389,16416.29793,16356.59847,16377.65562,16456.98445,27384.79927,86823.36284,29100.7839,27601.87678,3191431.731,18206632.62,16611.855,16908.2306,17496.32385,16942.7173,16978.61433,16576.22065,19141.08178
303.08597,0.973,Hesperetin,Confirmed ID (HIgh Confidence),1118353.707,25094.4394,353730.4942,25194.93727,28654.45138,185983.4605,27127.48455,29737.2274,31920.91702,32750.98181,30615.53809,29748.52793,30095.36694,3351952.949,2787763.303,2343942.626,36295.75001,34690.74705,32885.22193,481956.7284,441355.3482,315905.6633,169987.1536,38763.32851,55625.73566,34061.71143,35789.14559,38571.65021,42331.15611,45515.44206,43966.14556,42253.48872,30684.63869,25335.29014,38137.07327,38873.60143,27987.10366,29049.23625,42835.84513,34667.41201,40403.17286,47720.14036,33206.00662,33631.60076,34055.20557,38753.6394,35738.01101,30553.22554,33382.58474,25307.73659,25243.36376,34337.11496,29408.29013,39349.21518,38187.25915,42672.52974,41715.40711,44871.07495,41479.03822,37136.20752,25088.12934,25545.62236,25173.79783,26408.34851,40033.28668,32884.32594,38516.43724,208762.2564,39348.78462,38246.92402,32547.58141,33377.14134,53375.53971,26731.28075,29412.19606,29462.0722,182470.4115
116.07061,4.638,DL-Proline,Confirmed ID (HIgh Confidence),1656921.269,2215618.295,1970313.169,2565698.341,1919298.937,655843.0865,827253.4576,6767257.738,9589448.231,6521869.182,1353996.93,1163219.07,1610518.834,11969113.92,12448146.59,13469917.68,2533063.039,4518378.012,9159785.866,8130263.154,6862598.011,11187648.39,1402980.484,2052225.43,1181778.141,1971052.535,9492478.182,3107234.61,27740679.23,4932557.598,29787417.51,5972857.712,12160396.15,307499.4293,2114047.242,10085080.55,1951955.621,22939749.7,5016776.803,3348902.314,3073257.225,23267587.5,2777665.145,24890590.45,5029090.545,5310237.112,27988249.15,1963145.593,3191200.217,2409399.815,1142448.983,2728241.646,7020861.028,1526717.384,8384096.891,1102691.015,9492053.603,29740957.68,4204489.912,4581196.026,2848647.78,253977.7961,1252908.562,1665023.78,3384267.133,5782812.88,2354768.688,8129735.981,4496741.85,10225688.97,27778339.16,10866151.22,70875438.78,20321643.24,1285602.997,35590489.98,6210367.383
166.08621,4.147,DL-Phenylalanine,Confirmed ID (HIgh Confidence),15867.12168,2732480.237,1594446.739,2089509.648,247255.2239,112640.0503,15169.54876,2144128.973,4991075.501,1453805.761,15019.63649,14674.08869,15092.76287,14474754.86,13423126.15,12388632.86,14809.95824,381738.9788,1055101.343,5221000.285,5170825.503,803557.9044,15738.78544,237736.889,15540.36052,1581578.541,3375329.799,1394061.881,21969787.8,1051927.921,18941399.78,636730.906,2994653.521,1607095.199,338906.8402,2900393.191,947677.6596,26128688.73,674637.3613,114431.4837,646234.073,1858546.125,15729.26919,352156.2164,899920.2585,1883240.314,2824708.162,240268.7989,319732.4994,315125.901,15816.5087,15397.71771,135859.3927,16549.75024,547010.7674,16188.2748,559909.5797,266954.8943,381952.2322,815673.4955,15990.97781,15849.19686,15485.29927,15737.64994,597367.6535,456108.0683,17048.93554,823670.6473,530888.3718,572295.8524,1732155.081,1544142.809,3737544.488,5988262.677,14367.24893,9063487.418,2946870.856
166.0862,4.126,DL-Normetanephrine,Confirmed ID (HIgh Confidence),15925.12951,2732480.237,1594446.739,2089509.648,176895.203,16518.59571,15469.4443,2144128.973,3902210.844,1453805.761,14985.11764,14587.87255,15058.07595,14474754.86,13423126.15,12388632.86,15257.09366,381738.9788,1055101.343,5221000.285,5170825.503,803557.9044,16527.1771,61312.65473,15628.55603,1581578.541,3375329.799,1394061.881,21969787.8,1051927.921,18941399.78,597563.9178,3661189.316,1607095.199,338906.8402,2900393.191,947677.6596,26128688.73,674637.3613,114431.4837,646234.073,1650189.44,15693.11942,352156.2164,899920.2585,1883240.314,2824708.162,240268.7989,319732.4994,315125.901,15780.15843,15362.32993,135859.3927,16511.7148,547010.7674,16151.07012,559909.5797,266954.8943,381952.2322,815673.4955,15954.22657,15812.77146,15366.08804,15701.48091,533730.6675,456108.0683,17070.59039,823670.6473,454745.97,539257.076,1732155.081,1544142.809,3737544.488,10851903.54,14334.22942,8424648.634,2946870.856
132.10171,4.134,DL-Isoleucine/DL-Leucine,Confirmed ID (HIgh Confidence),21899.30834,509100.7097,21932.49042,701475.7792,2068567.337,22403.14962,21465.10993,1212095.768,2013993.643,637129.7236,20323.38816,20064.66904,20422.33701,4107317.472,7481148.993,3856413.972,20692.25241,1560542.814,1204897.676,978785.0416,1179258.194,994357.9759,83324.78488,22397.55252,21196.04385,3362652.598,1207822.81,3201664.615,2372214.283,1718255.007,3042676.297,1354915.121,2849804.904,102838.6173,706940.9346,7181617.316,2156847.275,51264345.59,2440846.037,1319949.321,2665723.871,1958580.925,419971.8691,1366929.844,21128.36963,807704.3536,1666161.496,94542.67019,699513.5156,21183.09626,390321.1265,859659.0695,424459.446,900397.0529,601866.5531,1242001.858,1290634.378,21258.38027,21290.20144,1266116.911,21637.73066,21445.88385,20953.48633,440522.573,4265800.925,1487746.676,2767470.772,1378796.811,1512373.006,4360532.479,1454781.399,1434435.66,9269734.732,12527306.6,19440.62873,54319211.95,7537874.519
120.06552,5.118,DL-Homoserine,Confirmed ID (HIgh Confidence),11581.25246,567882.2626,539326.5275,479240.2198,291454.8348,284137.5846,209533.3832,4281841.014,4013997.994,4249559.919,2659385.637,3559115.71,1869144.589,3639889.74,3712439.522,2352403.351,4486848.958,4066569.909,3770291.554,4621718.17,1435285.339,1973211.311,1893215.473,1188387.076,4459727.853,777177.2589,3082081.5,970651.638,6661778,715861.0452,6005628.138,11641961.54,6688958.578,427977.8948,2320318.407,8445154.497,2229664.741,11189598.82,7234586.701,1152313.56,765742.6474,10781634.56,2112457.353,6520171.819,1694434.357,1536912.467,1545309.703,5840535.053,4822287.362,4159856.24,12505.54602,225797.2541,3161500.058,203291.4337,4696780.862,112109.6886,3557450.807,1057731.585,1054383.428,1712198.365,5068302.001,5223445.933,6132614.513,12239.08969,1567262.758,281411.0223,2075652.587,1907379.592,1479372.861,9403540.192,7198558.407,987039.2125,10494627.26,8857923.788,2109577.456,9366162.417,11810.96792
215.13911,3.487,Desthiobiotin,Confirmed ID (HIgh Confidence),15568.48042,15684.73202,16995.77528,17855.21212,15981.65336,16220.91343,15271.76029,5725349.271,4072367.111,4675888.633,15822.69155,16728.20065,15442.9741,173986.401,182566.7053,165054.2764,1317446.563,1740784.563,1535100.563,19559.89049,19730.97496,19616.93376,20163.07675,21805.95811,21316.48764,21672.74105,6468840.902,22267.67122,14908991.87,21206.03222,16494662.82,14705252.6,18864047.67,4005239.87,25596880.55,21826556.82,38248299.35,26267.67047,18091.44388,19183.73433,19571.16433,1100560.463,14816.49462,958341.3914,2682632.644,2979121.387,3493360.053,7517543.83,7330082.679,6885439.258,15360.21476,16094.15659,3194819.214,16869.55793,3569397.864,15533.24183,3272866.876,3727565.902,2752854.793,5082829.431,4960762.296,3660430.261,6040212.789,14122.68338,24664.17591,19515.93879,26058.63565,20280.14108,20315.9196,19680.35367,1242323.43,911835.4085,2813973.487,4150331.714,27361.26695,4657023.383,15681.15428
112.05048,3.495,Cytosine,Confirmed ID (HIgh Confidence),21989.10144,4678673.342,4738572.143,4480795.782,7343930.193,6439047.039,5734461.846,93044663.75,95818662.13,90909716.46,83882882.14,118355333.1,84722028.96,115134135.6,137266420.8,117017365.4,110542754.8,110740322.6,95903801.65,55923910.27,63396190.88,60797486.83,99605252.32,83753209.16,90185356.91,447909768.6,15624640.36,474745411.1,28651331.56,442749722,20055233.6,2688053.986,6444419.027,1071107.236,1797425.186,4558269.365,2295788.865,368007187.9,286474630,308357959.4,298574512.2,81346323.57,53946106.47,82936491.11,191428335.4,212451687.6,197441778,166596416.3,149201999.5,140391281.3,21694.94462,161450742.4,52351194.65,177136821.4,80983013.8,146442623.9,76383667.25,167995190.4,168421673.3,134245941,101755633.6,104557834.5,109886119.2,19947.04102,239584266.8,279167881.4,309010998.6,100470191.1,106685117.1,92741624.53,128576035.4,128778013,183990615.6,159172870.4,44621623.78,147165710.8,22148.24331
123.08033,0.928,Chlormequat,Confirmed ID (HIgh Confidence),2281508.874,2065029.784,1573140.206,2183640.29,3038661.959,1714499.157,2043881.37,2689515.755,1583327.335,1930596.698,1892531.262,2608800.928,2682509.832,1799565.015,2851290.723,1439870.467,2911545.447,2682867.492,1931539.707,1767977.192,2903366.395,2339338.32,3311080.64,2831508.395,2699021.521,2515042.845,2454436.099,3905817.641,2462533.935,5123741.392,3326467.135,3328045.174,3496599.962,2033100.636,1802003.476,1898930.45,3593197.735,4627911.345,4957109.499,5238013.645,4991467.636,1925747.447,2731728.154,3237150.705,1797501.482,4581282.626,4470545.865,1449800.362,1925687.503,3145307.463,5208594.19,4750691.512,2807207.733,4252034.029,2749502.289,4356315.733,3600433.325,3712876.03,3325047.48,3380388.015,3005016.618,3748260.549,1753490.127,4671548.784,2906517.133,4511366.434,3393292.35,3448930.543,3547087.687,2434708.727,3156784.425,1744461.726,3247162.217,3315971.572,2481146.223,3129366.887,4064658.596
348.07037,5.185,Adenosine monophosphate (AMP),Confirmed ID (HIgh Confidence),8844.255241,14640.7657,14878.02811,16365.06394,13726.17152,13807.37693,15058.03593,412493.5134,11100.84714,315632.7984,575402.2053,407063.1738,218925.9947,19452.60276,16812.22035,14388.30488,407332.4928,224986.427,175857.247,15587.53262,14279.63115,16260.67622,210170.3582,214679.596,203746.3071,128663.2943,413990.5466,379548.6025,3251083.609,357955.0419,2904794.96,12352139.3,13543650.51,9286.284528,1087866.063,17512062.07,1361262.71,10199.67308,159964.3785,21603309.57,19462296.22,611515.0082,9434.276703,265834.9458,4177449.618,4976947.775,3023087.843,309250.9654,183599.9074,156229.9586,9531.520819,3899651.398,9907.95639,9943.454804,92542.07413,9749.435552,9575.350009,577589.2333,511672.1372,1706181.528,9401.945316,9460.101861,9301.064773,9946.574004,2984808.584,14092281.82,8482273.763,14790.29546,14032.95883,200354.4815,906363.6377,446184.611,4185540.406,220903.6359,9432.331756,285488.085,9646.02911
268.10397,3.213,Adenosine,Confirmed ID (HIgh Confidence),25037.3023,26049.25892,25938.43819,26265.67666,1048045.063,872165.6654,187166.6703,22862.96021,25002.05443,22019.00939,8127794.076,11525775.49,8901698.85,369078.3893,387278.9309,387567.3205,10358805.38,4994388.154,7324674.309,30859.27228,28951.79761,32034.38659,3879839.625,3470618.285,2741603.874,326474.2372,12495671.53,181748.7172,20241294.45,1489036.567,22809623.85,6668474.564,6197078.306,1225067.804,7063275.512,7760116.723,5502096.725,37941568.71,22555.30517,603845.1878,299189.2267,5074560.814,928055.9042,5919993.511,16842637.33,20414752.81,13097966.71,6442268.603,6646390.69,5354457.742,22329.31453,1269764.788,2040213.611,22173.14203,2446846.703,21634.12193,2402761.131,8263297.748,10472605.22,9650945.461,1651838.948,1266111.672,1925714.494,405978.3436,34949.20623,1070411.272,36807.44371,755609.7285,1150360.342,900406.9195,6235222.401,790431.5858,21934.78572,4159581.995,141560.0985,4580145.215,1782050.399
298.09665,2.111,5'-S-Methyl-5'-thioadenosine,Confirmed ID (HIgh Confidence),40348.02358,39252.23305,119051.3773,39199.47007,597157.0775,333436.903,583784.5529,12737822.35,9636715.202,11830851.83,7660119.359,10567062.55,7038950.752,8622368.182,10034813.2,7491598.022,9383072.503,7198396.806,8344558.472,7971718.306,8473577.243,8090501.353,9084127.986,9651196.016,6728613.081,579872.2572,592046.9171,823193.3131,3324324.549,33021.701,2807147.757,6564219.677,6245092.071,36198.99186,3446515.186,7571216.546,2726010.774,251165170,1193966.028,1449340.728,4686230.489,6175358.928,1260836.728,4915499.399,4248853.747,4097595.255,4786492.216,3208266.917,2728164.165,2241833.601,35283.31293,2178023.776,962718.0488,1449450.306,1999117.38,40363.23781,2234397.41,2619534.39,2066183.717,3324228.028,1103105.12,517208.5377,1230962.621,35360.37846,8099547.514,9287354.574,7848759.177,5066542.878,5177445.43,7388728.012,19664085.05,15300946.11,21619549.67,6505579.443,3753326.677,6646452.961,44527.38208
137.05945,1.065,4'-Hydroxyacetophenone,Confirmed ID (HIgh Confidence),27059825.6,28915870.38,30944409.26,28838023.62,24673217.68,19445949.35,19507435.21,15655795.86,17112261.26,19443180.93,13967225.09,17094153.55,12639266.03,21761935.35,19035462.11,23390845.85,15492264.02,19269760.41,17323437.64,15912724.7,18602549.6,18942762.71,17183176.71,21267393.74,12640532.62,80009.21512,89435.13744,86377.23084,143947.0489,113184.3344,114434.1017,107402.0235,55556.16916,35580.59241,92844.45048,108193.6399,92263.0376,51602.60168,121113.3977,78812.52123,99064.48539,134472.6888,77565.88873,68649.26308,77395.04244,102827.8338,101380.3003,104599.2291,85568.23639,44194.94272,32954.69121,75647.2594,66920.55826,106534.9147,109357.2343,121020.9507,94644.57104,107155.326,97356.7642,98550.99465,37949.85104,39292.15762,35553.40483,37937.07712,16001419,22694309.8,15058893.27,25114760.85,24155458.42,26688631.33,26441661.84,21787865.33,27474861.56,25562384.46,15556275.83,18104868.54,19818009.49
104.07039,4.582,2-Aminoisobutyric acid,Confirmed ID (HIgh Confidence),5405608.395,8199598.038,3193222.322,2330676.933,2950207.483,1949591.804,5215227.104,3136894.271,9316625.372,5529741.485,13822879.99,13512083.44,10615259.37,1812878.662,1697009.098,2610342.433,10226503.03,12310222.42,11486773.94,8980975.494,9047755.134,1948615.404,9315559.232,3535673.517,10095527.36,6296901.342,5645719.752,14550648.26,5388596.222,12609976.81,13682872.51,5853554.827,13725870.48,6846455.991,9376155.91,7467761.799,15447212.15,7805040.265,11870842.41,13908859.71,13897899.26,5277558.14,3732670.493,14174377.94,10060037.77,11159755.43,7942698.531,4144962.272,6790089.005,5467352.547,6817712.829,12010697.7,10008016.33,6627774.071,15950534.54,5759835.265,10536581.32,11747484.19,14875834.07,16486087.72,7629256.454,8572053.271,15517632.43,9379433.862,11995700.91,8946653.064,2827210.906,13485999.33,12528206.61,2856740.71,8939716.72,4976521.225,2325121.285,8574422.18,1515803.367,19398795.63,3322868.852
162.07592,5.14,2-Aminoadipic acid,Confirmed ID (HIgh Confidence),132021.1177,23487.26531,22211.18918,23993.75228,73391.2805,21132.23111,21335.33565,4811219.103,6818497.255,6343452.263,1413849.867,2297451.779,1667937.052,1028222.845,1285840.558,1509497.216,4993702.7,6274246.61,7146281.355,22494.65021,21417.74676,23082.72586,802481.8627,19864.956,691285.6164,245490.8992,1427731.663,449595.9014,996669.5476,605102.3166,612327.5784,5668705.087,3440194.778,832795.2646,1207100.347,3434022.085,1223752.209,2175516.483,1075719.2,562008.1163,792452.8894,813849.6489,1407492.83,1834750.395,1891687.516,440449.8745,999233.4909,1420668.671,2010778.543,2926068.149,6719787.532,10488.45446,723157.3043,258837.1716,708800.7731,119988.6885,540793.649,1011198.888,375211.6204,694306.7475,961250.5191,803722.0458,560996.2366,448456.5401,362727.9218,714188.793,653367.2798,21102.45628,21187.07704,974325.036,7300589.688,4253781.339,10023900.16,8832180.217,3221971.898,6079691.116,321822.7726
84.04437,5.12,1-Aminocyclopropane-1-carboxylic acid,Confirmed ID (HIgh Confidence),9579.185549,8878796.486,7213958.692,8692779.385,4226829.674,4824146.12,4913715.356,816797.8797,687565.2323,679353.8769,255278.5976,9454.160068,9437.320391,4643798.24,7830187.545,5391077.817,161158.5938,12763747.88,16239083.43,5149894.643,2263283.287,4869146.551,3503614.867,7418002.091,3186339.616,898281.6739,1192701.935,1846361.883,3153095.129,1783360.748,4089374.58,1471968.27,10290725.55,720531.3605,2089100.052,7787094.699,2926111.13,10731304.22,2284463.873,2196219.08,1603363.163,3618726.742,1807440.095,3509503.798,1200603.626,1437981.584,821562.6539,538113.9829,36643.92103,10207.37264,10343.69522,2086465.408,3408935.645,3869922.813,4285789.332,3026374.137,5914637.353,55266.8506,28144.65743,852606.3306,10018.01214,155517.0826,10325.63729,10123.30156,1492989.384,1865516.872,2111501.363,2295969.951,2320958.402,1497718.476,1555105.004,572139.0611,11573438.19,11021.43818,10131.48322,10776.6786,366132.8657
