m/z,RT [min],Name,Tags,Foston_Ex_1-2 (F6),Foston_Ex_1-9 (F7),Foston_Ex_1-10 (F8),Foston_Ex_1-11 (F9),Foston_Ex_1-12 (F10),Foston_Ex_1-13 (F11),Foston_Ex_1-14 (F12),Foston_Ex_1-21 (F13),Foston_Ex_1-22 (F14),Foston_Ex_1-23 (F15),Foston_Ex_1-24 (F16),Foston_Ex_1-25 (F17),Foston_Ex_1-26 (F18),Foston_Ex_1-33 (F19),Foston_Ex_1-34 (F20),Foston_Ex_1-35 (F21),Foston_Ex_1-36 (F22),Foston_Ex_1-37 (F23),Foston_Ex_1-38 (F24),Foston_Ex_1-45 (F25),Foston_Ex_1-46 (F26),Foston_Ex_1-47 (F27),Foston_Ex_1-48 (F28),Foston_Ex_1-49 (F29),Foston_Ex_1-50 (F30),Foston_Ex_4-1 (F31),Foston_Ex_4-2 (F32),Foston_Ex_4-3 (F33),Foston_Ex_4-4 (F34),Foston_Ex_4-5 (F35),Foston_Ex_4-6 (F36),Foston_Ex_4-7 (F37),Foston_Ex_4-8 (F38),Foston_Ex_4-9 (F39),Foston_Ex_4-10 (F40),Foston_Ex_4-11 (F41),Foston_Ex_4-12 (F42),Foston_Ex_4-16 (F43),Foston_Ex_4-17 (F44),Foston_Ex_4-18 (F45),Foston_Ex_4-19 (F46),Foston_Ex_4-20 (F47),Foston_Ex_4-21 (F48),Foston_Ex_4-22 (F49),Foston_Ex_4-23 (F50),Foston_Ex_4-24 (F51),Foston_Ex_4-25 (F52),Foston_Ex_4-26 (F53),Foston_Ex_4-27 (F54),Foston_Ex_4-28 (F55),Foston_Ex_4-32 (F56),Foston_Ex_4-33 (F57),Foston_Ex_4-34 (F58),Foston_Ex_4-35 (F59),Foston_Ex_4-36 (F60),Foston_Ex_4-37 (F61),Foston_Ex_4-38 (F62),Foston_Ex_4-39 (F63),Foston_Ex_4-40 (F64),Foston_Ex_4-41 (F65),Foston_Ex_4-42 (F66),Foston_Ex_4-43 (F67),Foston_Ex_4-44 (F68),Foston_Ex_4-48 (F69),Foston_Ex_4-49 (F70),Foston_Ex_4-50 (F71),Foston_Ex_4-51 (F72),Foston_Ex_4-52 (F73),Foston_Ex_4-53 (F74),Foston_Ex_4-54 (F75),Foston_Ex_4-55 (F76),Foston_Ex_4-56 (F77),Foston_Ex_4-57 (F78),Foston_Ex_4-58 (F79),Foston_Ex_4-59 (F80),Foston_Ex_4-60 (F81),Foston_Ex_4-64 (F82)
182.05605,3.605,Unknown 028,MS2 Available,5733159.335,30608221.12,27223099.8,33167529.9,30478252.1,33021699.95,28833417.85,545218.8516,22425555.27,632826.9818,700311.353,699399.7703,427120.5607,43738031.61,45422936.59,50858069.36,694606.6135,54429268.77,18453823.27,56899509.88,47731997.29,48990499.93,67315352.33,72597707.82,58925641.8,617103.7144,16347.04344,12096.4004,72765.13894,13189.60841,11988.08822,24154.34968,12643.03518,12062.21485,1795757.757,133784.2057,32000.36154,15459.53121,36196.08888,13678.33953,14444.57823,39148.08682,12896.06138,12887.30694,12164.88456,13564.62374,14113.16168,1166561.151,34661.5654,12550.30034,12061.20082,11801.15471,12422.92147,12375.48526,18275.13342,12136.87581,14677.42035,29001.96558,11729.66028,11952.68625,16726.6898,15120.2582,17804.87872,12295.48684,53302277.33,650162.6131,292227179,51006112.54,63779042.44,207045483.8,13161.79523,14248.36186,250685.2133,471701.1623,25346.24506,13857.70208,3298880.351
182.05596,3.823,Unknown 029,MS2 Available,11901788.06,45714874.25,50264290.14,50715649.54,37812021.2,44489724.35,47048689.14,1366090.886,16928357.1,1158728.264,1887213.246,801974.4619,1054575.996,59637444.52,90004211.51,70934460.16,1149761.264,55830973.15,10193274.13,77036078.33,81830371.08,86626196.35,101910099,124602689.3,94668181.45,1761579.625,60321.28055,55869.61312,48023.499,54485.91838,52808.48549,54902.29612,54778.64546,60873.97588,546112.6168,57145.10472,57986.13589,51254.99913,51017.9872,56459.62513,55603.01875,52704.71938,59829.86575,53042.90813,51383.89936,52498.01275,57061.74221,825405.3425,54454.24763,53612.81537,53258.32826,53312.41761,58739.88674,60410.57349,54784.4277,63885.56774,55631.92981,49796.54243,52562.06256,53095.38379,88168.59934,56608.83761,56017.03894,57974.99355,159212063.8,2524888.452,150061870.7,107943669.6,105623488.6,93658181.33,56999.98493,52969.02524,476125.2909,1076254.384,57443.05539,54015.00765,6966391.479
182.05604,3.608,Unknown 030,MS2 Available,5733159.335,30608221.12,27223099.8,33167529.9,30478252.1,33021699.95,28833417.85,545218.8516,22425555.27,632826.9818,700311.353,699399.7703,427120.5607,43738031.61,45422936.59,50858069.36,694606.6135,54429268.77,18453823.27,56899509.88,47731997.29,48990499.93,67315352.33,72597707.82,58925641.8,617103.7144,11847.45803,10773.97624,64810.17925,11747.67063,10266.39521,21513.70499,11260.85084,10743.52799,1795757.757,89609.33697,11917.88774,13769.4369,32238.9958,12182.97181,12865.44241,34868.27018,11486.21527,11478.41789,10834.97346,12081.68786,12570.25756,1166561.151,30872.23222,11178.25412,10310.31465,10511.00792,11064.80079,11022.55049,16277.22684,10810.02673,13072.82935,25831.36121,10447.32954,10645.97347,14898.06493,11625.2739,15858.38217,10951.29781,53302277.33,650162.6131,58256038.25,51006112.54,60597133.86,53894236.6,11722.89809,12690.67715,250685.2133,471701.1623,22575.29787,12342.72577,3298880.351
304.08112,2.7,Unknown 031,MS2 Available,147482564.9,99621593.72,103513661.8,87699181.67,90551611.33,99387736.25,99528340.93,105622.2159,106872.7458,101200.3735,103003.6063,104848.4996,109192.0353,80466333.91,243827314.8,88726052.64,99848.59298,120613.8025,107146.8965,91635099.41,126911738.7,151323716.4,94081599.4,91275273.29,26893860.98,110733.923,116221.7776,105242.6791,101396.2747,104444.1229,108754.1218,103913.9248,109073.4315,118155.114,106815.8308,107169.6855,109014.5443,115181.8731,105309.254,109410.2229,113021.9631,103518.7224,119928.0293,107549.6509,107074.7971,108076.66,111334.1748,111753.7834,105277.2161,106562.9665,107941.0444,104997.918,99901.48223,104737.3538,102486.6393,111783.2496,101184.6535,100420.1654,102919.3517,100646.9471,109866.3316,111227.5792,104278.141,107865.9653,104342409.5,107183.0682,57464246.5,204352295.2,119073950.7,41617076.06,106115.452,120350.0096,108709.9164,109354.3114,120695.5577,106718.6525,121423914
138.93799,5.798,Unknown 032,MS2 Available,140495241.8,113319098.8,109958508,119124146.2,118990847.4,111912393.6,119479502.6,104224997.2,78370436.87,82174389.58,79846879,82884395.53,54959078.11,91558982,114879155.4,89541367.57,98652334.29,74969049.18,61953296.94,108153139.9,102427782.2,91523208.45,89220565.93,110340140.6,115451982.4,85265172.59,77082919.21,75367093.15,101820994.8,88988762.64,89275862.17,80477465.94,92201097.24,35372992.71,86629267.57,90239255.46,87641065.66,70628966.91,91250062.74,101094103.3,91845941.07,86935353.03,51509038.53,65172968.63,54412351.18,89723680.8,65354518.09,84142312.44,71422418.48,58607382.64,68309423.56,71884063.72,89474481.28,77195695.4,91043071.78,113473313.3,101371736.8,86983815.19,72794315.75,92315226.5,57435170.62,56513521.96,60685896.24,45513281.68,126412810,116540514.6,129834534.1,124310389.3,114271602.4,118748250.2,100139467.7,80739161.09,145245137.4,59774452.37,84215802.47,90759555.69,113140937.6
159.09139,4.17,Unknown 033,MS2 Available,19717.21568,19756.84257,20141.81919,19618.18909,20070.30718,19946.27983,18850.37947,18898.5618,19561.17458,18706.04349,18664.09158,18524.73794,18754.96178,20549.691,21266.84177,20334.40644,18403.53573,19569.68295,19430.64058,20293.0362,19865.59688,20326.08121,19557.73916,20568.91145,19311.16722,19618.93063,20699.75344,19129.76318,20020.516,19316.61022,19349.34415,19872.297,20028.0244,20393.23544,19742.30605,19995.34116,19539.41518,22219.85641,19387.0717,20023.917,19570.69315,19538.30175,19700.90778,19385.26302,19403.35059,20186.10508,20302.36774,19536.71227,19440.77126,19453.60908,19654.32166,19142.1817,19197.84058,20565.48135,19725.67432,19840.95936,19554.52329,19522.74656,19125.67485,19754.86242,19871.125,19453.14733,19242.74558,19633.5868,21315.11855,19590.11412,21296.63936,20944.18286,21513.46373,20983.71065,20328.66246,20196.63669,20827.6597,24241.65783,17695.07911,20223.86457,20890.94767
272.05502,2.884,Unknown 034,MS2 Available,14193289.1,71338749.03,97332595.06,93660946.39,61520101.82,81963711.24,85334012.29,48078.55923,50268.63818,46621.31782,47048.75789,47573.93489,49544.76984,45512822.53,78587644.09,50591913.53,46944.30325,55257.80148,48755.02845,102735210.4,127438776.6,117092053,43565283.15,100313766.7,82805558.99,53067.17783,52905.04543,49781.63711,46952.23271,48970.1669,49346.07106,48626.43948,49490.95456,53611.67518,50075.04282,49194.19608,50879.95452,53682.56574,48240.88309,50885.62407,52030.74417,48933.63512,55729.19304,48922.77522,48584.09464,53008.34955,50812.0503,51976.18528,49764.13847,48943.58583,51393.31811,47641.73195,47798.05617,48105.89657,46187.5045,51029.61351,46624.28965,46102.13551,47212.30608,46208.36492,49850.72489,51009.9245,47959.99706,48410.60394,95719987.9,50199.68977,86063268.9,107690753.1,138405842.4,88883944.29,49880.18495,54987.43821,49326.01328,50693.85571,54764.37554,48422.49768,9851892.059
157.09704,4.575,Unknown 035,MS2 Available,14573.36759,452950.8626,191017.5476,203808.2911,1018292.621,817419.6957,710642.779,2595697.637,4671785.035,2603266.163,723721.2763,2178357.476,1259762.839,5307727.987,5526687.159,4701214.072,4691183.884,8789616.095,8463906.99,6453613.435,5701168.237,7799700.665,7901449.862,7416557.832,7616724.911,683855.6844,4558837.762,1411727.779,6382267.958,714380.7411,7758411.998,15072.50128,3209082.045,14812.14418,15222.08571,3933457.102,15426.29142,5859971.837,4177518.208,2384058.241,3507625.146,5589164.824,2812688.369,6695820.869,10043656.81,9405027.712,7122138.629,876773.4916,992617.0514,1678219.407,19831.4745,1135250.502,1454848.091,1036719.738,1851192.538,268920.7643,809569.9015,26178264.71,3090410.477,1858560.469,4519087.602,3365466.243,5447004.953,14580.7406,24694718.94,4609948.658,21945461.32,10930396.66,8959153.735,12634210.12,11172562.17,3653750.373,60573630.66,2597438.412,178791.1444,2750660.262,15244.0745
155.08138,4.391,Unknown 036,MS2 Available,98190.50864,8961599.136,9169222.481,9151319.639,1289505.697,2073097.735,2232753.651,1470382.44,3024797.463,1708385.141,9644.321853,9453.859408,9504.448281,34188069.53,20133937.61,19734757.09,9902.312031,3320689.65,2880543.704,12975341.44,9790291.429,19937789.19,2204880.963,3469734.463,1128953.974,193370.0892,1028145.101,163066.0382,10254.60743,118770.5655,118063.2131,532885.4582,421925.674,9857.29002,244572.5661,304363.7376,510491.8876,1014472.868,1808199.855,2322454.682,469257.8327,309566.6318,518370.4763,1666386.178,9881.725802,10220.28506,10436.34074,534143.9097,634739.6252,132852.8591,10879.59622,9909.624363,9662.021166,9987.060031,9825.980568,9921.754279,9758.440552,10094.79392,10194.47384,10328.78585,94570.6066,9864.737324,268129.5895,9805.464703,2394260.618,5196012.489,2097166.476,1143877.166,1187426.295,2119081.517,215637.1724,10648.41394,490148.3978,1202662.161,241313.7386,1246293.738,10474.43992
289.0817,3.239,Unknown 037,MS2 Available,32668797.74,40300723.06,46829962.24,45327021.32,46431531.82,46271010.84,47789672.1,25646.52947,21047923.19,24833.99757,24027.1857,23611.71565,23651.70555,86296680.22,124835772.1,100888311.2,23412.14399,58891400.11,18037565.92,95176462.98,123340630.5,126012014.3,97387192.87,91598166.72,83615961.98,23920.70786,24725.43345,23192.66559,24694.61634,23792.15545,25113.50538,25513.41334,24663.61844,24460.76784,25848.6537,25616.06317,24263.69205,43554.21791,25301.41738,24405.83961,24377.81761,25870.43077,25221.55629,24532.60427,25283.91809,25122.45946,26349.94004,25005.46318,24506.58221,24923.60932,25121.29406,24002.32072,24572.26856,24872.72581,24899.58916,24268.07993,25034.94065,24501.84188,24164.75463,24148.18052,24597.18679,24338.86622,25343.55091,23839.79889,33329080.53,25739.40762,39568546.73,122958600.5,139535828.4,86282660.08,24771.55172,25836.3277,24605.34959,25067.81702,25772.20145,25561.25353,32290079.07
174.89586,5.817,Unknown 038,MS2 Available,145216916.2,19007075.88,18524457.82,17332126.17,13824150.22,17320242.21,24529393.83,21189346.66,25391975.12,25751062.95,24614323.54,22772181.17,24093279.07,20282519.69,23520968.17,21479081.17,23138822.11,20844495.24,79321774.09,17768952.23,22471878.22,17369638.34,26701999.98,15518933.42,21629018.09,33993975.65,33023964.01,35534866.39,33401241.32,30293907.68,43787028.51,33349843.8,35462465.79,66065595.7,38312127.09,36309768.03,37324199.27,31716957.21,26696063.97,36713362.94,31048247.32,191385985.1,91659584.75,27887338.33,23857129.51,30436099.84,117013779.8,174355392.1,30673646.88,27270974.16,25781550.09,29452097.81,36487535.34,28049216.39,49912224.01,202049427.8,32411723.88,27201860.76,25561040.29,29626282.49,98118783.64,93070874.14,104419472.3,75234977.91,20740593.06,26287727.78,25387238.74,19634073.44,17604282.44,19594286.07,27229128.01,121873606.4,12011200.73,21641482.96,111342960.7,31670112.63,15158770.09
284.97191,5.997,Unknown 039,MS2 Available,88665954.74,78009526.91,70615004.15,90675234.51,74208902.72,69173048.4,110022591.5,54771656.11,37831285.18,40780192.16,33907902.07,39479811.62,18231952.55,47890899.64,72679173.9,43504351.64,50525847.27,35852088.96,22552599.67,66712649.23,54894977.84,49223754.59,47458560,69343914.7,68854739.65,6541535.709,4445827.52,9328983.366,16367949.1,8831503.809,17290597.68,8457130.019,9206807.528,484371.3633,8949110.499,8873714.936,8893843.856,7678520.65,13324487.63,11747646.94,12733116.4,19348596.64,4427215.144,6197232.444,4642446.197,15066236.88,7458995.55,11220524.23,8285039.946,6604998.293,9536889.257,6527379.356,12395974.48,8894800.645,15837808.95,10174591.19,25019151.13,9799560.023,8533252.073,13455551.96,3687567.283,2612406.375,5046772.436,1725995.656,66242005.8,58242170.29,71675461.65,74026634.26,61033781.53,44306093.17,51061080.7,27959632.1,87583157.91,20588690.85,29250611.92,46851840.37,52380062.18
164.92982,5.985,Unknown 040,MS2 Available,78114106.65,87874979.42,61598017.14,57039973.29,72599411.21,85816174.37,89915328.98,83433447.92,71115021.78,69926380.48,63249075.62,70093996.97,52113108.7,69223794.64,90894431.28,64804558.33,74498456.25,62310639.85,49721492.4,81815065.86,71822730.48,60983200.83,79150755.44,80700708.19,82977724.19,23752183.48,17452452.2,38045369.34,46632904.96,27267775.79,63833616.43,31028673.59,26442694.71,6992613.939,31790097.43,27720137.87,27555140.93,25985802.37,35535129.04,32747793.43,37899526.6,69474982.68,21463616.17,23355182.11,23655369.01,33302629.01,30103086.05,43419699.59,27672197.28,27734795.84,35265438.78,23470639.74,36778019.4,32937488,64135445.43,30495958.29,76859559.68,28031097.15,28153147.14,32669749.09,17399223.85,12331528.36,22150611.45,10047103.27,77627829.46,90419640.85,65659969.64,81711233.57,80856756.29,61406290.98,80128216.03,60030548.21,78627780.83,57035260.47,53480746.69,82835970.42,60830774.61
292.95918,6.042,Unknown 041,MS2 Available,69448001.74,96686172.51,87242199.75,96186687.19,80632403.44,81001279.33,78442536.96,63059340.74,60758682.47,61471301.6,53720232.32,59767980.23,40646781.7,71541886.97,84202457.67,62648391.84,59714188.51,58765649.62,40707605.03,82823050.67,70885052.22,65245543.36,72876691.87,82829846.09,72704167.1,3592656.343,2401796.462,6915351.539,9428812.111,4553299.733,14442827.8,6013041.92,4636100.3,647578.0647,5713910.792,4623928.707,5091568.938,5894009.089,7992505.767,6696461.651,8348903.928,17462595,4944424.073,5105218.721,4898568.7,7583967.486,7860399.586,10142347.1,6511530.115,6691176.71,10282859.37,4455067.386,8848173.918,6844952.911,12967951.62,6407006.763,20769175.65,5877571.676,6660882.751,8560301.832,3364420.843,1790271.109,4886550.59,1425608.294,58238141.57,60589510.8,71895298.03,79466254.85,73240815.54,69444974.54,64200278.26,45996746.7,65761556.89,46080471.31,44839581.22,67603055,58730259.41
226.98758,6.016,Unknown 042,MS2 Available,77294759.89,101392263,93715815.51,100702431.9,85973388.54,87582203.34,84327238.39,72131103.91,68082938.53,71028464.78,61563257.95,67219203,49338347.47,81319862.47,88378532.61,71232205.83,68789237.43,67067484.98,49758206.57,89557790.33,78917542.4,74965125.23,80105836.32,88280457.01,78648954.2,6403891.788,4876879.857,12380217.23,15580806.94,8469801.124,23108226.35,10535553.01,8322026.595,1690309.394,9949671.796,8627131.119,8958157.709,10176838.79,13367313.82,11169969.48,13685437.01,27039663.86,8709292.974,9212675.662,8599011.839,12653318.84,12519613.76,16285813.24,10814979.46,11570406.44,16174438.17,7904452.167,14318807.72,11769162.33,20884180.99,10805264.29,30276468.08,9926581.606,11245796.05,14542635.09,6196112.434,3608085.715,8637147.161,3050223.059,63350763.27,68308172.11,76683935.19,83933533.31,78669415.13,75890573.83,71294273.99,52865377.21,71566212.68,54630043.95,55595488.45,74533860.49,64899006.41
192.90644,5.823,Unknown 043,MS2 Available,9533905.86,8221147.534,7576151.746,7859146.021,7354050.453,7242594.077,8210878.385,6391347.858,5422012.536,5948990.506,6146838.107,6027448.97,4005605.626,6970058.629,8076949.982,7024037.519,6774956.721,5738417.76,4641420.236,7595426.193,7418894.166,7116809.247,6868473.74,8258929.018,6954914.937,4543365.568,4650803.401,4467983.1,6395448.556,5967292.188,5279734.688,5387371.367,6022056.853,2087635.096,5441495.365,5885745.584,5818591.149,4951889.4,6127318.217,6431269.402,5457707.838,5298215.075,2666478.53,4863830.104,3842796.851,5584044.766,3569034.322,4205113.524,4978871.629,4281068.751,4628300.264,5022348.658,5892529.603,4390633.712,5042035.682,4904903.415,5853904.555,5936851.085,4972818.756,6512055.488,3858058.183,3737637.996,4113273.917,2958651.704,7763230.773,7130835.744,5788077.834,8451598.225,7378726.36,7623865.365,6601442.689,5356764.924,7510109.604,4596765.256,3404354.413,6603432.636,6969349.181
430.87068,5.798,Unknown 044,MS2 Available,68285051.91,45214633.6,41262215.41,47968903.99,48532293.11,42733041.85,49384256.59,41439396.28,25964315.77,31796258.75,29299240.6,31823666.62,16743443.92,36302577.76,50800188.81,34733912.94,37969609.59,26692772.65,21415565.28,44002970.05,38453023.67,35061772.26,33925121.94,46537330.46,46378379.44,27979756.58,26436764.65,22878385.82,39747627.34,33579494.34,30818098.96,27254680.55,36399695.29,8429622.833,30345216.39,35762715.26,33169832.93,24031751.22,35276149.42,38202072.76,34105224.89,28822277.75,14652190.93,22004972.79,16207890.94,32953072.5,20174475.14,25938482.74,18104406.4,18347231.3,23171203.66,24188384.07,34465423.09,26361594.57,31697717.53,42958539.09,37555720.05,34143509.84,26306943.75,35635165.44,16330262.59,17444236.39,18661068.54,13260774.78,54490297.14,46843159.93,54900287.43,56616244.57,49665096.85,53009840.14,39976901.05,30383758.88,70733947.49,19931156.52,30101487.8,39149456.97,48205084.55
528.84752,5.799,Unknown 045,MS2 Available,52760000.49,33750439.71,29059026.99,34536727.15,35537912.58,29829216.71,35818088.89,28856788.5,17199945.97,21523645.24,20282086.91,22539949.13,10947455.93,25565104.31,38831363.17,24602897.26,25178148.56,19357364.64,13887190.44,32149734.05,27222691.14,25335989.93,24050710.92,33139496.32,31147899.57,19094925.33,17720162.4,15832860.61,27457699.43,24093140.66,19713774.78,18319704.97,26167124.04,5499118.681,20917820.57,26998536.45,25086203.65,15990836.14,25143128.02,27315275.29,23943630.91,19103240.87,9629663.79,12843021.64,10131615.65,23082971.34,13085551.86,16788723.24,12125299.55,11952860.93,15708528.21,16925430.75,23197713.1,18574899.47,20973004.12,28023247.31,25773762.64,24526277.55,18099957.1,24973290.95,12048957.62,11659781.66,12498066.59,8473971.009,40255660.73,33983583.57,39463356.18,44122164.77,36027486.29,40590104.46,28464930.11,22623334.32,53343595.32,13278536.41,17001469.97,28947232.87,35993186.21
597.00977,6.056,Unknown 046,MS2 Available,22454395.81,45959465.1,41634079.51,52265949.89,34379878.79,40074169.95,29826086.68,19745588.17,17059480.58,17656794.81,12546017.47,16937439.55,8912042.186,22517853.46,37967450.17,14005546.98,17426397.76,17231145.38,7106042.764,37279566.92,22690358.06,18576528.05,24967003.48,31558318.1,29100368.5,14406.06204,14591.33785,426771.9555,513242.349,13411.24622,1017234.31,161870.8297,14515.38238,13844.47605,14361.4165,13720.44222,14563.53356,13471.27841,488949.0048,342228.546,373470.1599,1385346.784,14065.00548,172120.5666,14210.33293,273744.1483,520947.6233,693747.4392,193798.9368,13854.33984,506190.9708,13778.69798,386587.1883,367569.96,1132512.707,279531.5316,1936550.876,204941.1558,170350.2276,525801.9079,14525.77976,13902.0058,169980.0428,13998.12806,22285600.49,20903663.8,39753641.74,38322520.8,35570464.7,22727291.94,21263619.6,13646337.69,29942969.95,11004679.63,13059605.7,23804499.25,18954541.59
198.09722,4.552,Unknown 047,MS2 Available,19669.56616,26963.4108,25757.45891,25580.7867,24935.91556,25686.08786,27543.98238,21239.17297,21434.93236,20123.10101,20429.70989,19707.00937,19446.38727,27020.55024,27782.16236,24880.40873,19441.50758,21651.94135,20556.90742,24506.4263,22595.42463,24235.56411,22943.77846,22921.70602,22266.19836,19993.64937,14194584.92,20555.21108,54192547.46,20262.41448,17078294.75,20898.3353,20922.63419,19875.32551,20425.39587,21057.64681,20699.40448,9151117.926,21026.33783,20865.07072,21196.76695,56464181.48,13470073.18,15442604.75,20493.62813,21673.37958,21818.49975,20408.98184,20660.88794,20515.2577,50053465.09,20000.51022,20223.04962,20579.29911,20448.60069,19788.25969,19884.42518,21284.07526,20650.78445,21319.39842,19594.93781,19872.69721,20244.88251,20022.42936,22940.48597,20915.4233,23491.48424,22827.58554,21938.13186,22959.21319,23967.93857,22233.62357,25752.62217,21136.56589,19482.51115,20798.13905,20454.901
420.03802,3.451,Unknown 048,MS2 Available,13614.29705,14237.99709,15113.05223,16208.27553,14507.53087,14724.72197,14633.67198,14833.03315,15845.27931,14695.52403,14363.23145,14150.03079,13399.38839,18149.86725,19447.65918,18933.65264,13739.55147,17517.52515,14737.56786,17755.71706,17911.02097,17109.6388,19196.8834,20756.7374,19350.28846,18856.45213,12948.81312,19943.07555,13286.51895,19247.67179,13009.28235,13692.09258,13161.0541,12831.49264,13449.45725,13888.98472,13490.47756,18792.1821,16345.51972,17360.50578,16089.64337,13520.12625,13386.58418,14302.72337,14786.21941,15001.39677,15048.3442,14002.7592,14282.71871,14412.71573,13349.43652,13640.6866,13384.18937,14039.54071,12967.21412,13907.98392,13240.14423,14510.85818,14475.85723,14495.64472,14028.60124,13814.80835,14048.19241,12820.02935,21166.86671,17227.98742,23655.02822,19903.06582,18442.01124,18366.30675,14607.66123,14382.11198,15096.81585,15097.12469,23404.16675,14239.85136,14234.74936
244.11783,4.915,Unknown 049,MS2 Available,12160.83468,7826068.777,10333592.09,10818109.39,3710792.638,4678253.687,1900146.171,9432608.787,12702170.08,10338587.74,12052.91605,12587.03773,12235.22336,7744235.287,13663554.61,11900915.61,19382.05742,393663.8136,159667.6389,8980945.245,9063499.5,8030462.836,517821.8149,990057.8583,17362.91854,12966.69018,13643.91258,13027.26137,17957.64908,12942.65109,17951.8383,13996.0337,16989.76169,12143.78879,12882.82089,16722.86245,13921.79632,14527.3294,473234.9422,284023.6957,263058.5035,1569435.251,18477.56717,1545303.416,4968925.332,6104620.221,12667516.04,6568505.518,5763527.661,4971343.838,12797.56047,13223.74634,1531129.526,12855.53383,610925.7694,12393.75457,663895.371,10450541.25,11992131.43,12226498.71,803849.4406,960612.231,1855314.468,12629.91848,11142727.87,1287838.718,5772249.381,16093418.6,13367941.93,7586722.127,30732374.03,40122685.14,2888687.395,4674825.119,270208.6675,7905558.97,12093.69871
326.12341,4.968,Unknown 050,MS2 Available,18075.70307,35360244.27,48753898.44,54084201.88,41795594.2,24896597,41016054.53,20531.79575,21105.76544,21404.26002,17797.29574,18115.17564,18255.17109,3422373.708,7260651.285,2990251.805,18401.08404,19894.99679,19256.82431,19716946.32,23072186.12,9178393.612,2577800.728,29728943.77,848689.9492,18247.39747,18827.33958,20344.0648,20782.39071,19094.60244,19693.60753,20223.42781,21156.32797,17108.25373,18387.50334,20931.09574,20116.15925,23036.17376,20109.21965,19258.17664,19082.12074,20359.91555,17939.68908,19864.45947,19842.36782,21303.60325,25490.68635,19428.71494,19195.08204,18761.87117,19592.11176,18659.32582,19185.48021,18670.25601,19490.45185,18231.87257,20099.34883,23648.10437,23521.27086,22538.731,18302.05893,17628.20495,18379.01687,19200.34584,4522055.836,18413.65933,5393223.113,3785778.223,4977657.83,2671884.424,25074.81775,23209.232,28844.99589,19272.62637,17106.36524,18947.83788,17587.37533
142.94789,6.038,Unknown 051,MS2 Available,74350786.87,38335617.36,37442270.28,38128726.04,31043810.47,38893768.92,37654986.87,85395757.69,38299489.27,72890983,30996248.49,41499589.01,29693533.37,33433787.95,65419094.54,36303809.06,78694871,65009943.46,26226400.29,32050762.6,70433988.25,26405792.95,77975457.87,37011636.51,82414415.05,41186880.59,33481079.16,59448834.89,71131056.79,47569293.26,91330854.53,50445627.05,44825226.48,15750072.03,52024582.98,48133909.39,45299419.33,42549001.24,54184245.07,51646410.28,55928699.34,96086721.24,34323269.73,36908976.73,38026611.89,49786410.69,44240042.04,64045524.74,43674268.42,44381606.09,48791843.98,40128752.99,54600700.01,16024857.88,91612305.55,48744003.74,99992758.08,45231216.74,43892292.68,48790692.41,30005858.62,24149157.7,35837089.32,20592576.68,35473715.31,89481822.52,37020629.46,34240337.06,76290147.96,39036391.1,80585579.53,36423995.55,75647102.56,30376291.56,22663911.73,82497444.69,33340755.71
171.05513,3.587,Unknown 052,MS2 Available,209025.2106,250556.7335,272066.7796,234581.3661,265198.7542,287386.2477,297644.8006,227797.3245,315825.1943,295264.8198,256749.9298,256405.3902,238784.8443,260356.22,230996.2938,226422.1887,303121.5985,271636.0879,262569.0125,274021.7488,237107.2985,317475.5457,265809.3688,256399.2891,283309.5982,293209.7914,347958.1679,301838.5875,354156.5043,269397.3922,264806.327,325890.5059,329032.2755,333110.485,332169.7694,332085.5874,317783.9142,285517.9834,314413.8452,286035.6777,260096.5173,302924.2082,323213.1017,324225.4045,332597.8405,312734.7921,295991.6971,279719.4358,303488.759,306936.5865,331718.6114,326368.7419,314148.2948,328734.9514,299884.1228,301900.5957,285120.6544,301776.7582,365654.4469,248346.6417,329454.1051,317226.5754,250682.2682,374916.1907,241802.4819,365451.1694,276483.9722,276986.2429,274999.2586,279235.0297,314528.6158,323031.1797,319321.6201,319506.5581,169222.3541,296503.7558,269706.6539
124.08695,2.609,Unknown 053,MS2 Available,3603793.032,21735293.11,17363634.11,18063107,3606761.675,15199729.19,3905375.211,3944126.453,14376361.12,4058270.168,3817671.781,4044661.059,3962727.042,31405707.45,33864767.37,44496703.56,4090297.446,16673252.21,16887617.66,50522569.05,45000635.34,38700616.44,4232966.22,17297226.04,3204768.574,3812369.607,4083024.474,13543501.82,4448947.697,14836629.77,4172384.658,4646998.919,15592749.45,16177915.94,18616233.22,4003149.098,19809913.52,15102075,14284776.87,13457939.9,13405690.4,4252299.123,3329466.429,4391240.93,3988545.751,3907505.563,13294484.22,3839678.286,4128600.301,4115183.795,4227155.775,3886629.131,3992472.282,3525100.705,3894881.606,3349302.216,12008041.7,3940202.868,3968547.131,3720532.109,4130636.052,3767491.502,4202775.886,4084446.743,3385139.313,3793699.142,3244617.338,3829121.929,3297990.215,3340973.022,3446300.888,3331557.768,3567174.568,3856291.298,3403385.748,3822648.585,3327455.504
