m/z,RT [min],Name,model_metabolite,mass_difference,Tags,Formula,Foston_In_1-B_Met_LC_HILIC_Neg (F33),Foston_In_1-C_Met_LC_HILIC_Neg (F34),Foston_In_1-D_Met_LC_HILIC_Neg (F35),Foston_In_1-E_Met_LC_HILIC_Neg (F36),Foston_In_1-F_Met_LC_HILIC_Neg (F37),Foston_In_1-G_Met_LC_HILIC_Neg (F38),Foston_In_1-H_Met_LC_HILIC_Neg (F39),Foston_In_1-I_Met_LC_HILIC_Neg (F40),Foston_In_1-J_Met_LC_HILIC_Neg (F41),Foston_In_1-K_Met_LC_HILIC_Neg (F42),Foston_In_1-L_Met_LC_HILIC_Neg (F43),Foston_In_4-A_Met_LC_HILIC_Neg (F44),Foston_In_4-B_Met_LC_HILIC_Neg (F45),Foston_In_4-C_Met_LC_HILIC_Neg (F46),Foston_In_4-D_Met_LC_HILIC_Neg (F47),Foston_In_4-E_Met_LC_HILIC_Neg (F48),Foston_In_4-F_Met_LC_HILIC_Neg (F49),Foston_In_4-G_Met_LC_HILIC_Neg (F50),Foston_In_4-H_Met_LC_HILIC_Neg (F51),Foston_In_4-I_Met_LC_HILIC_Neg (F52),Foston_In_4-J_Met_LC_HILIC_Neg (F53),Foston_In_4-K_Met_LC_HILIC_Neg (F54),Foston_In_4-L_Met_LC_HILIC_Neg (F55)
486.14705999999995,4.9830000000000005,,Mycothiol (reduced),0.004890000000045802,MS2 available,,1524710.9430000002,1439670.8630000001,1798052.898,1637366.264,2106526.0319999997,1402584.02,1399916.59,1664529.649,1287778.0690000001,1462722.0980000002,1060645.81,750014.8395,11757.4256,933734.8167,1050964.659,969812.5832,1352772.371,996661.7999,1289331.206,1260184.51,1124431.883,1490504.639,1381711.769
204.09857,4.916,,L-Tryptophan,0.008690000000001419,MS2 available,,2007056.7980000002,2294660.4680000003,1340961.147,1342656.196,1039913.198,191513.4352,119684.6856,216123.8965,28788.02571,28741.50213,94598.42392999999,352204.2009,14197.91068,181935.8133,107523.3965,134390.5556,38444.61106,271040.9474,419060.6537,188570.3337,29236.98816,154295.3507,38617.70405
112.03997,4.372,,1-Pyrroline-5-carboxylate,0.0004300000000085902,MS2 available,,1813437.237,1800768.658,1208433.293,1394235.7980000002,1192113.315,1203505.3190000001,1120790.5320000001,1239794.95,2743216.579,1843974.015,2152691.924,870466.5018,20601.49696,856794.6022,2281283.845,2688549.4189999998,2418155.301,1279818.767,1312004.003,1131022.074,1698317.898,1490236.5469999998,1355786.5019999999
184.02458000000001,4.961,,5-Hydroxyisourate,0.0013300000000242562,MS2 available,,69806.72546,129535.1377,408506.9573,349831.9623,304730.7763,640984.6594,75071.82855,464601.4856,459594.3695,1378356.69,901929.9718,43690.92149,11069.37953,40889.46814,57664.45029,39145.04802,39488.29954,39890.2983,28414.42619,30209.18823,339934.0447,1362218.9340000001,536132.8427
690.50816,2.824,,"Phosphatidylethanolamine (dihexadecanoyl, n-C16:0)",1.0070400000000745,MS2 available,,134444.9856,340815.0451,133436.8598,267763.5505,86860.68081,1418930.231,1144154.0320000001,1182108.12,604113.5943,742564.4851,313323.5734,330988.3255,9434.836240999999,252805.9111,645900.7352,294875.8107,792227.6025,218805.5926,267744.3022,190202.4573,284294.2632,439818.9619,363920.7724
131.98005,5.1,,D-Malate,0.02691999999998984,MS2 available,,573418.517,428003.7005,260157.2315,200215.4653,94092.32443,1375908.009,630872.7015,1607723.188,362980.1497,1406362.736,1273618.769,174547.0824,7183.4741650000005,209779.2893,225650.8533,209764.7891,264287.0806,828235.5651,713002.5643,577079.3843,1021938.7779999999,1471097.747,899866.7270000001
526.8345,5.747999999999999,,XTP,6.888930000000073,MS2 available,,1675093.0,1753478.086,1644844.13,1609736.4440000001,1532058.994,1218262.95,1494352.832,1660323.5990000002,1464820.253,1289303.798,744790.5272,2679095.759,22837.806090000002,2133942.873,1946282.0890000002,2705222.517,2624235.933,2744063.3310000002,2289238.971,2178925.008,2026234.521,2071278.48,1892663.139
169.03615,3.141,,Urate C5H4N4O3,0.00019000000000346517,MS2 available,,1314952.3290000001,1769485.9519999998,812867.5613,1376670.2219999998,1893008.1709999999,1045514.42,1145099.007,1343888.884,1579681.542,2722033.6560000004,1463401.134,362056.3206,17271.60219,322548.3088,1078293.08,1118418.283,1750837.65,1136618.057,1050981.378,676819.8111,2468703.075,2657759.19,2135331.748
96.991,5.341,,Phosphate,0.020660000000006562,MS2 available,,1264474.654,1000101.931,944978.7053,735561.8557,1560346.263,805264.1173,774988.1267,780108.0846,758172.9016,1320211.03,691761.1856,916051.3047,62534.769270000004,956705.3486,1013556.0859999999,924833.8977,939361.3364,1451249.7480000001,1166449.15,1044492.882,890788.8786,1555805.129,1125469.805
438.10157000000004,6.193,,1-octadecanoyl-sn-glycerol 3-phosphate,0.8334800000000087,MS2 available,,110035.3498,183072.8863,1218221.719,1300263.007,633436.6381,604334.0153,805140.2493,769817.7885,389262.0591,408057.5243,350662.6034,142406.4312,9155.663943000001,88647.67405,490701.1206,490992.57899999997,279071.5838,1199518.857,1120781.982,901089.1041,1003194.303,599525.9848,985904.7435
304.04341,5.196000000000001,,DCMP C9H12N3O7P,0.9989699999999857,MS2 available,,488344.179,373250.7028,498350.9105,504403.0395,149237.1989,734818.0324,778431.5958,954392.5023,1705500.139,658355.6988,922434.3559999999,2140992.47,11261.14405,666733.9926,351019.0219,455273.4458,1029552.493,841736.4889,360028.8085,342423.6267,1249095.604,1140482.245,1183414.856
131.0708,1.0859999999999999,, R  2 Oxo 3 methylpentanoate C6H9O3,0.00019000000000346517,MS2 available,,1829729.639,1695103.955,2231139.047,1695608.5769999998,2116446.309,740366.803,2196453.406,633370.8845,879302.2403,841475.0942,1200947.8190000001,582326.4051,37874.70053,678240.9346,859334.8695,861963.2524,849982.493,772655.8273,759575.9443,838345.3089,748974.7652,979769.3713,752371.4528
639.10779,5.742000000000001,,2-Octaprenylphenol,0.565119999999979,MS2 available,,366414.7331,577258.5437,340062.94399999996,434934.0484,249251.8617,576122.838,594496.2841,769246.2419,738595.3916,534428.461,540663.1626,1150099.58,8988.316906,951367.8677,592259.9577,689168.7655,774605.8793,581105.1791,405511.4491,413620.4112,525263.7595,477067.5804,322652.9265
193.06145,1.3359999999999999,,Ferulate,0.010819999999995389,MS2 available,,347456.6257,483926.7817,582218.1424,933421.4762,1081342.32,429420.1545,264487.4276,409822.271,958195.9504,1980082.753,676558.5738,40595.96095,7687.885941,36817.1009,770502.6139,1387592.122,1791110.865,520267.88,711651.6577,936191.27,654548.8403,1687650.486,1008419.627
199.09726,1.088,,2-Hydroxy-5-carboxymethylmuconate-Semialdehyde,0.07171999999999912,MS2 available,,2110369.051,4550476.31,4611044.065,4112665.5489999996,4204705.598,4252460.29,3809883.26,3634049.349,4297942.19,1946686.645,2075557.6530000002,4114854.1610000003,113834.1229,4442818.282,2345549.953,4084975.1489999997,4480583.515,4850269.797,5173652.881,2588527.789,3986264.232,4453787.921,4627590.086
227.10762000000003,0.93,,L-Carnosine,0.006969999999967058,MS2 available,,468376.4148,534325.2693,687289.0225,1827282.419,1431696.2130000002,72329.19101000001,65448.42224,75608.52997,57557.42809,48410.679769999995,68804.71271,76464.78068,7677.610205,56920.88492999999,52066.719939999995,57633.90772,53569.89247,41122.77455,44657.61061,34664.7927,44500.36435,53187.88713,50709.85009
187.00943999999998,1.0759999999999998,,N-Acetyl-L-glutamate,0.03973000000002003,MS2 available,,72990.73348,36534.5919,29936.47143,98982.04991,61192.760429999995,62195.367320000005,55011.35962999999,27061.857969999997,27421.18045,166883.4392,98469.33859,410431.3894,54046.24287,415737.075,347126.8901,650562.8878,1666260.2959999999,481016.7817,475825.7883,334347.5439,1156891.353,1602677.071,524231.6051
95.02471,3.5810000000000004,,Methanesulfonate,0.0438699999999983,MS2 available,,2070257.945,2827798.7989999996,3016736.232,3331421.555,2568375.8,2612100.425,2843093.288,2389432.344,10161785.28,8481865.04,9973259.703,1058528.126,575725.4144,1872845.7659999998,4360803.52,5413360.9,4992693.146000001,1449744.6830000002,2119191.624,1952946.48,7165465.01,7710378.859,6248628.574
315.15904,0.873,,Dihydropteroate,2.053580000000011,MS2 available,,853516.8205,1343880.189,1290645.384,909706.3094,793143.315,56291.963370000005,57681.94142999999,65264.75361,55955.202860000005,36286.22472,43063.37898,42111.985660000006,9619.474193,50641.200919999996,39599.140980000004,32500.82871,37253.14438,30413.318460000002,36823.311239999995,22784.0392,29405.627760000003,30866.506460000004,36662.165689999994
334.03252000000003,5.542999999999999,,Dihydroneopterin monophosphate,0.023289999999974498,MS2 available,,1479539.231,1264690.955,402217.4774,332695.5225,437749.4651,1151358.237,1421705.9309999999,1101267.132,527151.7725,473681.7999,579648.5236,396484.0924,10957.44424,345602.0578,410492.7533,417996.4014,338981.1742,383076.6024,392056.3201,288237.2307,482047.6299,585470.672,454141.4076
200.99906000000001,0.643,,"5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate",0.02747999999996864,MS2 available,,283191.6759,302760.3435,309137.5913,229105.0503,241436.6714,290718.1626,241321.0494,262097.7647,323222.4713,326321.3534,306737.5879,280807.4214,7465.19885,160866.6735,801098.8205,1108563.265,416685.3612,820385.0249,449199.7114,393670.2644,279117.1102,352039.5747,427620.7217
132.07904,5.132000000000001,,Ornithine,0.010840000000001737,MS2 available,,300542.3131,422011.3267,200334.9255,110995.2325,217394.4312,1129253.561,372032.8499,1922626.8569999998,509748.9974,1467660.969,1463450.417,208592.0991,8749.62277,68286.64439,261586.6707,285019.9917,166985.0642,350392.5911,468096.6982,411416.4111,1279620.721,1814169.8,1143027.495
232.08254,4.226,,"N6-Acetyl-LL-2,6-diaminoheptanedioate",0.024110000000007403,MS2 available,,1748694.148,2062722.324,1051518.43,889491.4138,903807.6878,637603.2601,651368.825,602856.5868,1049269.743,455421.9202,594462.7314,968186.353,9628.351417,909619.1483,192140.275,154181.892,202612.0242,69876.22879,84856.68994,23511.31985,191198.8956,278066.9983,200462.3114
507.06762000000003,6.103,,Raffinose C18H32O16,1.8905900000000884,MS2 available,,392680.9798,408051.2429,443549.6479,325123.3795,360937.3556,724722.6122,654624.4047,744854.7767,678122.8344,545481.9866,541822.6944,1164881.906,9128.836862999999,1108034.66,587545.6509,729382.3894,655884.8308,629797.6963,528043.2641,418873.5386,534504.6188,527045.2144,480730.3153
329.1384,0.902,,DAMP C10H12N5O6P,0.08477999999996655,MS2 available,,896713.7829,956465.7296,2291335.106,1240394.521,1707884.0380000002,98953.09578999999,89539.56078,103439.5381,78743.94302,62134.11252,94131.27995,104610.9691,10494.84356,77873.09245,84417.06109,78848.5743,73288.62147,56259.8004,61095.786620000006,45808.75969,60880.659029999995,72766.00244,54181.02597
744.85265,5.767,,"Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)",0.2981399999999894,MS2 available,,930772.6322,1156361.21,1074320.772,1069063.3429999999,840188.4222,929114.1083,974085.1771,1138986.169,959940.6767,709702.0373,683509.9513,1100113.299,10698.080979999999,900187.1314,903901.8039,992565.0394,1062314.811,819308.0431,774606.5798,485552.151,883144.9697,1055015.679,715996.6976
455.15188,6.011,,"5,10-Methenyltetrahydrofolate",0.004169999999987795,MS2 available,,207228.3454,226392.8657,439460.35299999994,418858.2831,300492.0209,293364.8077,226241.1452,334075.6762,1032954.6159999999,843160.1172,916012.2323,62710.00362,7781.7099,33979.79441,237664.5567,226346.1867,227657.4335,165571.6451,124911.2423,97950.95335,534535.7527,629118.9063,465537.4957
254.91343999999998,5.564,,L-ascorbate-6-phosphate,0.07843000000005418,MS2 available,,1427971.414,1383719.384,1110083.1670000001,1117678.789,1290978.428,1076296.353,1110040.969,755868.2625,925747.4108,591015.1307,744214.8528,1143190.602,17149.90159,1108136.872,794488.3484,991530.197,1237368.9070000001,1440086.4219999998,1319023.936,1918745.071,872748.6836,691187.7608,859120.8654
544.18953,5.888999999999999,,Xylotetraose,1.9900700000000597,MS2 available,,473904.5402,463994.1715,635145.4482,627047.8983,570535.7587,315859.2166,304629.4583,456809.9984,303717.6678,278505.4897,312715.2113,841105.3062,7576.586331999999,516794.9034,387132.4384,268134.137,284590.9286,128091.2655,101125.8278,86015.01685,187036.6392,299674.6275,139558.7373
96.9376,5.354,,Sulfate,0.023229999999998086,MS2 available,,898167.3405,1152896.3059999999,859198.4565,236095.5169,889737.5191,927314.1861,644062.8257,726394.1814,1067266.525,877637.5664,1090433.555,484566.1235,11507.366240000001,1835204.34,1861280.561,1532921.1430000002,3212032.392,887413.5247,849173.4242,828162.2222,951662.8408,2856357.409,2029818.5980000002
427.35369000000003,3.602,,Adenosine 5'-phosphosulfate,1.340340000000026,MS2 available,,5907.131717,6148.901013000001,252686.0754,306578.9803,220229.3011,6085.478448,9597.606061,13628.154359999999,368108.9846,496624.2984,589586.8217,5880.070721,4441.071502000001,5803.71623,13941.65642,7292.745311,6568.011579,17027.98424,5498.619654,14427.83595,5602.379358,5529.137289,5612.579873
146.02589,5.026,,(S)-2-Hydroxyglutarate,0.003270000000014761,MS2 available,,2580031.131,2283591.0840000003,2124638.297,1428376.246,2480093.601,2114149.106,1633708.7380000001,2020069.0180000002,1778268.3169999998,770573.1928,1175523.672,2186659.82,6132.183975,2160167.599,1897489.571,2208990.116,2174322.457,1333856.275,1108747.751,1116595.011,1262114.6670000001,1210392.043,439100.9043
134.92498999999998,5.617999999999999,,L-Homocysteine,0.1104100000000301,MS2 available,,1021552.391,1048928.238,929510.6725,838954.0493,996647.4509999999,803096.0188,891758.8609,949126.5388,759268.2469,910940.9914,1014634.4920000001,1510758.333,12805.95938,1331531.133,1308254.341,1674106.0669999998,1595210.771,1695775.5969999998,1545389.273,1477529.614,1258706.3059999999,1221506.1,1385424.3830000001
737.08546,5.851,,Nicotinamide adenine dinucleotide phosphate,2.9681600000000117,MS2 available,,264841.04600000003,243829.1431,199882.2811,197110.6137,225114.0199,316564.0655,253770.9925,304386.2936,356921.0621,260274.672,317788.7819,609301.2731,8215.20497,390177.9802,341762.5108,484888.4091,438015.6826,783835.3709999999,438114.6862,426495.7272,286348.3461,330112.8109,280378.8896
141.01856,5.815,,Mucolactone,0.0007699999999886131,MS2 available,,359890.7569,444076.1163,573199.1147,448737.1703,527856.0106,347645.614,376914.4152,279403.0732,373354.6927,354011.4688,368186.7342,456521.3132,5645.692263,286439.61100000003,276117.2246,269984.5223,253750.7615,466749.2526,306764.2874,341758.0116,410496.5903,319052.6283,386503.05700000003
775.0419,5.8420000000000005,,"Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)",0.5008100000000013,MS2 available,,387293.2659,482142.04299999995,444768.064,379040.276,325323.9111,717044.392,484779.2424,774726.8145,600244.5598,450146.0696,435182.8393,915397.7804,8086.028389,775455.2052,573674.1169,757206.536,552380.4747,602653.2585,396003.475,237459.0553,406890.6154,537190.6012,427667.2323
673.48018,2.7460000000000004,,"Phosphatidylserine (ditetradec-7-enoyl, n-C14:1)",0.08360000000004675,MS2 available,,2150028.12,2145586.787,332190.42600000004,314597.5368,391930.0841,652545.6479,981312.7099,1116989.493,363138.4486,363337.8281,635258.4092,1348179.1730000002,26812.99683,1316469.249,785103.2682,115026.758,738337.3922,1325553.068,835471.16,568631.7983,532178.445,527338.6848,599500.5216
597.07173,4.717,,2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol,0.05332999999995991,MS2 available,,108395.7116,243232.0425,229274.6418,300422.0294,233700.33800000002,168930.682,155432.5567,123472.1953,453613.713,213434.93,201920.1573,65571.65447000001,9657.694390999999,70384.51815,473321.29600000003,1053505.885,1081184.247,677366.3713,544405.0774,547496.2949,220444.5591,193691.0828,136275.079
262.95534,5.933,,3-Phospho-D-glyceroyl phosphate,1.0251799999999776,MS2 available,,768625.8242,808276.9539,825302.8363,687966.0116,685815.6971,955634.1947,936487.8948,1145096.864,830466.5937,1048140.045,1142136.303,505909.2206,11906.83678,438253.2948,524011.1013,572228.1719,549906.3252,501730.4431,487738.0696,400363.4943,1286704.555,1238158.155,1246770.519
236.94752000000003,5.287000000000001,,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate,0.9266000000000076,MS2 available,,796381.3627,814359.9671,1181872.473,1502833.7980000002,1096663.447,1198954.828,846153.5757,531457.4744,1353695.102,657245.135,583017.4748,1072595.606,8591.117436,645045.3897,305586.4285,307706.9534,653101.7647,254944.4102,179107.5999,258529.1933,220766.3524,316388.175,231926.6341
273.07317,4.581,,6-Phospho-D-gluconate,0.07037000000002536,MS2 available,,1498418.122,1574722.9780000001,254621.7736,310815.9002,260257.6184,485505.3894,542714.7231,629871.4283,313370.8687,324875.3586,345931.5179,307717.7572,14094.22709,197434.3398,432673.7676,415090.69899999996,251381.2343,851292.5140000001,686301.6206,662965.9822,91358.26473,330515.6259,254812.2292
143.04558,3.855,,4-Methyl-5-(2-hydroxyethyl)-thiazole,0.005099999999998772,MS2 available,,847076.5585,896390.3962,1118889.618,983534.7186,964218.9485,1399569.447,1219145.221,1370278.736,1735309.514,1475793.6330000001,1831923.48,1454814.86,17681.05051,1272737.591,1799213.91,1815819.371,2065320.0659999999,1818734.864,1468553.695,1171204.502,1525268.947,1805982.7719999999,1489677.675
758.53394,3.015,,Coenzyme A,4.552159999999958,MS2 available,,8705.878252,8455.008379,329964.8164,190954.1322,556537.0131,8926.115385,8322.132809,8632.589924,226902.0212,531498.0486,304387.9479,8764.789109000001,6588.2618729999995,8696.594504,8429.853158,8679.184956000001,8652.865793,8351.663085,8612.900113,8551.897731000001,8398.140056,8063.608201999999,8146.962573999999
232.08254,4.008,,"N6-Acetyl-LL-2,6-diaminoheptanedioate",0.024110000000007403,MS2 available,,1542981.15,1830122.335,814258.1256,955818.0090000001,1097043.289,1131799.169,1246920.472,1018324.378,1903536.496,591896.0046,620990.9625,1033171.4090000001,15035.722780000002,1467784.68,131125.5256,200141.3183,338048.3548,53274.717039999996,149508.4102,46259.22518,152696.0313,274639.4103,231938.379
760.06874,5.3020000000000005,,Coenzyme A,3.0173599999999396,MS2 available,,447471.3175,236177.0387,724133.9258,761715.8163,667683.7934,250180.6424,343564.2665,420433.0797,827068.2796,466537.4406,889636.1287,361806.3492,7052.218443000001,361895.6494,336694.1611,545556.7158,579022.0046,527166.4492,288542.9032,512337.1656,679433.7599,363820.3472,590196.4023
216.92829,5.933,,4-Amino-2-methyl-5-phosphomethylpyrimidine,0.09805000000000064,MS2 available,,960819.8076,1107492.966,815461.9491,1059067.858,754512.3313,716547.1702,843187.2609,877291.3626,780571.9173,918105.6596,1033104.25,1637069.18,26249.14525,1211950.1809999999,1454043.302,2090937.7959999999,1851644.928,2664530.018,2460904.683,2694616.212,1536081.299,1441825.142,1502866.862
310.87948,5.629,,Geranyl diphosphate,0.16712000000001126,MS2 available,,709640.4704,732717.9566,720674.2147,710209.0094,779990.9538,550773.6226,650883.3323,604475.2705,684523.2682,588739.1025,650740.451,987086.3909,11958.12247,886498.9328,847761.943,1090660.452,947857.2259,970500.5552,1018209.3879999999,922753.4013,790165.2414,690325.1896,829603.817
143.10712,1.204,,Octanoate (n-C8:0),0.0006300000000010186,MS2 available,,2057096.553,2117880.039,1597511.8369999998,2476728.8019999997,1577213.009,2283777.437,1954679.081,2131734.026,1996768.7019999998,1696448.37,2162965.022,2475677.256,1573996.121,1573638.845,5284688.484,1564902.229,2063846.1840000001,1794752.5880000002,1531035.7959999999,3576944.437,1668169.029,1816330.24,1846751.007
565.09993,5.01,,UDPgalactose,0.05145999999990636,MS2 available,,246136.4476,185315.0524,308426.0085,621288.5074,657884.7207,94319.97327,113075.0296,51665.531839999996,201416.2132,183489.0503,176779.8096,648222.8788,7106.733791,931166.84,233233.5757,135550.4028,165702.197,203905.7509,129882.677,47225.50203,76136.19226,115606.1261,90232.07557
256.09407999999996,4.434,,Dihydroneopterin,0.01067000000000462,MS2 available,,122699.3612,171013.7158,95862.80842,63780.02289,45721.41676,170552.725,124630.6596,290890.9495,10527.853340000001,10175.945529999999,10650.9293,782416.0006,8025.938856999999,690572.0184,95478.60157,111281.3448,102897.0795,49242.03672,36032.04753,20175.569359999998,120369.6626,125191.2993,127838.2447
299.14954,0.9740000000000001,,N-Acetyl-D-mannosamine 6-phosphate,1.9067300000000387,MS2 available,,1697441.6069999998,1422723.5790000001,1888971.199,1601670.895,1396633.4119999998,3090028.7410000004,138252.8432,2827406.0739999996,98605.03611,3124635.85,87314.11291,116174.7195,16998.65193,106486.2657,3145508.438,72241.96346,107784.4422,77369.72712000001,3317982.225,3407467.6160000004,62608.774670000006,108380.8723,111839.3689
134.92498999999998,5.837000000000001,,L-Homocysteine,0.1104100000000301,MS2 available,,1172272.897,1289498.3,1175597.166,589665.6135,1235900.278,474609.0742,659747.0998,1043024.947,566474.7621,570265.9408,572635.9253,1667159.108,18759.72363,1469671.195,922986.6938,1976193.437,1909701.392,2032720.227,1946918.9719999998,1867335.33,733350.7852,724587.3154,825862.2486
157.06108999999998,5.632000000000001,,2-Isopropylmaleate,0.009729999999962047,MS2 available,,391750.2158,328793.7535,746432.2149,1020578.699,861777.6191,346036.7115,398687.1719,416176.2,610440.582,499504.9835,639218.4864,1010180.6429999999,7941.677612,795455.4957,853698.9955,1089720.023,983981.7771,781198.8323,544085.04,522794.31700000004,707057.3576,793896.3175,522268.2903
187.03739,3.802,,N-Acetyl-L-glutamate,0.011780000000015889,MS2 available,,616945.8670000001,679746.5222,1390093.53,1486267.36,1578896.9130000002,26530.185080000003,25436.610480000003,25207.251480000003,24769.35845,24540.01665,25187.74624,23632.07586,20640.3669,23655.01759,25706.336330000002,24675.393640000002,25038.95251,24344.13094,23891.034490000002,24212.778830000003,23744.846540000002,25295.1185,25220.036490000002
203.067,5.256,,Ala L asp L C7H11N2O5,0.00034999999999740794,MS2 available,,550378.0527,1055722.534,620396.9157,714580.3003,684134.4809,850239.6606,471970.0362,854112.1315,427680.5892,894416.0039,746982.5414,417760.4527,17162.56372,380717.7576,531970.8859,473938.9406,538494.0325,337278.3345,248967.3214,356029.4335,939829.4166,1031026.672,420040.6012
201.1493,0.9890000000000001,,4 Fumarylacetoacetate C8H6O6,0.10921000000001868,MS2 available,,171783.7577,272760.1677,201136.6155,215052.5033,198653.9953,1048279.1590000001,683342.4759999999,920023.3256,630170.872,415596.0672,1510619.656,245460.1128,18929.28393,373198.5589,695412.4431,1504758.71,776742.7231,1222078.754,720441.3442,837043.172,1347181.092,917970.1068,425931.8367
232.9523,5.556,,"N6-Acetyl-LL-2,6-diaminoheptanedioate",0.8456500000000062,MS2 available,,407474.5444,454315.2855,571048.0928,312854.3696,518876.1366,498270.874,612534.2889,482929.3708,504459.6709,384747.7877,431276.3325,13816.06921,10735.19703,173162.8155,203333.3849,224858.7479,13623.381769999998,13392.05479,137945.2939,89191.39866,14022.6691,13886.10475,50826.908610000006
241.18097999999998,1.305,,"2,3-dihydroxybenzoylserine",0.12233999999997991,MS2 available,,66588.07226,90772.81494,93288.21028,61000.768579999996,74697.51546000001,725635.7428,533555.6941,416219.1463,203072.6367,291735.6132,626349.6388,944736.1677,15547.53255,895294.4443,660901.3289,1194967.7340000002,720072.6833,952030.9884,475405.5548,734736.7846,289200.8785,613679.6695,468566.7552
108.90146999999999,2.931,,Ethanesulfonate C2H5O3S,0.09502000000000521,MS2 available,,449378.5948,429110.4002,411891.214,28388.38925,527019.8405,410782.6906,407636.8541,580627.1969,557710.9233,545434.2321,545847.0172,509195.0374,46893.52083,477263.5471,146305.7027,641150.7379,535393.4644,821806.418,982635.7803,1077602.653,222916.6307,600813.394,596774.547
169.08652,1.079,,Pyridoxamine,0.010629999999991924,MS2 available,,1351648.406,1381825.399,1367672.6819999998,8461712.822,1777215.2780000002,1125911.321,3440843.5110000004,1160447.396,817050.1106,3706241.3710000003,3748506.113,3817055.224,758931.0094,3879808.5069999998,4103865.125,1223055.923,1515198.763,4034478.1289999997,1516995.645,1568907.685,4215075.7530000005,1367678.7230000002,1377937.096
96.94925,5.388999999999999,,Sulfate,0.011579999999995039,MS2 available,,248188.7743,284331.0431,323380.88,531655.0834,354629.6813,175223.5125,440586.8283,288917.7629,393408.0337,470985.3481,440906.6332,428175.3215,13908.722319999999,332671.9923,643424.1177,539543.9766,548275.211,1080142.395,790628.4652,563769.7694,621843.4307,603879.8717,965919.4824
243.08742999999998,1.072,,Cytidine,0.0019099999999525608,MS2 available,,872185.2359,2177945.062,3424148.452,903644.1122,2867719.494,2343335.615,770598.8096,1965609.914,2032699.3190000001,1872724.13,2300645.779,1140696.845,24745.62734,2611712.297,2784867.6960000005,789330.4113,1367233.539,3410602.06,3499284.548,2644959.055,755157.4699,865362.2461,1194565.2140000002
408.85636,5.647,,1-hexadecanoyl-sn-glycerol 3-phosphate,0.6275699999999915,MS2 available,,465660.2313,482897.1789,412883.2007,523063.2634,368788.0291,397881.0199,443344.7852,460033.5407,444677.7636,394395.5362,397553.3806,980777.9575,16196.10962,688749.6028,614641.3889,715761.4071,705493.3675,677828.8665,737044.5051,598466.2342,506294.1812,508040.1232,848027.4605
408.85629,5.65,,1-hexadecanoyl-sn-glycerol 3-phosphate,0.6274999999999977,MS2 available,,465660.2313,482897.1789,412883.2007,523063.2634,368788.0291,397881.0199,443344.7852,460033.5407,444677.7636,394395.5362,397553.3806,980777.9575,14300.228009999999,688749.6028,614641.3889,715761.4071,705493.3675,677828.8665,737044.5051,598466.2342,506294.1812,508040.1232,848027.4605
141.07083,5.937,,"Cis,cis-Muconate",0.05076999999997156,MS2 available,,376428.4542,316403.59,331044.2528,367052.3026,448001.4956,579675.7325,435142.8487,607919.1091,428047.7951,394857.8944,128423.6606,201630.4383,7849.267453,259513.9013,227698.3522,250271.2065,136784.2985,258389.0017,298479.3935,121522.7558,567946.9625,228282.7282,317975.1417
227.16562000000002,1.015,,Tetradecenoate (n-C14:1),0.03565999999997871,MS2 available,,350647.287,259713.0497,162396.6246,159690.5469,180400.0986,158401.1164,281887.766,356202.8183,349868.5538,277128.8559,279107.7147,289155.088,66077.85475,372577.085,623780.9386,1233182.652,1294206.129,720120.4554,341344.8071,284861.8076,335048.3734,152199.0693,299898.2899
256.94723999999997,5.744,,"6-phospho-D-glucono-1,5-lactone",0.060280000000034306,MS2 available,,376265.0944,1085278.512,1103988.647,1074065.488,968666.6166,385278.4736,744333.6978,1020380.552,1019391.6390000001,966051.8325,974649.4295,1110020.6840000001,22882.681969999998,1043472.792,1071470.103,1083563.882,1098118.439,996864.5905,901616.7243,872896.1116,802964.9814,555838.5506,465534.0115
118.95106000000001,5.939,,Chromate,0.007240000000024338,MS2 available,,448525.7099,535155.6258,552349.012,536508.9616,481699.4964,387837.6253,431771.6681,526461.9279,455864.906,558837.5729,558962.2783,581452.6059,18670.49089,558731.7713,614888.7818,797598.0548,775213.137,918593.1653,986592.7790000001,882007.9304,783297.7131,823091.9214,887401.4076
127.98758000000001,5.059,,5-Oxoproline,0.047739999999976135,MS2 available,,455718.0569,436374.3848,516673.9833,413591.7506,401794.2736,383090.2686,210001.7887,410645.8852,256208.0307,297270.8232,239752.7098,498394.0535,7629.99199,434290.2495,330222.3562,860068.928,526602.9557,349514.2249,534001.3998,255913.4923,306957.3228,202045.7134,229810.8198
167.00137,4.766,,"2,3-Dihydrodipicolinate",0.021580000000000155,MS2 available,,48859.81273,96561.22126,28139.244769999998,46834.52242,22517.63981,58312.218160000004,64024.74915,42208.86812,243115.3343,76447.88423,108041.5054,93784.14405,12395.4999,22187.88031,23584.91277,49133.27631,40030.448039999996,530816.8433,536916.6362,355015.7556,113335.3282,77885.44993999999,113400.4852
