m/z,RT [min],Name,Tags,Foston_In_1-A_Met_LC_HILIC_Neg (F32),Foston_In_1-B_Met_LC_HILIC_Neg (F33),Foston_In_1-C_Met_LC_HILIC_Neg (F34),Foston_In_1-D_Met_LC_HILIC_Neg (F35),Foston_In_1-E_Met_LC_HILIC_Neg (F36),Foston_In_1-F_Met_LC_HILIC_Neg (F37),Foston_In_1-G_Met_LC_HILIC_Neg (F38),Foston_In_1-H_Met_LC_HILIC_Neg (F39),Foston_In_1-I_Met_LC_HILIC_Neg (F40),Foston_In_1-J_Met_LC_HILIC_Neg (F41),Foston_In_1-K_Met_LC_HILIC_Neg (F42),Foston_In_1-L_Met_LC_HILIC_Neg (F43),Foston_In_4-A_Met_LC_HILIC_Neg (F44),Foston_In_4-B_Met_LC_HILIC_Neg (F45),Foston_In_4-C_Met_LC_HILIC_Neg (F46),Foston_In_4-D_Met_LC_HILIC_Neg (F47),Foston_In_4-E_Met_LC_HILIC_Neg (F48),Foston_In_4-F_Met_LC_HILIC_Neg (F49),Foston_In_4-G_Met_LC_HILIC_Neg (F50),Foston_In_4-H_Met_LC_HILIC_Neg (F51),Foston_In_4-I_Met_LC_HILIC_Neg (F52),Foston_In_4-J_Met_LC_HILIC_Neg (F53),Foston_In_4-K_Met_LC_HILIC_Neg (F54),Foston_In_4-L_Met_LC_HILIC_Neg (F55),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274.05706,4.719,,,10956.68216,10729.19346,10373.86401,10794.44716,11452.33186,10757.53597,132351.827,101073.5888,121258.3583,405289.5863,291218.879,218312.2013,10055.89236,7742.067172,9872.919899,10340.64764,10282.65688,10645.22012,9582.702303,9678.8179,9166.089102,337307.7743,230399.8349,144356.8586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239.09253,1.067,,,781819.4281,1642257.971,811021.3988,2798291.871,867285.5308,1156539.18,520918.5719,533374.9812,965115.6858,729400.2023,1085836.837,676629.5408,1038873.772,41457.40096,594423.8369,1072025.582,1103115.655,1377777.69,1477211.022,913904.7961,1273894.311,1622609.47,684500.3274,1305819.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281.09885,3.412,,,1150124.244,1131790.447,1076920.421,898384.1873,783426.3605,815264.2527,585331.7783,1495813.079,964108.9156,258453.0183,397110.8078,364145.2606,236214.1175,19229.29959,542465.1466,347375.8394,480737.1265,333620.1534,302155.1087,175168.4153,168937.6447,442177.3745,432141.4048,356557.1682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340.12341,6.192,,,246908.0037,186438.2496,345528.6926,2633600.999,2904443.587,1376246.137,1594829.055,1942522.913,1969304.51,891149.7548,838915.207,809484.6709,208249.8061,8755.192161,174590.9752,846390.3551,615631.9109,376894.1337,1168425.946,1185085.947,827779.9252,1855594.011,1312744.246,1557656.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278.0878,5.064,,,2332468.365,815014.8057,1925531.572,1661783.165,940485.0758,2279447.606,79938.79253,86042.29725,83278.79777,86649.61441,56295.50602,64865.26449,141195.0464,11045.96906,94081.15718,84381.81232,97221.96651,94869.21675,96396.18712,79607.2673,69091.37733,65394.1341,76895.4995,66794.99375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357.1331,0.932,,,1896842.792,1676404.583,1283659.211,289492.0164,1905889.283,1575119.342,76901.80475,69586.03736,80388.46181,61196.17869,51471.1777,73154.51077,81298.84425,8162.984719,60519.39359,55358.35082,61277.49332,56956.55314,43722.53492,47480.84147,36856.28282,47313.65418,56550.39762,53915.70037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276.95173,5.478,,,288522.841,227938.9456,240368.2815,228847.0372,371846.4687,384544.3754,417746.473,401127.3068,225304.6116,439595.0925,295434.1673,283653.0698,208595.6495,10610.87671,162806.1651,189583.1117,306219.3174,326270.7559,246859.7728,325174.0063,234613.7922,405741.0625,240351.4264,242020.6456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478.29423,3.368,,,168215.8972,171402.5988,204362.7682,302825.8377,270419.7635,290656.9627,283813.8609,361692.4469,348471.1835,316071.6005,440162.3508,555659.8268,79751.85494,5215.459492,112887.5506,61768.19652,45013.83732,49815.46396,248786.0949,356809.7791,365187.6928,276470.02,281182.5356,269489.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277.05944,2.16,,,12045328.18,6177206.438,5406098.995,3239964.354,2654863.763,5107042.972,4724598.758,1289202.722,2811711.086,4822985.066,2039603.622,3090915.248,504961.6154,26944.51578,265252.6144,1680138.16,1124047.951,1344127.706,920399.921,706618.9555,746192.1156,335678.2231,750685.8276,173472.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591.17614,5.524,,,16498.12192,80901.30182,55452.10138,214271.4585,236357.1562,182044.1818,10790.09697,11163.10724,10398.03799,273030.0503,234811.5363,227759.6297,25301.20062,8319.853938,10786.63744,105151.8415,105474.4929,109701.076,10696.90899,11031.88661,10962.18361,72919.7156,101929.0626,58961.3331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485.28254,0.623,,,165772748.2,67955983.9,95411150.58,87474695.51,119907380.9,154709655.3,122195976.5,85964867.35,148440490.7,93351333.53,110523658.7,128039016,93261562.43,7921.07117,132879719.3,67668717.08,70055875.26,124923200.4,80839403.64,93437363.28,61082884.35,83756208.85,166840880.4,107385477.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571.28691,3.318,,,340101.1175,347484.4708,219446.2865,228714.8186,201502.494,151161.805,267190.9822,323401.9968,313839.3624,215815.6709,260628.2404,263618.3035,82606.42335,9597.364508,72608.60134,117667.6027,83115.69678,69484.19423,98070.67959,38605.2717,42267.76073,229808.3452,245852.1767,199737.0082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280.98279,0.593,,,1100891.549,740597.8723,696353.8172,771799.7422,746760.3473,790909.8293,946886.1799,1207758.651,1061413.051,1045830.739,871765.9228,1155547.853,845078.8645,8339.685557,661098.3683,635773.8854,783310.5616,632637.1403,613332.5088,529792.1365,540345.6804,953499.3179,1053758.1,770709.5108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499.10678,5.445,,,435312.9863,517941.1602,552259.694,676006.8967,212738.7387,670753.6495,564509.9227,474669.0208,482468.7268,673442.2366,638682.1861,573856.0646,258271.8317,11003.47462,216296.2761,119410.4464,257497.5429,180423.7475,162925.3894,222924.6875,149746.3019,173207.8401,505010.5857,245550.6896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421.06509,4.922,,,19195567.57,16150171.87,14897170.79,5890802.054,11389470.51,5714533.591,22565627.27,22976042.53,27593751.35,6749457.874,8534403.971,6524054.63,417578.3179,6643.911607,364962.9764,8530331.391,12463704.75,11441206.78,17032176.52,15032254.7,15017171.22,5286275.512,11692795.24,8291543.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231.09841,5.06,,,1796020.284,1391873.122,1374234.69,8827734.432,14151467.43,3268098.847,2196500.762,790599.7935,2018377.996,2899669.01,1174238.171,1083251.727,2169632.59,7641.425092,2424226.537,21644859.89,22896908.75,18590586.66,1812098.209,1848074.011,1026266.617,874308.9788,2192783.86,1252000.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111.04471,4.717,,,1772141.965,1316477.693,1292745.302,9088995.689,10919125.13,7790991.737,197929.1136,7909.659536,7881.66186,95891.44212,42937.41242,34384.8012,7822.647752,6563.65311,7622.721574,130767.4904,229087.0715,227762.3879,7438.211269,7529.315191,7130.454837,8266.421744,17369.50344,61319.78419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.97543,0.925,,,18664950.15,15625537.04,5888247.087,16120408.11,5376763.861,4607721.189,3043703.576,3191397.559,3693410.074,3603385.604,5758256.289,3553976.42,3920455.232,385565.9769,3508124.948,3568129.663,4892543.088,4991128.876,2471053.45,1790746.114,1783489.038,3938559.689,4294903.973,3685682.684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176.93544,5.495,,,14695051.16,12901389.51,13001519.94,11578495.27,10682100.42,11815162.22,8307452.164,10572077.1,10204846.83,8833888.682,10059824.58,9179916.438,20281380.07,23989.65341,23410706.02,19703117.55,25919941.79,24589750.13,28651508.93,27000934.12,26527955.33,16878873.48,16157588.11,19248213.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185.00874,4.665,,,240359.2721,189640.7866,7259.019693,76624.30209,764774.8793,666823.5661,62565.83883,2069742.643,199329.6922,95256.81574,4073254.932,1060169.014,6523.10633,5244.785648,107112.286,304446.3717,49457.88757,6904.10485,7561.613281,118054.966,9965.538,6980756.751,5921848.307,7630737.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.05558,4.743,,,564476.0496,263117.2005,609097.0612,654462.1295,627893.1554,386089.0082,9284687.669,7004412.483,9058256.48,9423416.794,8159993.362,10376845.49,380187.1775,8762.050167,349220.7623,8133814.941,8706678.087,7279552.741,635256.7195,750601.2621,681046.3679,8310658.399,10461073.05,7977586.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158.04505,4.858,,,235223.25,216005.8284,318773.8333,214479.8603,353738.6074,143208.6134,8687056.778,6845014.696,9212556.298,8860852.505,8810082.308,9100853.32,483471.5653,8762.140991,388401.7988,7850307.998,7597483.712,6686295.28,1050962.749,1293159.774,914992.4255,9034155.144,11358439.75,8675152.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348.03796,5.192,,,29937.70872,26781.74018,30785.79162,428290.4205,526499.2957,529384.8285,1354905.723,153053.5112,160644.2256,330216.5744,7796544.899,7418618.325,37946.50273,8308.335128,28371.66461,25042.25183,42485.00777,31279.23637,20716.91264,20925.84189,16732.98693,2965372.097,6308158.182,3550336.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733.50153,1.269,,,490667.2,317675.5348,357444.3334,6377613.457,5150079.95,5977285.87,314109.0071,416519.7706,203277.1428,2080094.915,1746290.852,2271537.806,81231.1864,6138.975631,71187.20488,87191.61539,80113.77204,49337.24524,147237.3838,116145.902,123923.9412,7568.635281,49049.7008,44026.60156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.05555,5.251,,,421918.8698,249422.5217,284720.8403,1426643.38,246263.7206,1643147.755,4116415.57,3239801.574,4093220.244,5123630.116,3764797.769,4941233.409,47427.37041,7496.469905,202750.7202,2862306.643,2385104.269,1777715.23,1035104.497,1485400.755,1252802.607,3824500.672,4968075.652,3757058.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158.04524,5.25,,,94098.57691,39767.16674,49216.79735,97001.95756,257205.3397,67998.66038,4539422.361,3437535.027,4216735.09,3744878.309,3489351.959,3887130.238,74561.66507,7223.425801,42302.30776,1874556.322,1750955.076,1510158.455,808943.277,697419.8578,583060.2551,3507134.738,4419657.959,3210823.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.06599,4.759,,,459490.4799,543858.4832,529469.5922,1128909.215,158147.1718,144249.4481,1507808.291,389499.1226,1788571.31,4021756.771,2979965.688,2552609.201,103032.7606,167702.8293,87605.27039,31605.31401,113081.8372,77381.46679,290336.8897,112751.8357,118806.8307,2143004.967,3331765.893,1811963.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273.14589,4.627,,,2782143.516,2579645.465,2239689.51,1356904.992,1215306.306,862059.7164,941530.7507,498340.1722,791446.4872,139412.6645,80250.97243,106939.55,1535026.821,6483.198785,1287961.906,2308570.148,2729372.562,2097587.25,943840.5136,850895.793,495881.6112,989086.0004,1254344.316,834545.5734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506.88907,5.767,,,6152684.088,4906359.205,5427310.683,4960235.597,5206954.076,4705730.267,4426590.306,5125220.175,5379941.694,4774852.208,4112138.69,4098322.587,5703969.374,19077.36453,4633995.862,4652627.069,5277868.2,5120006.39,4593108.009,4346163.968,3959015.595,4839717.073,4878279.989,3969060.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399.11367,4.923,,,2376320.177,3602971.517,3728692.817,3856122.331,4421021.216,3848954.573,3699468.566,4056387.879,4397300.552,3610117.045,4256545.371,4437465.976,2989528.244,10344.0029,1904769.709,2452410.769,2743552.97,3445268.021,2157862.421,2564828.378,2560905.984,3900171.821,3979797.264,4181672.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662.10044,5.414,,,1962165.133,1338826.12,978193.2975,2051321.527,2340299.709,2133295.503,2011137.174,1047065.944,1433549.859,2590612.525,1526925.762,1946089.515,1415020.086,8932.688942,963563.6612,1902409.11,1759060.619,1725420.719,1201472.932,1181038.78,879239.1837,1565247.506,1852571.145,1194579.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485.14364,6.571,,,1587566.018,1266443.457,1245454.422,1346132.774,1109020.041,991287.8989,1171049.51,885166.3568,1386948.173,2071660.474,1821760.944,2294597.915,778636.0683,7753.171379,592788.1466,1196458.078,1293834.009,1353659.414,466583.5436,406876.6641,257892.2162,1589004.888,1825422.356,1281312.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131.0344,3.481,,,14640094.18,5306138.613,6619002.735,25185931.63,4241279.192,4278046.513,2180441.513,1142853.177,2478613.783,797765.1675,554841.9338,1026013.199,530129.8246,18948.2181,311521.7905,435138.674,266527.7332,354409.7503,311374.3383,262103.5817,323328.6909,1241263.597,1571365.26,1346159.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718.53955,2.812,,,1203445.696,1085886.044,1398068.594,751854.614,925290.512,741279.5847,3764394.073,4024394.696,3977353.62,2287384.677,1806080.641,1545101.978,2486286.345,14365.30649,2236033.47,4443118.559,2457653.026,5770079.88,2243593.074,1958446.168,2010222.753,1908312.948,1238153.073,2248869.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356.99813,5.637,,,484458.1498,336330.719,606679.2036,846593.4017,929271.1776,689556.0651,474452.3195,726089.7627,600803.4242,703470.0106,960861.4753,710407.6855,1547114.006,8595.536136,1850910.045,438447.4636,312495.91,338092.4734,307708.3346,273416.6238,203710.2654,530237.1962,738280.0704,665928.6484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717.5262,2.737,,,464892.6094,568760.2652,367638.67,317393.9121,428632.732,492722.0797,1504323.576,4024394.696,1299926.065,1079582.274,501293.1564,748727.1069,1063514.644,11612.75989,880346.1469,1385042.452,1658860.633,1785418.922,920509.6166,895741.0256,718971.8261,482249.8005,797941.6316,660093.1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112.03997,4.758,,,3466841.257,1284887.885,847024.2512,645420.8366,778096.6628,490025.2458,1511792.113,2161658.64,1611143.52,2551859.488,2344800.115,2503752.759,244908.6037,48919.77588,211046.1214,1067382.004,1052567.878,1288638.621,1163465.144,1265247.137,513642.667,2533670.793,2516749.604,2078102.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219.06202,5.259,,,1005344.407,1243665.109,654224.2582,1495329.722,1812052.924,1034652.191,661666.3276,587885.8743,625570.7493,1116300.985,720656.4619,1119541.903,825179.2758,7080.581222,813171.5009,629010.2804,797372.3737,586974.9735,697536.5475,527881.7989,413454.1817,676260.5819,686236.1974,637232.7934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.04482,0.976,,,1320171.704,404869.1019,302974.6063,1592298.078,281492.8619,630600.0574,834119.3898,1629109.2,1351867.916,1617517.064,1099599.38,2405677.127,260543.6608,47993.24946,233784.7907,818899.3606,973369.5725,909778.0106,967751.078,1794361.698,1116659.398,1003123.431,1076949.344,1462719.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138.01898,0.922,,,1425221.428,691485.5918,1735885.078,896990.4495,1586525.611,1371851.278,619059.3049,516617.3692,1562448.026,2336308.908,777007.4712,2087663.423,556481.7029,139562.3945,745524.7727,1073457.262,665490.4582,960216.929,815443.4444,744600.4065,934802.544,1213258.414,840384.5141,761671.7414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213.14946,0.974,,,986985.7124,1016853.259,923575.1621,1275227.357,682775.7987,1037902.35,745195.4152,1127631.691,784069.4453,1252139.745,1563319.117,1639380.597,784334.3606,319999.0858,1373757.322,1056221.635,3016467.464,2332462.473,2497785.008,1047845.3,1389736.588,1495325.241,2853400.654,1331627.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314.87982,6.512,,,156501.7061,243569.3886,189823.3135,269178.4774,187088.6685,140898.9119,34033.99356,144258.5899,133702.7766,119162.1042,162169.3528,128872.5172,465010.6929,250568.5548,247602.3424,270100.5675,1036270.552,769202.8277,4549157.264,2959198.965,6728106.613,248503.6259,131354.5735,639982.2458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230.06692,4.739,,,946730.3054,1694990.803,1027932.192,936431.403,1192757.561,749724.7651,1175339.186,630345.3798,421477.7521,905885.0855,332278.9754,425175.231,1003695.636,11191.5151,767379.8325,1287886.509,1745023.657,1963323.842,1124941.209,1190881.658,981924.9942,542478.5085,488907.708,378220.8961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213.18582,0.938,,,563645.0677,736466.5499,575111.8277,507175.8382,553468.9059,1076488.052,445105.8216,877604.8649,880928.7489,699799.1368,1036554.718,648771.2669,1525004.394,124411.9028,499676.2522,700762.8446,847291.9981,270250.8881,1271409.792,363460.8076,385891.5572,1002395.547,879142.5553,991583.6215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219.06196,5.195,,,941402.2794,815751.6502,790472.7578,1023715.616,1117031.579,925690.2055,1066123.819,937045.1168,1078193.71,660040.3088,816763.8917,840890.4319,238195.1845,7070.59028,216012.8671,608839.843,560930.6743,579624.8219,439771.4666,312042.5236,303585.896,1181199.741,1327747.275,972195.6088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232.90237,5.821,,,943234.8628,971658.234,1423214.618,914320.3651,759830.7094,1310790.103,638048.7085,680026.8529,1180987.05,1055094.921,1445920.9,1226663.53,2371827.928,16219.43819,2111776.101,1197048.859,1738512.884,2532457.362,2442449.798,3237867.035,2452840.226,1147422.27,1133459.267,1362276.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533.13024,5.42,,,1045532.144,447253.1982,461689.0712,358996.1651,346061.4189,350222.2534,720436.7559,410492.3987,561689.7732,779120.4304,1003602.799,1249510.264,1393729.244,17041.36812,1206526.653,685672.9178,647043.2521,791234.995,635208.0896,477600.3656,437826.8036,568053.4923,698206.5111,419576.1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203.09226,1.077,,,1077623.793,1042798.549,857589.827,1145983.776,1080466.903,1036742.993,898093.8266,948394.9234,847563.0253,1128597.849,2122889.303,1007446.625,757317.7469,15433.06161,834410.243,825165.6649,661426.0116,752361.8425,900734.5836,749476.079,675378.395,923796.0169,871759.9172,982656.0996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.12497,5.148,,,892746.6007,1028410.753,921644.4999,1544556.801,987004.6216,1243471.012,958418.6844,985797.3813,1055336.923,1102367.287,1047727.909,1261319.841,814650.9155,6552.720423,801016.1255,1473387.733,1222481.026,1102940.415,1209940.306,1114526.492,884192.9286,1111387.683,1760430.531,1276497.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.16221,5.434,,,873021.8527,940795.9848,907369.7154,1041204.662,1267463.864,1014857.442,1060078.096,518182.4218,722673.3053,1189260.204,572188.5806,649863.45,339962.1516,12017.33574,231713.4081,455168.707,376450.3403,383497.6754,212693.499,193645.2195,105287.3602,370936.8101,477354.605,273318.5148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505.14166,4.533,,,1916556.919,1947658.126,291571.5902,918601.3443,1112117.175,1605260.137,2579936.791,2236714.616,3480315.889,1911903.135,2092672.512,1903077.081,339954.1117,10996.46028,489373.2617,671084.9091,758784.3505,1226873.127,245370.2841,321305.3144,253060.2376,1109528.714,1995231.026,1176499.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216.08749,4.281,,,1356990.26,1400875.617,1181353.157,1617652.529,1473885.344,1199895.021,1080811.178,864845.6674,970319.1922,786785.6242,826311.1282,917024.1279,942975.5977,9666.785986,936053.3147,1019910.111,983297.3454,709206.0709,1203595.408,886161.3266,745439.246,676739.0133,510658.5984,634636.9496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139.05076,5.809,,,598003.0456,400194.2901,438633.9846,639676.549,208019.8429,515696.2421,207879.9915,281457.318,615523.0314,342128.1593,414257.3571,263484.3442,311319.8105,55636.71984,59949.13031,180788.7727,697890.0799,121901.464,243418.8369,194045.4076,169053.1578,195096.8184,133864.0436,235351.7156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211.09733,0.907,,,358147.8279,589524.2961,558919.1588,719474.8783,476844.3817,561474.3447,400457.3756,425867.3393,747433.1202,562346.288,428340.2329,606255.342,667854.7257,89603.72888,549569.5106,746629.6513,743598.1892,868197.066,889892.5026,824897.3265,999705.574,567502.1602,1018849.21,544801.2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213.01664,4.969,,,567643.6841,1444742.543,1446190.19,1068624.801,807824.686,1040102.779,946460.0946,1972482.284,1431455.576,714316.4026,1311017.905,902877.0742,259154.5289,11010.95189,304992.3792,346414.3032,449763.7449,474093.8462,346924.2407,238631.4147,168026.0668,698379.1093,1404359.888,163942.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278.98627,5.937,,,352573.4462,232127.244,319650.618,299084.6773,231879.956,197764.6991,409384.5971,362093.8189,457833.1328,321857.9197,390784.8601,469279.4361,128317.51,9827.566256,123173.2045,131827.3562,174151.7947,168218.1359,156843.4536,166417.249,110977.094,486398.4617,491760.5049,460467.5701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490.85756,5.753,,,2621201.86,2242916.766,2374573.944,2241306.574,2128553.935,1367307.503,2050879.089,2309654.839,2308926.833,2155414.378,1964249.382,1093872.712,2507305.271,23536.09383,2120415.214,2152060.658,2191400.676,2434095.255,2230984.66,2145240.586,2054926.739,2081488.247,2152220.643,1977967.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185.02171,3.608,,,1991259.399,1877636.114,1750239.982,3132858.711,3098464.468,3352701.928,35160.27212,35312.55249,35502.28525,35690.00689,64066.78363,32817.71198,35288.07226,26695.92105,34058.7018,34141.17537,35213.47112,36019.29295,33622.76174,32862.78883,32776.99804,33162.03456,33337.2634,33802.70136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784.15071,5.019,,,50777.42449,108903.1574,148066.7075,369868.78,381057.8635,197845.105,324889.4378,309869.4696,422031.5159,638261.2336,202922.428,433830.4106,58740.73077,5716.446384,136165.0516,978272.9013,550277.4765,636903.0004,720314.1216,535016.0286,226862.0889,343719.1962,396638.3807,309137.3094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454.1567,4.614,,,205805.5595,172786.5343,312542.1966,337203.8934,346575.8259,193503.3461,393110.2613,266143.6992,300394.2609,1332405.415,1148663.259,1660223.625,110127.2198,12869.72722,45985.10525,850582.6901,953185.7967,855769.2658,222610.0661,197236.9934,154525.9182,781564.7466,947523.6257,668250.7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253.92398,7.101,,,4473699.068,4748082.201,4705657.302,4087726.86,3317435.74,4676212.193,3969581.056,4331559.288,2522955.014,3521447.791,1845037.325,3488618.102,2248835.45,7657010.249,1489618.297,2347772.189,4184487.647,4724438.286,5985956.074,4885698.385,5857399.375,2179609.734,3441761.666,1037158.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246.06187,5.289,,,1165191.802,816184.2221,1267699.149,614629.3399,527809.1133,483099.1214,415696.9395,371166.3484,229966.5045,305956.8184,57119.24743,96376.56816,398787.4985,8582.80959,423149.6832,273578.3892,348351.0496,288679.8037,252140.8298,343955.4022,340342.1402,184203.4536,190820.7138,119963.6472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303.08691,1.103,,,1316811.628,1528192.724,1272421.024,1949197.072,1861094.262,2048147.376,5376551.382,4814362.297,5995565.776,6432022.315,1006596.63,4663345.038,41333.13146,25207.69228,36826.4398,55870.28197,43772.66379,55212.73171,52712.54316,51899.13333,42454.76499,2484129.635,999329.6433,2820503.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291.07211,4.902,,,850762.4487,1349678.498,1209293.628,1331875.843,1707277.203,1508309.405,1518363.76,1324736.78,1350458.159,1824310.439,1619436.562,1438396.107,701694.0184,13232.30553,740732.8303,832919.7013,997881.4935,1318676.497,666037.7315,912941.8821,939498.5891,1343431.086,1219646.491,1311694.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
