Line Name,Measurement Type,Time,Value,Units,,,,
WT-G-R1,PD630_LPD00087,14,38,counts,,,,
WT-G-R1,PD630_LPD16088,14,2,counts,,,,
WT-G-R1,PD630_LPD02180,14,4385,counts,,,,
WT-G-R1,PD630_LPD01272,14,38,counts,,,,
WT-G-R1,PD630_LPD06996,14,498,counts,,,,
WT-G-R1,PD630_LPD07013,14,21,counts,,,,
WT-G-R1,PD630_LPD05824,14,5857,counts,,,,
WT-G-R1,PD630_LPD00558,14,709,counts,,,,
WT-G-R1,PD630_LPD05671,14,2,counts,,,,
WT-G-R1,PD630_LPD00946,14,1267,counts,,,,
WT-G-R1,PD630_LPD03650,14,22,counts,,,,
WT-G-R1,PD630_LPD00631,14,19368,counts,,,,
WT-G-R1,PD630_LPD01722,14,1045,counts,,,,
WT-G-R1,PD630_LPD00242,14,35,counts,,,,
WT-G-R1,PD630_LPD05479,14,114,counts,,,,
WT-G-R1,PD630_LPD00040,14,25,counts,,,,
WT-G-R1,PD630_LPD05874,14,700,counts,,,,
WT-G-R1,PD630_LPD03474,14,14,counts,,,,
WT-G-R1,PD630_LPD03719,14,194,counts,,,,
WT-G-R1,PD630_LPD15029,14,3,counts,,,,
WT-G-R1,PD630_LPD02524,14,51,counts,,,,
WT-G-R1,PD630_LPD13011,14,11,counts,,,,
WT-G-R1,PD630_LPD03693,14,13,counts,,,,
WT-G-R1,PD630_LPD02437,14,14,counts,,,,
WT-G-R1,PD630_LPD05327,14,407,counts,,,,
WT-G-R1,PD630_LPD11057,14,118,counts,,,,
WT-G-R1,PD630_LPD07411,14,4,counts,,,,
WT-G-R1,PD630_LPD03157,14,457,counts,,,,
WT-G-R1,PD630_LPD06949,14,7,counts,,,,
WT-G-R1,PD630_LPD06492,14,69,counts,,,,
WT-G-R1,PD630_LPD02057,14,586,counts,,,,
WT-G-R1,PD630_LPD02590,14,89,counts,,,,
WT-G-R1,PD630_LPD03762,14,67,counts,,,,
WT-G-R1,PD630_LPD00858,14,6332,counts,,,,
WT-G-R1,PD630_LPD06707,14,9,counts,,,,
WT-G-R1,PD630_LPD01723,14,1352,counts,,,,
WT-G-R1,PD630_LPD03740,14,1151,counts,,,,
WT-G-R1,PD630_LPD04821,14,1742,counts,,,,
WT-G-R1,PD630_LPD06920,14,179,counts,,,,
WT-G-R1,PD630_LPD07005,14,73,counts,,,,
WT-G-R1,PD630_LPD13117,14,19,counts,,,,
WT-G-R1,PD630_LPD06505,14,135,counts,,,,
WT-G-R1,PD630_LPD01785,14,28,counts,,,,
WT-G-R1,PD630_LPD00668,14,276,counts,,,,
WT-G-R1,PD630_LPD00359,14,70,counts,,,,
WT-G-R1,PD630_LPD04155,14,333,counts,,,,
WT-G-R1,PD630_LPD05271,14,12,counts,,,,
WT-G-R1,PD630_LPD15007,14,46,counts,,,,
WT-G-R1,PD630_LPD07675,14,49,counts,,,,
WT-G-R1,PD630_LPD01915,14,20,counts,,,,
WT-G-R1,PD630_LPD02893,14,2398,counts,,,,
WT-G-R1,PD630_LPD06345,14,410,counts,,,,
WT-G-R1,PD630_LPD00426,14,1050,counts,,,,
WT-G-R1,PD630_LPD07964,14,107,counts,,,,
WT-G-R1,PD630_LPD01786,14,66,counts,,,,
WT-G-R1,PD630_LPD07562,14,3,counts,,,,
WT-G-R1,PD630_LPD07849,14,42,counts,,,,
WT-G-R1,PD630_LPD09185,14,42,counts,,,,
WT-G-R1,PD630_LPD02733,14,272,counts,,,,
WT-G-R1,PD630_LPD00722,14,16,counts,,,,
WT-G-R1,PD630_LPD06255,14,124,counts,,,,
WT-G-R1,PD630_LPD00975,14,430,counts,,,,
WT-G-R1,PD630_LPD02523,14,430,counts,,,,
WT-G-R1,PD630_LPD04337,14,11,counts,,,,
WT-G-R1,PD630_LPD06779,14,35,counts,,,,
WT-G-R1,PD630_LPD02673,14,8184,counts,,,,
WT-G-R1,PD630_LPD04305,14,15,counts,,,,
WT-G-R1,PD630_LPD01945,14,4,counts,,,,
WT-G-R1,PD630_LPD03731,14,42,counts,,,,
WT-G-R1,PD630_LPD02411,14,7,counts,,,,
WT-G-R1,PD630_LPD03913,14,148,counts,,,,
WT-G-R1,PD630_LPD04732,14,46,counts,,,,
WT-G-R1,PD630_LPD07414,14,2,counts,,,,
WT-G-R1,PD630_LPD12059,14,4,counts,,,,
WT-G-R1,PD630_LPD03701,14,21,counts,,,,
WT-G-R1,PD630_LPD12039,14,26,counts,,,,
WT-G-R1,PD630_LPD07912,14,86,counts,,,,
WT-G-R1,PD630_LPD06274,14,281,counts,,,,
WT-G-R1,PD630_LPD02521,14,53,counts,,,,
WT-G-R1,PD630_LPD04304,14,34,counts,,,,
WT-G-R1,PD630_LPD03645,14,16,counts,,,,
WT-G-R1,PD630_LPD03819,14,2,counts,,,,
WT-G-R1,PD630_LPD01423,14,18,counts,,,,
WT-G-R1,PD630_LPD03214,14,870,counts,,,,
WT-G-R1,PD630_LPD05729,14,385,counts,,,,
WT-G-R1,PD630_LPD06045,14,41,counts,,,,
WT-G-R1,PD630_LPD05625,14,7,counts,,,,
WT-G-R1,PD630_LPD04884,14,16,counts,,,,
WT-G-R1,PD630_LPD04835,14,768,counts,,,,
WT-G-R1,PD630_LPD05923,14,13,counts,,,,
WT-G-R1,PD630_LPD14011,14,29,counts,,,,
WT-G-R1,PD630_LPD01173,14,229,counts,,,,
WT-G-R1,PD630_LPD07015,14,102,counts,,,,
WT-G-R1,PD630_LPD01083,14,638,counts,,,,
WT-G-R1,PD630_LPD05463,14,154,counts,,,,
WT-G-R1,PD630_LPD00384,14,191,counts,,,,
WT-G-R1,PD630_LPD00085,14,575,counts,,,,
WT-G-R1,PD630_LPD05982,14,379,counts,,,,
WT-G-R1,PD630_LPD03195,14,13,counts,,,,
WT-G-R1,PD630_LPD05393,14,203,counts,,,,
WT-G-R1,PD630_LPD07671,14,1409,counts,,,,
WT-G-R1,PD630_LPD00304,14,15,counts,,,,
WT-G-R1,PD630_LPD07350,14,7,counts,,,,
WT-G-R1,PD630_LPD05577,14,23,counts,,,,
WT-G-R1,PD630_LPD13064,14,75,counts,,,,
WT-G-R1,PD630_LPD01604,14,8771,counts,,,,
WT-G-R1,PD630_LPD05622,14,116,counts,,,,
WT-G-R1,PD630_LPD00168,14,2,counts,,,,
WT-G-R1,PD630_LPD07616,14,27,counts,,,,
WT-G-R1,PD630_LPD01927,14,13,counts,,,,
WT-G-R1,PD630_LPD01624,14,4,counts,,,,
WT-G-R1,PD630_LPD07365,14,32,counts,,,,
WT-G-R1,PD630_LPD05814,14,14,counts,,,,
WT-G-R1,PD630_LPD02506,14,141,counts,,,,
WT-G-R1,PD630_LPD05476,14,64,counts,,,,
WT-G-R1,PD630_LPD04325,14,222,counts,,,,
WT-G-R1,PD630_LPD01538,14,243,counts,,,,
WT-G-R1,PD630_LPD09097,14,72,counts,,,,
WT-G-R1,PD630_LPD00255,14,5,counts,,,,
WT-G-R1,PD630_LPD00491,14,4,counts,,,,
WT-G-R1,PD630_LPD04147,14,238573,counts,,,,
WT-G-R1,PD630_LPD03356,14,48,counts,,,,
WT-G-R1,PD630_LPD01414,14,35,counts,,,,
WT-G-R1,PD630_LPD04076,14,646,counts,,,,
WT-G-R1,PD630_LPD13002,14,358,counts,,,,
WT-G-R1,PD630_LPD03606,14,281,counts,,,,
WT-G-R1,PD630_LPD04261,14,6,counts,,,,
WT-G-R1,PD630_LPD06297,14,1619,counts,,,,
WT-G-R1,PD630_LPD04531,14,2,counts,,,,
WT-G-R1,PD630_LPD09174,14,16,counts,,,,
WT-G-R1,PD630_LPD00291,14,0,counts,,,,
WT-G-R1,PD630_LPD00730,14,2212,counts,,,,
WT-G-R1,PD630_LPD02414,14,23,counts,,,,
WT-G-R1,PD630_LPD04347,14,77,counts,,,,
WT-G-R1,PD630_LPD03659,14,21,counts,,,,
WT-G-R1,PD630_LPD07382,14,59,counts,,,,
WT-G-R1,PD630_LPD07369,14,20,counts,,,,
WT-G-R1,PD630_LPD06634,14,694,counts,,,,
WT-G-R1,PD630_LPD02490,14,249,counts,,,,
WT-G-R1,PD630_LPD04584,14,1412,counts,,,,
WT-G-R1,PD630_LPD14040,14,9,counts,,,,
WT-G-R1,PD630_LPD01627,14,2320,counts,,,,
WT-G-R1,PD630_LPD16191,14,11,counts,,,,
WT-G-R1,PD630_LPD02299,14,25,counts,,,,
WT-G-R1,PD630_LPD05820,14,35,counts,,,,
WT-G-R1,PD630_LPD12064,14,275,counts,,,,
WT-G-R1,PD630_LPD05809,14,3,counts,,,,
WT-G-R1,PD630_LPD16112,14,65,counts,,,,
WT-G-R1,PD630_LPD15002,14,17,counts,,,,
WT-G-R1,PD630_LPD03169,14,56759,counts,,,,
WT-G-R1,PD630_LPD01841,14,199,counts,,,,
WT-G-R1,PD630_LPD05791,14,848,counts,,,,
WT-G-R1,PD630_LPD07360,14,11,counts,,,,
WT-G-R1,PD630_LPD04873,14,22,counts,,,,
WT-G-R1,PD630_LPD11008,14,3,counts,,,,
WT-G-R1,PD630_LPD01085,14,2752,counts,,,,
WT-G-R1,PD630_LPD11035,14,620,counts,,,,
WT-G-R1,PD630_LPD01159,14,884,counts,,,,
WT-G-R1,PD630_LPD02522,14,4140,counts,,,,
WT-G-R1,PD630_LPD06946,14,51,counts,,,,
WT-G-R1,PD630_LPD03228,14,124,counts,,,,
WT-G-R1,PD630_LPD07970,14,260,counts,,,,
WT-G-R1,PD630_LPD06244,14,2137,counts,,,,
WT-G-R1,PD630_LPD03473,14,12,counts,,,,
WT-G-R1,PD630_LPD16100,14,2,counts,,,,
WT-G-R1,PD630_LPD04760,14,559,counts,,,,
WT-G-R1,PD630_LPD03651,14,14,counts,,,,
WT-G-R1,PD630_LPD02640,14,388,counts,,,,
WT-G-R1,PD630_LPD04583,14,1542,counts,,,,
WT-G-R1,PD630_LPD00977,14,44,counts,,,,
WT-G-R1,PD630_LPD06016,14,29,counts,,,,
WT-G-R1,PD630_LPD04593,14,72,counts,,,,
WT-G-R1,PD630_LPD02768,14,12,counts,,,,
WT-G-R1,PD630_LPD02353,14,371,counts,,,,
WT-G-R1,PD630_LPD02417,14,7,counts,,,,
WT-G-R1,PD630_LPD01437,14,1063,counts,,,,
WT-G-R1,PD630_LPD03647,14,64,counts,,,,
WT-G-R1,PD630_LPD02368,14,1816,counts,,,,
WT-G-R1,PD630_LPD02357,14,89,counts,,,,
WT-G-R1,PD630_LPD00701,14,3,counts,,,,
WT-G-R1,PD630_LPD07092,14,233,counts,,,,
WT-G-R1,PD630_LPD07643,14,10,counts,,,,
WT-G-R1,PD630_LPD14002,14,49,counts,,,,
WT-G-R1,PD630_LPD00731,14,7229,counts,,,,
WT-G-R1,PD630_LPD07824,14,14,counts,,,,
WT-G-R1,PD630_LPD02077,14,270,counts,,,,
WT-G-R1,PD630_LPD06339,14,48,counts,,,,
WT-G-R1,PD630_LPD03332,14,1065,counts,,,,
WT-G-R1,PD630_LPD02327,14,63,counts,,,,
WT-G-R1,PD630_LPD05333,14,26,counts,,,,
WT-G-R1,PD630_LPD02854,14,2922,counts,,,,
WT-G-R1,PD630_LPD04830,14,21,counts,,,,
WT-G-R1,PD630_LPD07775,14,2463,counts,,,,
WT-G-R1,PD630_LPD07287,14,5,counts,,,,
WT-G-R1,PD630_LPD01316,14,71,counts,,,,
WT-G-R1,PD630_LPD06050,14,103,counts,,,,
WT-G-R1,PD630_LPD00356,14,18,counts,,,,
WT-G-R1,PD630_LPD07917,14,9,counts,,,,
WT-G-R1,PD630_LPD06046,14,4,counts,,,,
WT-G-R1,PD630_LPD05825,14,13520,counts,,,,
WT-G-R1,PD630_LPD04447,14,3,counts,,,,
WT-G-R1,PD630_LPD02359,14,27,counts,,,,
WT-G-R1,PD630_LPD13079,14,6432,counts,,,,
WT-G-R1,PD630_LPD01069,14,166,counts,,,,
WT-G-R1,PD630_LPD02750,14,696,counts,,,,
WT-G-R1,PD630_LPD03758,14,1,counts,,,,
WT-G-R1,PD630_LPD06122,14,280,counts,,,,
WT-G-R1,PD630_LPD02062,14,7494,counts,,,,
WT-G-R1,PD630_LPD11020,14,10,counts,,,,
WT-G-R1,PD630_LPD05927,14,3,counts,,,,
WT-G-R1,PD630_LPD06958,14,24,counts,,,,
WT-G-R1,PD630_LPD05683,14,4,counts,,,,
WT-G-R1,PD630_LPD04355,14,5,counts,,,,
WT-G-R1,PD630_LPD01375,14,2144,counts,,,,
WT-G-R1,PD630_LPD03642,14,33,counts,,,,
WT-G-R1,PD630_LPD07474,14,321,counts,,,,
WT-G-R1,PD630_LPD02220,14,588,counts,,,,
WT-G-R1,PD630_LPD07514,14,27,counts,,,,
WT-G-R1,PD630_LPD05983,14,68,counts,,,,
WT-G-R1,PD630_LPD05531,14,686,counts,,,,
WT-G-R1,PD630_LPD00857,14,760,counts,,,,
WT-G-R1,PD630_LPD06204,14,1276,counts,,,,
WT-G-R1,PD630_LPD02919,14,165,counts,,,,
WT-G-R1,PD630_LPD02349,14,41,counts,,,,
WT-G-R1,PD630_LPD07416,14,65,counts,,,,
WT-G-R1,PD630_LPD05413,14,107,counts,,,,
WT-G-R1,PD630_LPD04768,14,300,counts,,,,
WT-G-R1,PD630_LPD09198,14,110,counts,,,,
WT-G-R1,PD630_LPD05933,14,127,counts,,,,
WT-G-R1,PD630_LPD00068,14,265,counts,,,,
WT-G-R1,PD630_LPD07090,14,165,counts,,,,
WT-G-R1,PD630_LPD07527,14,1782,counts,,,,
WT-G-R1,PD630_LPD04696,14,145,counts,,,,
WT-G-R1,PD630_LPD11036,14,85,counts,,,,
WT-G-R1,PD630_LPD11039,14,3,counts,,,,
WT-G-R1,PD630_LPD01928,14,29,counts,,,,
WT-G-R1,PD630_LPD02029,14,143,counts,,,,
WT-G-R1,PD630_LPD00732,14,22317,counts,,,,
WT-G-R1,PD630_LPD05926,14,2,counts,,,,
WT-G-R1,PD630_LPD01922,14,32,counts,,,,
WT-G-R1,PD630_LPD07669,14,98,counts,,,,
WT-G-R1,PD630_LPD16062,14,127,counts,,,,
WT-G-R1,PD630_LPD07091,14,415,counts,,,,
WT-G-R1,PD630_LPD04772,14,10,counts,,,,
WT-G-R1,PD630_LPD06390,14,306,counts,,,,
WT-G-R1,PD630_LPD07557,14,43,counts,,,,
WT-G-R1,PD630_LPD00960,14,405,counts,,,,
WT-G-R1,PD630_LPD04876,14,55,counts,,,,
WT-G-R1,PD630_LPD04730,14,14,counts,,,,
WT-G-R1,PD630_LPD13103,14,4,counts,,,,
WT-G-R1,PD630_LPD00781,14,695,counts,,,,
WT-G-R1,PD630_LPD13112,14,2,counts,,,,
WT-G-R1,PD630_LPD07233,14,23,counts,,,,
WT-G-R1,PD630_LPD04546,14,914,counts,,,,
WT-G-R1,PD630_LPD01248,14,26,counts,,,,
WT-G-R1,PD630_LPD00748,14,24,counts,,,,
WT-G-R1,PD630_LPD05920,14,4,counts,,,,
WT-G-R1,PD630_LPD07346,14,122,counts,,,,
WT-G-R1,PD630_LPD01161,14,102,counts,,,,
WT-G-R1,PD630_LPD00814,14,63,counts,,,,
WT-G-R1,PD630_LPD06560,14,491,counts,,,,
WT-G-R1,PD630_LPD06859,14,7,counts,,,,
WT-G-R1,PD630_LPD00833,14,30,counts,,,,
WT-G-R1,PD630_LPD16180,14,11,counts,,,,
WT-G-R1,PD630_LPD07452,14,3,counts,,,,
WT-G-R1,PD630_LPD05260,14,3009,counts,,,,
WT-G-R1,PD630_LPD00021,14,137,counts,,,,
WT-G-R1,PD630_LPD03875,14,1856,counts,,,,
WT-G-R1,PD630_LPD06947,14,23,counts,,,,
WT-G-R1,PD630_LPD03329,14,1637,counts,,,,
WT-G-R1,PD630_LPD07493,14,2626,counts,,,,
WT-G-R1,PD630_LPD01508,14,585,counts,,,,
WT-G-R1,PD630_LPD05634,14,113,counts,,,,
WT-G-R1,PD630_LPD02322,14,136,counts,,,,
WT-G-R1,PD630_LPD06398,14,11,counts,,,,
WT-G-R1,PD630_LPD05810,14,16,counts,,,,
WT-G-R1,PD630_LPD07486,14,16,counts,,,,
WT-G-R1,PD630_LPD07276,14,7,counts,,,,
WT-G-R1,PD630_LPD04172,14,364,counts,,,,
WT-G-R1,PD630_LPD07195,14,1805,counts,,,,
WT-G-R1,PD630_LPD03632,14,1,counts,,,,
WT-G-R1,PD630_LPD01496,14,73,counts,,,,
WT-G-R1,PD630_LPD01773,14,8,counts,,,,
WT-G-R1,PD630_LPD00715,14,64,counts,,,,
WT-G-R1,PD630_LPD07658,14,493,counts,,,,
WT-G-R1,PD630_LPD07556,14,23,counts,,,,
WT-G-R1,PD630_LPD00920,14,15,counts,,,,
WT-G-R1,PD630_LPD00101,14,230,counts,,,,
WT-G-R1,PD630_LPD02514,14,3,counts,,,,
WT-G-R1,PD630_LPD03393,14,5277,counts,,,,
WT-G-R1,PD630_LPD07359,14,25,counts,,,,
WT-G-R1,PD630_LPD04348,14,32,counts,,,,
WT-G-R1,PD630_LPD00180,14,24,counts,,,,
WT-G-R1,PD630_LPD02199,14,19,counts,,,,
WT-G-R1,PD630_LPD00219,14,516,counts,,,,
WT-G-R1,PD630_LPD03164,14,739,counts,,,,
WT-G-R1,PD630_LPD03040,14,86,counts,,,,
WT-G-R1,PD630_LPD03480,14,287,counts,,,,
WT-G-R1,PD630_LPD01042,14,1799,counts,,,,
WT-G-R1,PD630_LPD12042,14,9,counts,,,,
WT-G-R1,PD630_LPD05485,14,825,counts,,,,
WT-G-R1,PD630_LPD06942,14,3,counts,,,,
WT-G-R1,PD630_LPD07528,14,1313,counts,,,,
WT-G-R1,PD630_LPD01172,14,60,counts,,,,
WT-G-R1,PD630_LPD01122,14,747,counts,,,,
WT-G-R1,PD630_LPD04761,14,366,counts,,,,
WT-G-R1,PD630_LPD01541,14,39,counts,,,,
WT-G-R1,PD630_LPD07115,14,193,counts,,,,
WT-G-R1,PD630_LPD00837,14,0,counts,,,,
WT-G-R1,PD630_LPD05905,14,0,counts,,,,
WT-G-R1,PD630_LPD07822,14,0,counts,,,,
WT-G-R1,PD630_LPD13084,14,0,counts,,,,
WT-G-R1,PD630_LPD07713,14,17,counts,,,,
WT-G-R1,PD630_LPD06168,14,24,counts,,,,
WT-G-R1,PD630_LPD03741,14,296,counts,,,,
WT-G-R1,PD630_LPD06049,14,910,counts,,,,
WT-G-R1,PD630_LPD06728,14,39,counts,,,,
WT-G-R1,PD630_LPD09190,14,166,counts,,,,
WT-G-R1,PD630_LPD06761,14,15,counts,,,,
WT-G-R1,PD630_LPD05833,14,3874,counts,,,,
WT-G-R1,PD630_LPD01582,14,420,counts,,,,
WT-G-R1,PD630_LPD05981,14,376,counts,,,,
WT-G-R1,PD630_LPD04875,14,47,counts,,,,
WT-G-R1,PD630_LPD07723,14,26,counts,,,,
WT-G-R1,PD630_LPD06407,14,6,counts,,,,
WT-G-R1,PD630_LPD05821,14,1531,counts,,,,
WT-G-R1,PD630_LPD01628,14,2332,counts,,,,
WT-G-R1,PD630_LPD00898,14,15,counts,,,,
WT-G-R1,PD630_LPD07883,14,41,counts,,,,
WT-G-R1,PD630_LPD12048,14,10,counts,,,,
WT-G-R1,PD630_LPD02556,14,4171,counts,,,,
WT-G-R1,PD630_LPD07236,14,53,counts,,,,
WT-G-R1,PD630_LPD03105,14,7918,counts,,,,
WT-G-R1,PD630_LPD05095,14,430,counts,,,,
WT-G-R1,PD630_LPD03304,14,57,counts,,,,
WT-G-R1,PD630_LPD02304,14,680,counts,,,,
WT-G-R1,PD630_LPD07935,14,57,counts,,,,
WT-G-R1,PD630_LPD01230,14,1022,counts,,,,
WT-G-R1,PD630_LPD02321,14,137,counts,,,,
WT-G-R1,PD630_LPD02647,14,168,counts,,,,
WT-G-R1,PD630_LPD00706,14,151,counts,,,,
WT-G-R1,PD630_LPD07334,14,707,counts,,,,
WT-G-R1,PD630_LPD00257,14,6,counts,,,,
WT-G-R1,PD630_LPD02421,14,7,counts,,,,
WT-G-R1,PD630_LPD04767,14,3856,counts,,,,
WT-G-R1,PD630_LPD02223,14,1336,counts,,,,
WT-G-R1,PD630_LPD02837,14,31,counts,,,,
WT-G-R1,PD630_LPD04473,14,4,counts,,,,
WT-G-R1,PD630_LPD01138,14,3043,counts,,,,
WT-G-R1,PD630_LPD07207,14,6,counts,,,,
WT-G-R1,PD630_LPD03380,14,3788,counts,,,,
WT-G-R1,PD630_LPD05823,14,10959,counts,,,,
WT-G-R1,PD630_LPD05883,14,1447,counts,,,,
WT-G-R1,PD630_LPD12070,14,28,counts,,,,
WT-G-R1,PD630_LPD05944,14,562,counts,,,,
WT-G-R1,PD630_LPD00184,14,30,counts,,,,
WT-G-R1,PD630_LPD05818,14,548,counts,,,,
WT-G-R1,PD630_LPD03537,14,5256,counts,,,,
WT-G-R1,PD630_LPD03101,14,232,counts,,,,
WT-G-R1,PD630_LPD01781,14,6,counts,,,,
WT-G-R1,PD630_LPD07148,14,20,counts,,,,
WT-G-R1,PD630_LPD02737,14,1565,counts,,,,
WT-G-R1,PD630_LPD01222,14,33943,counts,,,,
WT-G-R1,PD630_LPD02453,14,3,counts,,,,
WT-G-R1,PD630_LPD07546,14,52,counts,,,,
WT-G-R1,PD630_LPD01068,14,153,counts,,,,
WT-G-R1,PD630_LPD07345,14,383,counts,,,,
WT-G-R1,PD630_LPD16165,14,60,counts,,,,
WT-G-R1,PD630_LPD05741,14,1506,counts,,,,
WT-G-R1,PD630_LPD05312,14,641,counts,,,,
WT-G-R1,PD630_LPD03141,14,49,counts,,,,
WT-G-R1,PD630_LPD07531,14,106,counts,,,,
WT-G-R1,PD630_LPD04329,14,492,counts,,,,
WT-G-R1,PD630_LPD07051,14,9,counts,,,,
WT-G-R1,PD630_LPD04271,14,29,counts,,,,
WT-G-R1,PD630_LPD07642,14,5,counts,,,,
WT-G-R1,PD630_LPD00598,14,3,counts,,,,
WT-G-R1,PD630_LPD00353,14,11,counts,,,,
WT-G-R1,PD630_LPD02736,14,97,counts,,,,
WT-G-R1,PD630_LPD07410,14,5,counts,,,,
WT-G-R1,PD630_LPD00072,14,1834,counts,,,,
WT-G-R1,PD630_LPD02452,14,8,counts,,,,
WT-G-R1,PD630_LPD05644,14,182,counts,,,,
WT-G-R1,PD630_LPD00435,14,50,counts,,,,
WT-G-R1,PD630_LPD03628,14,5,counts,,,,
WT-G-R1,PD630_LPD05261,14,1617,counts,,,,
WT-G-R1,PD630_LPD05669,14,49,counts,,,,
WT-G-R1,PD630_LPD07025,14,35,counts,,,,
WT-G-R1,PD630_LPD03755,14,230,counts,,,,
WT-G-R1,PD630_LPD03303,14,42,counts,,,,
WT-G-R1,PD630_LPD05785,14,513,counts,,,,
WT-G-R1,PD630_LPD16069,14,61,counts,,,,
WT-G-R1,PD630_LPD02361,14,109,counts,,,,
WT-G-R1,PD630_LPD00978,14,32,counts,,,,
WT-G-R1,PD630_LPD03959,14,5287,counts,,,,
WT-G-R1,PD630_LPD15025,14,6,counts,,,,
WT-G-R1,PD630_LPD05291,14,37,counts,,,,
WT-G-R1,PD630_LPD00069,14,338,counts,,,,
WT-G-R1,PD630_LPD05828,14,526,counts,,,,
WT-G-R1,PD630_LPD05915,14,94,counts,,,,
WT-G-R1,PD630_LPD02423,14,6,counts,,,,
WT-G-R1,PD630_LPD07020,14,77,counts,,,,
WT-G-R1,PD630_LPD03654,14,246,counts,,,,
WT-G-R1,PD630_LPD01832,14,6,counts,,,,
WT-G-R1,PD630_LPD06294,14,7377,counts,,,,
WT-G-R1,PD630_LPD07897,14,273,counts,,,,
WT-G-R1,PD630_LPD03794,14,18,counts,,,,
WT-G-R1,PD630_LPD16192,14,9,counts,,,,
WT-G-R1,PD630_LPD03282,14,34,counts,,,,
WT-G-R1,PD630_LPD03653,14,28,counts,,,,
WT-G-R1,PD630_LPD03581,14,1195,counts,,,,
WT-G-R1,PD630_LPD00333,14,53,counts,,,,
WT-G-R1,PD630_LPD16130,14,3,counts,,,,
WT-G-R1,PD630_LPD13108,14,123,counts,,,,
WT-G-R1,PD630_LPD07631,14,22,counts,,,,
WT-G-R1,PD630_LPD00982,14,40,counts,,,,
WT-G-R1,PD630_LPD09146,14,190,counts,,,,
WT-G-R1,PD630_LPD00229,14,663,counts,,,,
WT-G-R1,PD630_LPD07687,14,1540,counts,,,,
WT-G-R1,PD630_LPD05906,14,5,counts,,,,
WT-G-R1,PD630_LPD09177,14,45,counts,,,,
WT-G-R1,PD630_LPD07235,14,53,counts,,,,
WT-G-R1,PD630_LPD05643,14,142,counts,,,,
WT-G-R1,PD630_LPD02046,14,19,counts,,,,
WT-G-R1,PD630_LPD01070,14,452,counts,,,,
WT-G-R1,PD630_LPD01071,14,549,counts,,,,
WT-G-R1,PD630_LPD07904,14,848,counts,,,,
WT-G-R1,PD630_LPD01919,14,37,counts,,,,
WT-G-R1,PD630_LPD07212,14,8,counts,,,,
WT-G-R1,PD630_LPD02738,14,2370,counts,,,,
WT-G-R1,PD630_LPD02706,14,77,counts,,,,
WT-G-R1,PD630_LPD02474,14,96,counts,,,,
WT-G-R1,PD630_LPD07003,14,12,counts,,,,
WT-G-R1,PD630_LPD06325,14,55,counts,,,,
WT-G-R1,PD630_LPD05645,14,37,counts,,,,
WT-G-R1,PD630_LPD06757,14,760,counts,,,,
WT-G-R1,PD630_LPD01041,14,9605,counts,,,,
WT-G-R1,PD630_LPD16157,14,34,counts,,,,
WT-G-R1,PD630_LPD05903,14,9,counts,,,,
WT-G-R1,PD630_LPD04328,14,2,counts,,,,
WT-G-R1,PD630_LPD07104,14,7,counts,,,,
WT-G-R1,PD630_LPD07234,14,2,counts,,,,
WT-G-R1,PD630_LPD00744,14,1238,counts,,,,
WT-G-R1,PD630_LPD06011,14,160,counts,,,,
WT-G-R1,PD630_LPD05760,14,3,counts,,,,
WT-G-R1,PD630_LPD04300,14,97,counts,,,,
WT-G-R1,PD630_LPD03475,14,13,counts,,,,
WT-G-R1,PD630_LPD06026,14,9,counts,,,,
WT-G-R1,PD630_LPD03536,14,4502,counts,,,,
WT-G-R1,PD630_LPD00355,14,28,counts,,,,
WT-G-R1,PD630_LPD07484,14,109,counts,,,,
WT-G-R1,PD630_LPD00439,14,11122,counts,,,,
WT-G-R1,PD630_LPD04779,14,27,counts,,,,
WT-G-R1,PD630_LPD03063,14,255,counts,,,,
WT-G-R1,PD630_LPD02300,14,13,counts,,,,
WT-G-R1,PD630_LPD02694,14,150,counts,,,,
WT-G-R1,PD630_LPD03225,14,40,counts,,,,
WT-G-R1,PD630_LPD06361,14,462,counts,,,,
WT-G-R1,PD630_LPD07898,14,91,counts,,,,
WT-G-R1,PD630_LPD00400,14,84,counts,,,,
WT-G-R1,PD630_LPD04445,14,0,counts,,,,
WT-G-R1,PD630_LPD04507,14,0,counts,,,,
WT-G-R1,PD630_LPD04871,14,0,counts,,,,
WT-G-R1,PD630_LPD06221,14,0,counts,,,,
WT-G-R1,PD630_LPD07101,14,0,counts,,,,
WT-G-R1,PD630_LPD03379,14,3959,counts,,,,
WT-G-R1,PD630_LPD13109,14,39,counts,,,,
WT-G-R1,PD630_LPD04511,14,104,counts,,,,
WT-G-R1,PD630_LPD04670,14,3,counts,,,,
WT-G-R1,PD630_LPD16099,14,2,counts,,,,
WT-G-R1,PD630_LPD07576,14,885,counts,,,,
WT-G-R1,PD630_LPD00354,14,22,counts,,,,
WT-G-R1,PD630_LPD02209,14,656,counts,,,,
WT-G-R1,PD630_LPD09136,14,38,counts,,,,
WT-G-R1,PD630_LPD06061,14,3,counts,,,,
WT-G-R1,PD630_LPD03886,14,292,counts,,,,
WT-G-R1,PD630_LPD02117,14,105,counts,,,,
WT-G-R1,PD630_LPD04281,14,58,counts,,,,
WT-G-R1,PD630_LPD06618,14,4,counts,,,,
