,EVOL33-G-R1,EVOL33-G-R2,EVOL33-G-R3,EVOL33-H-R1,EVOL33-H-R2,EVOL33-H-R3,EVOL33-L-R1,EVOL33-L-R2,EVOL33-L-R3,EVOL40-G-R1,EVOL40-G-R2,EVOL40-G-R3,EVOL40-H-R1,EVOL40-H-R2,EVOL40-H-R3,EVOL40-L-R1,EVOL40-L-R2,EVOL40-L-R3,WT-G-R1,WT-G-R2,WT-G-R3,WT-L-R1,WT-L-R2,WT-L-R3
2AGPGAT120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2AGPGAT140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2AGPGAT141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2AGPGAT160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2AGPGAT161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2AGPGAT180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2AGPGAT181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2DHGLCK,8.507651786780361,9.99084791174994,7.0907358367951385,11.463167428343699,11.7739004910413,7.78510373423849,9.17396872684041,9.73981208223966,7.6416163685956,7.894075092721652,7.12110875575693,6.81620296691034,3.14576281778035,2.84016278402322,1.9409261535460904,2.28475479356,1.95928742752162,2.65578276656128,6.66604310028868,6.7536104120575295,4.87587646983668,0.7229660061085691,2.19386021855613,1.17531126773888
2DHGLCNkt_tpp,24.459498886993494,26.887134821327,26.6334955821086,17.3720166182115,27.250882588135802,13.225296705152099,22.6935015874473,17.679876279717604,15.813900540565903,23.682225278164893,26.7272783170617,22.7661179094805,5.35448990260485,5.9716243151257515,5.12959054865752,6.600402736951112,7.83714971008648,6.14624011689896,22.1133160538423,25.925149646285305,24.205243903832105,3.37384136183999,3.96582424123609,2.9917014087898703
2HH24DDH,7.125158371428549,5.06888607287313,6.57190150727355,9.92686663897802,8.73547455786932,8.34788231743645,1.20710114826848,3.49362824689031,2.12267121349878,5.7849710603151,6.75118102818514,5.65744846253558,6.157663387995571,6.117273688665402,5.40686571344982,2.03089314983111,3.91857485504324,2.65578276656128,6.409656827200661,7.18932721283543,9.75175293967336,1.92790934962285,1.09693010927807,1.06846478885353
2HH24DDH1,7.125158371428549,5.06888607287313,6.57190150727355,9.92686663897802,8.73547455786932,8.34788231743645,1.20710114826848,3.49362824689031,2.12267121349878,5.7849710603151,6.75118102818514,5.65744846253558,6.157663387995571,6.117273688665402,5.40686571344982,2.03089314983111,3.91857485504324,2.65578276656128,6.409656827200661,7.18932721283543,9.75175293967336,1.92790934962285,1.09693010927807,1.06846478885353
3_4DHBZ1t_pp,2.23325859402984,3.6731058499080698,4.32361941267996,2.24536269214979,1.13940972493948,1.87592861065988,1.6899416075758702,2.85842311109207,3.0778732595732303,2.35014449325301,4.994024322219151,1.976698860404,2.14179596104194,2.18474060309478,1.66365098875379,2.20013424565037,2.78425055489914,1.82110818278488,3.52531125496036,2.39644240427848,1.7413844535131002,6.0247167175714,2.9532733711332595,2.67116197213382
34HPPOR,727.7232647117241,581.5261181574452,686.2448731805646,20.09008724555072,37.41061930217952,20.07243613406064,133.7468072281474,142.2859504188055,134.15282069312227,670.092481153166,570.1511101200191,879.9718030281249,6.09073226421301,8.52048835206966,5.26822813105367,20.98589588158813,26.70818124884735,27.847779295085367,1123.1641658303681,1130.9029564190475,825.2420925198585,6.265705386274259,12.06623120205874,6.0902492964651
3AMACHYD,226.6225744703614,228.9814186832688,243.1603557691207,146.7758138763178,121.15723408523101,175.4931215272314,210.7598604876762,171.61125418815777,171.6179676113759,255.08106769076892,246.4643484947042,282.8724231267789,298.2450875750895,273.74799756777605,256.0636146856876,244.214901267191,235.630093257205,239.85512357429099,242.1568349316405,268.6194076795785,226.55411740205398,301.476824547273,280.814107975186,309.854788767523
3HBCOAHL,10.634564733475449,11.23970390071868,10.722576143446318,16.66295471542741,15.85678533874107,18.57169324553277,19.79645883160297,19.79722673237847,14.115763569766832,14.16112707472967,14.70462717097862,11.24673489540207,16.73278094564015,20.46373698232117,16.91378505233019,15.993283554920025,15.261817856484239,19.42515394970534,11.28099601587316,10.67506161905867,11.66727583853777,10.362512754222818,10.884921853605434,10.1504154941085
3HCINNMH,1.59518471002132,1.61616657395955,1.0376686590431898,3.07260157873129,1.99396701864408,2.5325036243908303,2.89704275584434,2.22321797529384,2.44107189552359,1.38598264986716,1.5721928421801,1.5677266823893798,4.08279855073619,2.6216887237137403,2.35683890073454,4.23102739548148,3.50609329135448,3.26281882748957,1.66651077507217,2.17858400388952,0.8706922267565501,2.65087535573142,2.78451489278279,3.3122408454459302
3HOXPACt2pp,11.80436685415774,11.607014485709481,9.16607315488153,82.1330037391633,55.831076522034394,89.6693875895421,34.040252381171,37.371235489463004,36.6160784328539,14.703468111634221,11.745205350404282,11.04224880639476,71.281646828427,55.2011125715282,57.395959112005784,22.0013424565037,22.8927267847263,26.6337071732288,12.114251403409261,14.81437122644877,16.194875417671835,10.36251275422281,13.07878207216157,11.966805635159531
3hoxpactex,8.08226919744134,11.239703900718697,11.933189578996696,12.9994682177093,8.16576969539958,8.16028945637046,14.7266340088754,12.386500148065698,12.7360272809927,9.581358318646881,11.837687282297196,10.9740867767257,11.980671157078302,9.83133271392653,13.170570327634199,14.385493144637001,13.8181323835735,14.9482630003592,9.99906465043302,10.675061619058699,10.6224451664299,7.47064872978854,12.4881273979349,5.2354774653822815
3HPAOX,1.2761477680170539,1.17539387197058,2.0753373180863797,1.181769837973574,0.379803241646492,1.68833574959389,0.96568091861478,1.058675226330398,1.273602728099266,1.325722534655544,1.479710910287154,1.2269165340438621,1.07089798052097,1.602143108936176,2.4954764831306804,0.8462054790962958,1.6499262547550482,1.6693491675528016,0.769158819264078,0.8714336015558102,0.34827689070262,1.4459320122171382,0.1687584783504718,0.0
3HPPPNH,1.59518471002132,1.61616657395955,1.0376686590431898,3.07260157873129,1.99396701864408,2.5325036243908303,2.89704275584434,2.22321797529384,2.44107189552359,1.38598264986716,1.5721928421801,1.5677266823893798,4.08279855073619,2.6216887237137403,2.35683890073454,4.23102739548148,3.50609329135448,3.26281882748957,1.66651077507217,2.17858400388952,0.8706922267565501,2.65087535573142,2.78451489278279,3.3122408454459302
