,EVOL33-G-R1,EVOL33-G-R2,EVOL33-G-R3,EVOL33-H-R1,EVOL33-H-R2,EVOL33-H-R3,EVOL33-L-R1,EVOL33-L-R2,EVOL33-L-R3,EVOL40-G-R1,EVOL40-G-R2,EVOL40-G-R3,EVOL40-H-R1,EVOL40-H-R2,EVOL40-H-R3,EVOL40-L-R1,EVOL40-L-R2,EVOL40-L-R3,WT-G-R1,WT-G-R2,WT-G-R3,WT-L-R1,WT-L-R2,WT-L-R3
2AGPGAT120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2AGPGAT140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2AGPGAT141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2AGPGAT160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2AGPGAT161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2AGPGAT180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2AGPGAT181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2DHGLCK,80.8937380257338,94.99648714864759,67.4212040604051,108.995817663158,111.950376641331,74.02349764234759,87.22931326343691,92.6095504078854,72.6591694284972,75.05963555047659,67.7100004299732,64.8108492160258,29.9110165354946,27.005264197367893,18.4550068252936,21.724250163889998,18.6295922601492,25.2521143031841,63.3830765218793,64.2156972444215,46.3615441348565,6.87421443253381,20.8599926551673,11.175271881589598
2DHGLCNkt_tpp,232.569496823985,255.652311002978,253.24062012932598,165.179228829735,259.110952387596,125.750761055072,215.777774914818,168.10646650126998,150.364114511751,225.17890665143003,254.132339276133,216.468236381526,50.9123685710546,56.7802990816454,48.773946609704396,62.758944917904394,74.5183690405968,58.440607387369006,210.261167308157,246.50541845439201,230.15195124089504,32.0796673518244,37.7084482612639,28.4461466076826
2HH24DDH,67.748505596552,48.196747156299104,62.4879452267169,94.3881307598486,83.05995686292259,79.374593857457,11.4775412188733,33.218643081089304,20.183102619027,55.005534449204205,64.1925978102343,53.7930048493014,58.5492238567128,58.1651844251002,51.4103761561749,19.310444590124398,37.2591845202984,25.2521143031841,60.9452658864224,68.3586454537391,92.7230882697129,18.331238486756803,10.429996327583599,10.1593380741724
2HH24DDH1,67.748505596552,48.196747156299104,62.4879452267169,94.3881307598486,83.05995686292259,79.374593857457,11.4775412188733,33.218643081089304,20.183102619027,55.005534449204205,64.1925978102343,53.7930048493014,58.5492238567128,58.1651844251002,51.4103761561749,19.310444590124398,37.2591845202984,25.2521143031841,60.9452658864224,68.3586454537391,92.7230882697129,18.331238486756803,10.429996327583599,10.1593380741724
3_4DHBZ1t_pp,21.2346062317551,34.9251790987675,41.110490280734794,21.3496962432991,10.833907416903,17.836987383698197,16.068557706422602,27.1788897936185,29.265498797589196,22.3459983699892,47.4849353664747,18.7951462726475,20.3649474284219,20.7732801518215,15.818577278823,20.9196483059681,26.4736311065278,17.3157355221834,33.5198962375323,22.7862151512463,16.5576943338773,57.28512027111511,28.080759343494396,25.398345185430895
34HPPOR,6919.448116376197,5529.35435491687,6525.057017358232,191.0235979663602,355.7132935216466,190.8557650055707,1271.7115670511564,1352.9047363934583,1275.5720855225024,6371.474407032829,5421.196787672529,8367.080633788939,57.912819249574596,81.01579259210381,50.0921613829396,199.5412607646188,253.9507576515071,264.7864556933877,10679.438941277846,10753.022077283606,7846.691344824458,59.5765250819596,114.72995960341999,57.9082270227824
3AMACHYD,2154.806946660486,2177.235665017165,2312.0539733885216,1395.595933377761,1152.005488664014,1668.650169744968,2003.9786968152778,1631.74001316502,1631.8038467483339,2425.4002846196017,2343.46949540102,2689.650242465069,2835.8189294077397,2602.8920030232352,2434.742686165516,2322.0809619624597,2240.45359549689,2280.62666606757,2302.5121451890373,2554.1275710442487,2154.156032837438,2866.5474183666,2670.0790598614103,2946.20804150998
3HBCOAHL,101.11717253216719,106.8710480422285,101.95401589622232,158.4372194897459,150.77187821856612,176.5861750986121,188.231675989522,188.23897745950651,134.2176324165292,134.6489645371146,139.8167541346202,106.9379012064426,159.10115178454552,194.5763907553949,160.8222023347005,152.06975114722934,145.1147186580045,184.7011789032894,107.2636679601035,101.50223112827919,110.93655203697801,98.53040686631789,103.4976558660223,96.5137117046373
3HCINNMH,15.1675758798251,15.367078803457696,9.86651766737635,29.2153738066198,18.959337979580198,24.0799329679926,27.546098925295897,21.1391365061477,23.210568011881104,13.178409295121801,14.948961133890199,14.9064953196859,38.8206810354292,24.927936182185803,22.409651144999298,40.2300928960925,33.3371650971091,31.0240261439119,15.845769130469801,20.7147410465876,8.27884716693865,25.2054529192906,26.4761445238662,31.4939480299343
3HOXPACt2pp,112.2400615107056,110.36356595210519,87.1542393951577,780.9494152154141,530.8614634282451,852.607996940774,323.666662372227,355.338818412865,348.158520178216,139.8057333917277,111.67753317670889,104.99357572996179,677.7709066021649,524.871545169356,545.740916119395,209.19648305968147,217.67207798700662,253.242632011932,115.1865525253384,140.8602391167956,153.9865573050585,98.53040686631789,124.35764852118939,113.7845864307298
3hoxpactex,76.8490511244471,106.871048042229,113.464953174828,123.60350456646799,77.6430031544712,77.5908951190872,140.026002870254,117.77518910568001,121.09861571416201,91.1029164314945,112.556883831644,104.34546723780198,113.91642467773501,93.4797606831967,125.230403457349,136.782315846715,131.38765067684201,142.133329077922,95.074614782819,101.50223112827899,101.00193543665199,71.0335491361827,118.741496652491,49.7807565634445
3HPAOX,12.134060703860063,11.176057311605597,19.7330353347527,11.236682233315303,3.61130247230098,16.0532886453284,9.18203297509862,10.06625547911798,12.109861571416197,12.605434977942643,14.069610478955463,11.665952858884662,10.18247371421092,15.233738778002438,23.727865918234603,8.046018579218499,15.68807769275722,15.872757562001462,7.313431906370701,8.28589641863504,3.3115388667754604,13.74842886506762,1.6046148196282521,0.0
3HPPPNH,15.1675758798251,15.367078803457696,9.86651766737635,29.2153738066198,18.959337979580198,24.0799329679926,27.546098925295897,21.1391365061477,23.210568011881104,13.178409295121801,14.948961133890199,14.9064953196859,38.8206810354292,24.927936182185803,22.409651144999298,40.2300928960925,33.3371650971091,31.0240261439119,15.845769130469801,20.7147410465876,8.27884716693865,25.2054529192906,26.4761445238662,31.4939480299343
