,PVHG-B-R1,PVHG-B-R2,PVHG-B-R3,PVHG-Glu-R1,PVHG-Glu-R2,PVHG-Glu-R3,PVHG-Gua-R1,PVHG-Gua-R2,PVHG-Gua-R3,PVHG-H-R1,PVHG-H-R2,PVHG-H-R3,PVHG-M-R1,PVHG-M-R2,PVHG-M-R3,PVHG-P-R1,PVHG-P-R2,PVHG-P-R3,PVHG-V-R1,PVHG-V-R2,PVHG-V-R3,WT-B-R1,WT-B-R2,WT-B-R3,WT-Glu-R1,WT-Glu-R2,WT-Glu-R3,WT-Gua-R1,WT-Gua-R2,WT-Gua-R3,WT-H-R1,WT-H-R2,WT-H-R3,WT-H-R4,WT-M-R1,WT-M-R2,WT-M-R3,WT-P-R1,WT-P-R2,WT-P-R3,WT-V-R1,WT-V-R2,WT-V-R3
HHDDI,267.49136224143865,249.72391314653282,180.0271550253098,0,0,0,223.58912365994138,324.73197821632675,126.97272827550181,114.79110022313833,88.14973320252268,109.77746677690376,0,0,0,372.4447633341136,320.94206339674486,282.0837659820716,200.96829874687666,184.3240715815106,261.242207044142,168.5032047142074,312.85478114736594,281.0533187657451,0,0,0,202.95592527229275,174.37454417450223,194.30834617255707,213.8623011348361,193.610092294769,310.0089875793283,225.66737239202502,0,0,0,125.62311137790026,162.588842889238,182.83753425394931,379.2186583289749,294.82478357429466,245.3865401325898
HIBDkt,44.325491730159264,30.615540895367126,31.59694480658379,0,0,0,54.529628422195536,66.07812035655428,41.46999198722806,156.37463831828248,101.28439464385491,122.44966775708696,0,0,0,67.28562537596511,34.25154228668674,45.92419097117446,54.2797559167207,42.03372880885965,44.23781080381346,26.10447414274543,43.30387141257428,44.12707096548879,0,0,0,35.57754699547561,32.34243513997754,36.41072102323837,203.3052727718365,38.521386238959224,63.26970226360853,45.09746851551834,0,0,0,77.80017744537557,114.36147665384902,106.07274790722099,67.15227991669427,60.65449702187501,59.2703965897346
HISabc,2.49991927328447,2.47251399154983,3.52008403680774,0,0,0,2.29412676209884,6.75384103091853,1.86381986459452,2.15618345678524,1.26429896226726,1.52066411762202,0,0,0,3.92908761319504,3.8852495728182,3.30777254901257,1.91477666577389,1.8149278414879,2.19196359838715,3.3512500588659604,5.20901641629517,4.24979816682075,0,0,0,3.85664466075616,1.6018658913668102,3.00476823978181,3.13411779526563,2.40758663993495,4.77033469447842,3.24053665979773,0,0,0,4.21967064110512,6.921011555420259,6.62188252831205,2.65462892789275,4.054896736838439,3.26519550075185
HISabcpp,756.9947860987943,426.0723375438381,462.51389897913157,0,0,0,772.767776248525,545.2357610636133,510.68664289889796,2299.9290205709217,1304.4053349036235,1476.4200330569201,0,0,0,542.8689385564486,387.2980363640877,381.7015671674502,304.4494898580484,231.80258391483392,271.106043236884,409.8520028132393,803.3181943202178,713.045302423074,0,0,0,594.1161099894874,405.9585844692466,507.57016442588724,2555.4606781186903,337.86465847087095,631.6927416477741,415.41879680462534,0,0,0,1255.2641059237503,1855.9296701153967,1889.1985598365773,295.9419656650806,343.2301133703041,330.2106406412523
HISDr,5.09598928784912,6.98121597614071,3.7296128485224895,0,0,0,9.08827140369926,13.507682061837098,8.23187106862579,14.6825825866804,12.1513178040131,12.961851288302,0,0,0,3.27423967766254,3.5785193433851803,3.07699772001169,29.9704173773304,24.5378244169164,25.207581381452304,5.232653600685451,4.01659097160109,5.170587769631911,0,0,0,15.330162526505802,12.357251161972599,12.6671602265311,14.928297919554696,10.901017286372099,11.8003016126571,7.92131183506111,0,0,0,2.54938434566768,3.84500641967792,4.90509816912004,9.831958992195359,9.96828781139449,10.221481567571
HISt2r,89.3240386492798,80.28398372561819,87.58304329676399,0,0,0,91.23565661577699,74.20098321806447,98.62713450145998,188.51203936465203,164.63982041969135,133.38396688856028,0,0,0,62.86540181112071,65.64026909866526,60.30915531222915,61.43935562352738,60.32820145105765,52.009318107186104,93.89379550892882,94.45264706655692,109.71562267342274,0,0,0,87.93149826524052,82.38167441315048,81.60007866858429,161.1596361039216,127.93647894987716,129.67778261568998,117.7394986393172,0,0,0,167.7319079839287,169.61971177093452,157.4536512287532,63.31781590973809,65.6386409275722,75.45440907172207
HISTD,124.51520995782309,135.7701065359868,100.07096047496293,0,0,0,121.23577581245414,233.8289286650443,79.7559583724405,59.96243517917043,51.2041079718239,51.557754845089356,0,0,0,310.7253454101743,203.97560257295575,183.08136434069567,207.96139613492082,169.0060805993531,224.27772999861278,120.58620825849279,194.67914365479015,193.3658165903438,0,0,0,119.84523283299775,106.33338345549234,114.88819740342196,69.52792898444534,120.31245459008278,170.22562751875637,125.03070612386216,0,0,0,55.91063599464283,81.07470679206588,103.12968900574873,282.3738622558511,234.59267162917422,190.80098926132553
HISTP,80.478170451504,116.135436603091,127.225894473194,0,0,0,93.00036950969921,83.41906354404779,88.45378440721491,74.5423423631469,78.9484463104665,66.6195708672503,0,0,0,125.07595568670901,148.55967445539,160.234656269609,87.6634708286915,101.635959123322,126.635715161367,75.31493553346141,81.2104487070596,67.0051510968738,0,0,0,91.1132301103644,81.6951604597075,91.61597280119041,57.23888815564071,98.1091555773492,81.8489005473666,81.733535752676,0,0,0,51.2514163284226,41.7457839850746,44.3911384305363,56.2388054353574,62.344037328891,87.5214359223267
HKNDDH,3.0768237209655,2.47251399154983,2.17909964183336,0,0,0,4.41178223480546,6.02369605460302,2.79572979689178,4.62039312168266,2.59883675577158,3.33097854336252,0,0,0,6.384767371441949,2.4538418354641203,2.61544806200994,5.57782767855872,4.5010210468899805,4.8821007418623,1.58743423841019,2.8869247608382795,2.05406911396336,0,0,0,1.83190621385918,1.22046925056519,1.59075965635507,3.21659457935157,2.27383182660523,2.32239978546976,2.5204174020649,0,0,0,1.8461059054834896,1.97743187297722,2.9430589014720203,4.227742366644,2.02744836841922,2.41340537012093
HKNTDH,3.0768237209655,2.47251399154983,2.17909964183336,0,0,0,4.41178223480546,6.02369605460302,2.79572979689178,4.62039312168266,2.59883675577158,3.33097854336252,0,0,0,6.384767371441949,2.4538418354641203,2.61544806200994,5.57782767855872,4.5010210468899805,4.8821007418623,1.58743423841019,2.8869247608382795,2.05406911396336,0,0,0,1.83190621385918,1.22046925056519,1.59075965635507,3.21659457935157,2.27383182660523,2.32239978546976,2.5204174020649,0,0,0,1.8461059054834896,1.97743187297722,2.9430589014720203,4.227742366644,2.02744836841922,2.41340537012093
HKtpp,0.192301482560344,0.363604998757329,0.293340336400645,0,0,0,0.441178223480546,0.547608732236638,0.698932449222944,0.410701610816236,0.21071649371121,0.651713193266579,0,0,0,0.49113595164938,0.8179472784880408,0.461549658001753,0.832511593814734,0.508179795616611,0.298904127052794,2.05778512386507,1.1296662107628102,1.77074923617531,0,0,0,2.4104029129726,2.36465917297006,2.17992989944955,0.577337488601563,0.802528879978317,0.251070247077812,0.9901639793826392,0,0,0,0.35163922009209303,0.6591439576590731,0.122627454228001,1.6714330286732098,0.7602931381572071,0.7098251088590971
HMBS,91.72780718128408,130.825078552887,145.371089567691,0,0,0,103.235704294448,155.885952443363,112.372806002845,89.5329511579395,126.35965739548901,102.10173361176399,0,0,0,299.592930506122,256.32422839619,262.237130687996,357.64698070280997,372.931372868933,444.0718980914341,120.586208258493,111.96247333338002,88.3249719004245,0,0,0,117.820494386101,101.14638914059,99.3341029857279,53.4449560876876,161.24142746897698,137.900333207488,158.696281422872,0,0,0,86.15160892256279,66.79325437611939,64.2567860154725,213.451829720561,209.249567023934,241.553484544751
HMGCOASi,1.15380889536206,1.74530399403518,1.00573829623078,0,0,0,1.76471289392219,1.27775370855216,1.0872282543468,2.15618345678524,0.772627143607768,0.7965383473258192,0,0,0,1.14598388718189,1.12467750792106,1.15387414500438,3.33004637525894,2.68609320540209,2.09232888936956,1.76381582045577,2.07105471973181,1.20410948059921,0,0,0,0.674912815632329,0.8390726097635691,0.82483834033226,0.9897214090312508,1.40442553996205,1.56918904423632,1.26020870103245,0,0,0,0.8790980502302329,1.42814524159466,1.22627454228001,4.71934031625377,2.6187874758748304,2.7683179245504803
HMGL,18.36479158451289,14.471478950541641,20.86906964678872,0,0,0,12.79416848093585,16.79333445525691,13.20205737421116,8.11135681362067,10.18463052937512,7.74814574216933,0,0,0,21.118845920923384,10.019854161478511,14.308039398054309,16.81673419505767,19.819012029047798,16.240457569868457,26.868794331609593,33.26239398357155,25.923768817606522,0,0,0,24.682525828839427,19.52750800904303,22.03496709173323,11.381796203859391,13.576113552966572,20.713295383919462,17.912966536104108,0,0,0,16.70286295437447,20.872891992537266,25.99702029633617,20.84375306345413,18.16255830042213,24.843878810068418
HMPK1,1190.82693075493,1138.01092511069,1045.59067621893,0,0,0,904.856536358601,984.965573049633,654.045454150626,431.54471756516,368.402669838431,387.696937416585,0,0,0,960.498209442305,966.813683172865,931.407209847538,321.51597753125,586.3668870279098,527.9643230842511,1095.91756310985,1219.03535988093,1223.87104207493,0,0,0,911.4215494532001,1004.52247254331,881.987853912424,408.837418713993,799.185009645074,935.801578420773,774.7583064133072,0,0,0,471.28446472842796,468.321781916771,531.344759169928,454.826422978957,484.053297960089,483.958759220133
HMPK2,1190.82693075493,1138.01092511069,1045.59067621893,0,0,0,904.856536358601,984.965573049633,654.045454150626,431.54471756516,368.402669838431,387.696937416585,0,0,0,960.498209442305,966.813683172865,931.407209847538,321.51597753125,586.3668870279098,527.9643230842511,1095.91756310985,1219.03535988093,1223.87104207493,0,0,0,911.4215494532001,1004.52247254331,881.987853912424,408.837418713993,799.185009645074,935.801578420773,774.7583064133072,0,0,0,471.28446472842796,468.321781916771,531.344759169928,454.826422978957,484.053297960089,483.958759220133
HMPK3,1190.82693075493,1138.01092511069,1045.59067621893,0,0,0,904.856536358601,984.965573049633,654.045454150626,431.54471756516,368.402669838431,387.696937416585,0,0,0,960.498209442305,966.813683172865,931.407209847538,321.51597753125,586.3668870279098,527.9643230842511,1095.91756310985,1219.03535988093,1223.87104207493,0,0,0,911.4215494532001,1004.52247254331,881.987853912424,408.837418713993,799.185009645074,935.801578420773,774.7583064133072,0,0,0,471.28446472842796,468.321781916771,531.344759169928,454.826422978957,484.053297960089,483.958759220133
HMPK4,1190.82693075493,1138.01092511069,1045.59067621893,0,0,0,904.856536358601,984.965573049633,654.045454150626,431.54471756516,368.402669838431,387.696937416585,0,0,0,960.498209442305,966.813683172865,931.407209847538,321.51597753125,586.3668870279098,527.9643230842511,1095.91756310985,1219.03535988093,1223.87104207493,0,0,0,911.4215494532001,1004.52247254331,881.987853912424,408.837418713993,799.185009645074,935.801578420773,774.7583064133072,0,0,0,471.28446472842796,468.321781916771,531.344759169928,454.826422978957,484.053297960089,483.958759220133
HMPSCD,14.0380082269051,10.035497965702302,12.36219989117,0,0,0,15.1765308877308,18.7099650180851,13.202057374211199,16.8387660434657,15.2418263784442,14.3376902518647,0,0,0,15.388926485013899,12.064722357698601,12.2310659370465,18.7315108608315,18.221875528538497,23.0156177830651,15.9331362447838,17.5098262668235,17.849152300647102,0,0,0,10.2201083510038,9.91631266084218,10.7818154486288,27.1348619642735,17.4550031395284,22.9101600458503,19.6232497732196,0,0,0,26.9883101420682,28.7826194844462,24.280235937144198,26.8412480486933,31.5099267258487,23.4952111032361
HMSD,15.095666380987,7.27209997514657,6.95635654892958,0,0,0,32.647188537560396,17.432211309533,19.1041536120938,26.3875784949432,10.887018841745801,16.437654985723697,0,0,0,9.659007049104481,8.38395960450242,7.000169813026591,6.32708811299198,6.53374022935643,4.483561905791911,11.464802832962501,19.267084816899,23.2322299786201,0,0,0,21.0187134011211,32.189876483656896,39.76899140887679,25.4853262825547,9.6303465597398,18.014290227832998,12.5120721031079,0,0,0,60.8335850759321,74.0438379103692,119.43914041807301,16.8126498766541,17.824650239019,14.6933797533833
HMSD2,15.095666380987,7.27209997514657,6.95635654892958,0,0,0,32.647188537560396,17.432211309533,19.1041536120938,26.3875784949432,10.887018841745801,16.437654985723697,0,0,0,9.659007049104481,8.38395960450242,7.000169813026591,6.32708811299198,6.53374022935643,4.483561905791911,11.464802832962501,19.267084816899,23.2322299786201,0,0,0,21.0187134011211,32.189876483656896,39.76899140887679,25.4853262825547,9.6303465597398,18.014290227832998,12.5120721031079,0,0,0,60.8335850759321,74.0438379103692,119.43914041807301,16.8126498766541,17.824650239019,14.6933797533833
HMSH,2.0191655668836104,3.1997239890644904,3.0591206510353,0,0,0,3.52942578784437,4.8372104680903,3.3393439240651803,5.13377013520295,5.61910649896559,4.34475462177719,0,0,0,4.42022356484442,4.80544026111724,4.538571637017241,4.82856724412546,4.42842393323047,4.38392719677431,3.76280708363898,4.45590560911996,3.4706685029036097,0,0,0,3.4709801946805503,3.8902457361765497,3.0636852640912497,5.27851418150001,5.61770215984822,4.14265907678389,4.05067082474716,0,0,0,5.01085888631233,4.723865029890018,4.78247071489203,6.390773344926982,6.50473018201166,5.89154840353051
HMSH2,2.0191655668836104,3.1997239890644904,3.0591206510353,0,0,0,3.52942578784437,4.8372104680903,3.3393439240651803,5.13377013520295,5.61910649896559,4.34475462177719,0,0,0,4.42022356484442,4.80544026111724,4.538571637017241,4.82856724412546,4.42842393323047,4.38392719677431,3.76280708363898,4.45590560911996,3.4706685029036097,0,0,0,3.4709801946805503,3.8902457361765497,3.0636852640912497,5.27851418150001,5.61770215984822,4.14265907678389,4.05067082474716,0,0,0,5.01085888631233,4.723865029890018,4.78247071489203,6.390773344926982,6.50473018201166,5.89154840353051
HMSH3,2.0191655668836104,3.1997239890644904,3.0591206510353,0,0,0,3.52942578784437,4.8372104680903,3.3393439240651803,5.13377013520295,5.61910649896559,4.34475462177719,0,0,0,4.42022356484442,4.80544026111724,4.538571637017241,4.82856724412546,4.42842393323047,4.38392719677431,3.76280708363898,4.45590560911996,3.4706685029036097,0,0,0,3.4709801946805503,3.8902457361765497,3.0636852640912497,5.27851418150001,5.61770215984822,4.14265907678389,4.05067082474716,0,0,0,5.01085888631233,4.723865029890018,4.78247071489203,6.390773344926982,6.50473018201166,5.89154840353051
HOPNTAL,8.365114491374959,7.999309972661229,7.58494298407383,0,0,0,12.61769719154363,11.043442766772191,9.241440161947821,13.75850396234393,14.60967689731052,12.020487786916913,0,0,0,7.53075125862383,6.33909140828232,7.23094464202747,6.07733463484756,5.44478352446369,7.57223788533744,7.34923258523238,9.790440493277659,8.499596333641499,0,0,0,9.448779418852602,9.229798707399269,8.71971959779818,19.79442818062507,8.76094027309662,9.8545071978041,8.10134164949432,0,0,0,12.04364328815419,16.03916963637075,14.347412144676102,8.848763092975819,10.306195872797701,7.24021611036279
HOPNTAL2,1.92301482560344,2.3270719920469,2.55625150291991,0,0,0,5.29413868176656,4.10706549177478,2.79572979689178,3.1829374838258304,3.44170273061642,2.31720246494784,0,0,0,3.60166364542879,2.35159842565312,2.69237300501023,1.91477666577389,1.5245393868498305,2.3912330164223503,2.05778512386507,2.69864705904448,2.1957290528573896,0,0,0,2.3139867964537,2.82233514193201,2.82801716685346,3.8764088520390696,2.00632219994579,2.38516734723921,1.80029814433207,0,0,0,2.46147454064465,3.18586246201885,5.8861178029440415,3.1462268775025097,2.95669553727803,2.55537039189275
HOPNTAL3,1.92301482560344,2.3270719920469,2.55625150291991,0,0,0,5.29413868176656,4.10706549177478,2.79572979689178,3.1829374838258304,3.44170273061642,2.31720246494784,0,0,0,3.60166364542879,2.35159842565312,2.69237300501023,1.91477666577389,1.5245393868498305,2.3912330164223503,2.05778512386507,2.69864705904448,2.1957290528573896,0,0,0,2.3139867964537,2.82233514193201,2.82801716685346,3.8764088520390696,2.00632219994579,2.38516734723921,1.80029814433207,0,0,0,2.46147454064465,3.18586246201885,5.8861178029440415,3.1462268775025097,2.95669553727803,2.55537039189275
HPA3MO,19.0378467734741,9.235566968436146,14.876545631746998,0,0,0,33.441309339825374,42.71348111445774,24.229658239728742,4.209691510866426,4.354807536698328,4.12751689068834,0,0,0,17833.146404389,5333.629716200895,5758.139683343871,3.9128044909292496,2.1053162961259657,1.2952512172287758,31.454715464794575,40.165909716010965,47.95188931562741,0,0,0,31.52807010168162,17.315407492393696,26.159158793394564,6.515665942789067,3.544502553237568,4.707567132708968,3.870641010313952,0,0,0,9339.098136620876,33859.34624633631,120992.95289059592,11.89667038055638,6.166822120608458,5.891548403530506
HPACt2r,18.845545290913698,13.8169899527785,10.4764405857373,0,0,0,16.147122979388,16.2457257230203,11.7265333147405,16.8387660434657,9.48224221700443,13.396326750479698,0,0,0,10.313854984637,7.872742555447401,6.61554509802513,4.995069562888401,5.226992183485138,4.08502306972151,11.935153718417402,19.8946771562117,20.6823510785276,0,0,0,18.3190621385918,14.4930723504617,17.6751072928342,19.5469978283672,10.967894693037,17.6376848572163,13.8622957113569,0,0,0,19.779706130180198,22.630609212961502,25.6291379336522,13.273144639463696,12.756029317970901,11.499166763517401
HPAtex,6.922853372172379,5.0904699826026,4.986785718810969,0,0,0,7.147087220384848,3.92452924769591,6.13507372095696,6.87925198117196,5.68934533020266,6.2998942015769295,0,0,0,6.54847935532507,7.668255735825388,5.61552083902133,5.91083231608461,4.71881238786853,5.47990899596788,4.23315796909385,6.15040492526417,6.44552721967813,0,0,0,3.85664466075616,5.94978759650531,5.71495135801637,7.91777127225001,5.21643771985906,5.71184812102021,6.48107331959546,0,0,0,5.36249810640442,5.602723640102121,7.23501979945205,6.9806908844587,3.3790806140320293,5.89154840353051
HPPK,25.2876449566852,31.0518668938759,23.676755723766398,0,0,0,22.588325042203998,28.8407265644629,18.1722436797966,11.3969697001506,11.02749650422,11.875662632857699,0,0,0,22.1011178242221,27.810207468593397,18.6158362060707,24.059585061245798,25.6993782354686,32.4809151397369,15.3451976379652,23.9112681278128,20.0448813535045,0,0,0,26.7072642757364,26.087530230831,25.746739623228397,11.2993194197735,33.6393355524244,34.145553602582396,34.1156498350927,0,0,0,9.40634913746349,13.4025938057345,9.56494142978407,39.3278359687814,38.352564969263604,30.167567126511607
HPPPNDO,8.74971745649565,5.01774898285114,6.53729892550009,0,0,0,17.6471289392219,23.182102998017697,11.571214992690999,9.959514062293731,7.023883123706981,7.96538347325819,0,0,0,31.105276937794102,11.246775079210598,12.9233904240491,5.3280742004143,2.9038845463806404,4.9817354508798894,6.996469421141219,13.179439125566098,12.9618844088033,0,0,0,9.159531069295893,5.26327364306239,8.77863662210763,8.165201624507821,2.94260589325383,8.285318153567781,4.8608049896965895,0,0,0,10.3733569927168,24.4981837596622,38.2597657191363,7.7672476038343286,7.687408396922869,5.25270580555732
HPPPNt2r,3.0768237209655,2.69067699080423,2.7238745522917003,0,0,0,4.05883965602103,5.2935510782875,2.32977483074315,2.05350805408118,1.4047766247414,1.01377607841468,0,0,0,2.7831037260131604,1.53365114716508,1.84619863200701,33.4669660713523,13.285271799691401,40.9498654062327,2.99848689477481,5.39729411808897,5.66639755576099,0,0,0,4.53155747638849,1.90698320400811,3.59393848287628,2.30934995440625,7.22275991980485,15.4408201952854,7.74128202062791,0,0,0,2.46147454064465,3.07600513574234,6.744509982540049,13.3714642293857,13.262891410075701,5.39467082732914
HPPPNt2rpp,3.0768237209655,2.69067699080423,2.7238745522917003,0,0,0,4.05883965602103,5.2935510782875,2.32977483074315,2.05350805408118,1.4047766247414,1.01377607841468,0,0,0,2.7831037260131604,1.53365114716508,1.84619863200701,33.4669660713523,13.285271799691401,40.9498654062327,2.99848689477481,5.39729411808897,5.66639755576099,0,0,0,4.53155747638849,1.90698320400811,3.59393848287628,2.30934995440625,7.22275991980485,15.4408201952854,7.74128202062791,0,0,0,2.46147454064465,3.07600513574234,6.744509982540049,13.3714642293857,13.262891410075701,5.39467082732914
HPYRI,5.76904447681032,4.94502798309967,4.40010504600968,0,0,0,4.85296045828601,6.84510915295797,5.59145959378356,8.83008463254908,5.2679123427802415,4.41716719880681,0,0,0,4.74764753261068,2.35159842565312,3.3846974920128594,12.654176225984001,8.34866807084433,10.7605485739006,4.46833341182129,9.72768125934639,8.78291621142954,0,0,0,10.8950211666362,6.636301549948231,6.952208868514769,15.0107747036406,3.8788895865618698,3.57775102085881,3.42056647423093,0,0,0,6.944874596818839,13.622308458287499,29.1853341062642,57.91023846403071,29.3980013420787,15.758117416672
HPYRRx,33.74891018934035,19.85283293215018,29.9626200752087,0,0,0,29.29423403910824,26.650291635516385,20.50201851053966,31.521348630146154,24.86454625792275,26.21335288472246,0,0,0,26.84876535683279,14.927537832406742,19.00046092107215,16.81673419505767,11.905926640160612,15.841918733798089,26.398443446154747,42.36248290360526,39.16897310419789,0,0,0,35.38471476243784,24.71450232394515,32.4043633701959,45.85709195178129,10.901017286372129,20.713295383919398,15.93263857733881,0,0,0,70.06411460334952,101.39831215322069,137.3427487353612,54.5673724066842,37.761225861808,25.34075638626975
HSDx,373.44947913218806,345.061143820705,434.85609583278506,0,0,0,275.648154030645,493.3041996231711,247.577405346972,87.1714168957462,88.2902108649968,79.50900957852271,0,0,0,647.4808962577671,524.815422559889,530.012857272013,356.5647156308509,420.918064997873,441.879934493047,393.330927961637,545.691539032367,398.631068047786,0,0,0,367.15257170398695,270.94417362547296,309.01979250305,117.859324458805,308.304844725003,375.53832206663697,357.089136928266,0,0,0,130.54606045919,150.17496501999202,159.538317950629,322.88153330369596,249.291672300213,285.349693761357
HSDy,373.44947913218806,345.061143820705,434.85609583278506,0,0,0,275.648154030645,493.3041996231711,247.577405346972,87.1714168957462,88.2902108649968,79.50900957852271,0,0,0,647.4808962577671,524.815422559889,530.012857272013,356.5647156308509,420.918064997873,441.879934493047,393.330927961637,545.691539032367,398.631068047786,0,0,0,367.15257170398695,270.94417362547296,309.01979250305,117.859324458805,308.304844725003,375.53832206663697,357.089136928266,0,0,0,130.54606045919,150.17496501999202,159.538317950629,322.88153330369596,249.291672300213,285.349693761357
HSERTA,247.10740509004222,305.06459395739876,354.48084365900803,0,0,0,187.94192320271267,210.73809378906606,208.74782483458566,94.7693966958465,114.0678619290017,99.9293563008755,0,0,0,314.16329707172054,329.1215361816251,312.08449375218555,306.7805223207293,400.5908731732086,422.94933977970294,293.73412796656754,243.38030918545348,219.006265530162,0,0,0,201.99176410710453,212.28537027018297,199.19845919024044,73.48681462057039,292.1205123121069,233.68363246767296,267.07422971166324,0,0,0,98.01943260067098,82.72256668621361,84.49031596309261,336.05635835323733,249.03824125416048,284.07200856541084
HSK,188.263151426577,199.40098131851897,150.986461721646,0,0,0,122.735781772288,260.114147812403,93.03567490767641,23.8206934273417,25.145501582871,28.0960798874925,0,0,0,279.947492440147,244.055019218869,206.23577218378296,128.789543563139,153.470298276217,193.98877845726295,144.280134113282,205.285454189175,199.88217377946896,0,0,0,142.020939632346,135.853483453538,144.169958485217,26.8049548279297,150.00602314928003,218.744952766543,160.496579567204,0,0,0,43.8669927064886,47.897794256559294,47.8247071489203,161.735725421614,138.457828159963,124.29037656122802
HSTPT,325.1818070095415,342.95223482791243,335.6232506046811,0,0,0,231.6185673272873,388.61966364393425,183.4309383405105,131.0138138503793,138.0193033808422,119.1186892137247,0,0,0,564.8063443967874,466.53667896761647,426.62573387961993,287.5495045036095,317.39458091940315,359.88056897156355,342.9445893572843,447.0967825263463,412.9387218760832,0,0,0,304.6749281997371,239.0594144544571,273.6695779173821,119.6738137086954,289.4454160455138,317.1017220592754,267.9743787838285,0,0,0,139.8644997916301,152.8115408506283,153.4069452392291,312.7546155417346,275.3105930282599,284.78183367426936
HXAND,113.16942248676247,85.73805870697804,140.13286927482204,0,0,0,111.88279747466666,39.154024354919564,145.22263111632296,712.4646193634661,819.6169217053678,606.8898080852445,0,0,0,29.795581066729127,34.45602910630869,38.308621614145494,84.7496802503399,76.29956645615114,58.684843611365096,162.03588003920342,107.75760465998549,112.40716151240915,0,0,0,95.64478758675293,94.20497027800076,82.13033188736942,877.88288981072,74.36767621132404,68.66771257578142,81.46349103102624,0,0,0,566.8424227884543,555.9879282854279,537.3535044271001,79.4422286569385,79.23944039905115,88.5151910747295
HXANt2r,124.803662181663,114.535574608559,93.7012845988347,0,0,0,97.676858678593,91.0855857953608,92.49206078050301,237.180180246376,156.070683008769,219.699758707867,0,0,0,100.02802215259001,111.138586464563,130.849328043497,93.49105198539459,92.7791112568613,126.137541616279,136.284169060549,139.388258561344,145.768077121952,0,0,0,85.81034370182459,87.41611007173191,97.80226035368229,295.844224516258,94.63153043077652,125.03298304475,113.778842721787,0,0,0,140.479868426791,166.763421287745,149.48286670393298,87.79939380030451,106.778947403412,119.250618288328
HXCT,16.34562601762924,12.871616956009444,14.70892258237522,0,0,0,16.58830120286856,21.448008679268312,12.037169958839598,23.204641011117317,20.93117170864684,23.099612072448718,0,0,0,21.93740584033901,9.71312393204548,13.30801513905056,87.24721503178414,112.01734637663334,75.22420530828639,20.2250880745595,29.810636117351848,23.798869734196174,0,0,0,19.186807187261902,13.730279068858412,17.498356219905823,27.87715302104694,28.08851079924112,33.20404017604058,24.5740696701328,0,0,0,17.49405119958165,16.14902696264728,24.52549084560018,44.9320525943328,27.455029989010242,24.063071190323377
HXPRT,107.688830233793,102.24572565056101,85.3201321302448,0,0,0,94.7650824036214,140.644176062777,61.894351336743,53.391209406110704,48.254077059867,47.0681750692529,0,0,0,155.03524873732098,131.280538197331,113.23351609643,120.63092994375499,98.223894781325,132.115624157335,84.95712868528629,149.994569095728,130.893783538079,0,0,0,93.6200491398559,73.9146689873544,86.6669427591968,61.445204144023506,121.24873828339099,145.934581113978,112.51863402075399,0,0,0,39.031953430222295,44.162645163157904,51.9940405926724,87.99603298014841,101.03451035955798,83.04953773651441
HYD1,10.9611845059396,6.98121597614072,10.22500601167964,0,0,0,13.05887541502418,6.02369605460302,17.39565206954884,42.71296752488861,38.35040185544021,38.668316133817,0,0,0,7.53075125862384,5.930117769038298,6.0001455540228,71.92900170559301,43.84865665034761,62.5705972630514,10.81807036546206,11.045625171903,9.20789602811162,0,0,0,10.99143728315506,16.47633488263008,10.72289842431938,101.28149085753141,7.7577791731237395,10.796020624345903,9.36155035052676,0,0,0,59.9544870257018,53.390660570384796,52.4845504095844,59.385032312860005,64.3714856973102,59.057449057076795
HYD1pp,10.9611845059396,6.98121597614072,10.22500601167964,0,0,0,13.05887541502418,6.02369605460302,17.39565206954884,42.71296752488861,38.35040185544021,38.668316133817,0,0,0,7.53075125862384,5.930117769038298,6.0001455540228,71.92900170559301,43.84865665034761,62.5705972630514,10.81807036546206,11.045625171903,9.20789602811162,0,0,0,10.99143728315506,16.47633488263008,10.72289842431938,101.28149085753141,7.7577791731237395,10.796020624345903,9.36155035052676,0,0,0,59.9544870257018,53.390660570384796,52.4845504095844,59.385032312860005,64.3714856973102,59.057449057076795
HYD2,10.9611845059396,6.98121597614072,10.22500601167964,0,0,0,13.05887541502418,6.02369605460302,17.39565206954884,42.71296752488861,38.35040185544021,38.668316133817,0,0,0,7.53075125862384,5.930117769038298,6.0001455540228,71.92900170559301,43.84865665034761,62.5705972630514,10.81807036546206,11.108384405834267,9.20789602811162,0,0,0,10.99143728315506,16.47633488263008,10.72289842431938,101.28149085753141,7.7577791731237395,10.796020624345903,9.36155035052676,0,0,0,59.9544870257018,53.390660570384796,52.4845504095844,59.385032312860005,64.3714856973102,59.057449057076795
HYD2pp,10.9611845059396,6.98121597614072,10.22500601167964,0,0,0,13.05887541502418,6.02369605460302,17.39565206954884,42.71296752488861,38.35040185544021,38.668316133817,0,0,0,7.53075125862384,5.930117769038298,6.0001455540228,71.92900170559301,43.84865665034761,62.5705972630514,10.81807036546206,11.045625171903,9.20789602811162,0,0,0,10.99143728315506,16.47633488263008,10.72289842431938,101.28149085753141,7.7577791731237395,10.796020624345903,9.36155035052676,0,0,0,59.9544870257018,53.390660570384796,52.4845504095844,59.385032312860005,64.3714856973102,59.057449057076795
