Line Name,Measurement Type,Time,Value,Units
PVHG6-P-R3,"Pd630_LPD00205	",21,1.135740358,RPKM
PVHG6-P-R3,"Pd630_LPD00206	",21,1.040299992,RPKM
PVHG6-P-R3,"Pd630_LPD00207	",21,2.616798165,RPKM
PVHG6-P-R3,"Pd630_LPD00208	",21,1.732850978,RPKM
PVHG6-P-R3,"Pd630_LPD00209	",21,3.679376814,RPKM
PVHG6-P-R3,"Pd630_LPD00210	",21,5.434933129,RPKM
PVHG6-P-R3,"Pd630_LPD00211	",21,3.11056587,RPKM
PVHG6-P-R3,"Pd630_LPD00212	",21,1.107076005,RPKM
PVHG6-P-R3,"Pd630_LPD00213	",21,1.643036478,RPKM
PVHG6-P-R3,"Pd630_LPD00214	",21,3.120899976,RPKM
PVHG6-P-R3,"Pd630_LPD00215	",21,6.44551405,RPKM
PVHG6-P-R3,"Pd630_LPD00216	",21,60.81026317,RPKM
PVHG6-P-R3,"Pd630_LPD00217	",21,3.370571974,RPKM
PVHG6-P-R3,"Pd630_LPD00218	",21,8.474857694,RPKM
PVHG6-P-R3,"Pd630_LPD00220	",21,2.579636881,RPKM
PVHG6-P-R3,"Pd630_LPD00221	",21,7.112748783,RPKM
PVHG6-P-R3,"Pd630_LPD00222	",21,9.006807826,RPKM
PVHG6-P-R3,"Pd630_LPD00223	",21,7.958875032,RPKM
PVHG6-P-R3,"Pd630_LPD00224	",21,42.34020968,RPKM
PVHG6-P-R3,"Pd630_LPD00225	",21,2.524074483,RPKM
PVHG6-P-R3,"Pd630_LPD00226	",21,1.285076461,RPKM
PVHG6-P-R3,"Pd630_LPD00227	",21,12.58536838,RPKM
PVHG6-P-R3,"Pd630_LPD00228	",21,4.311769704,RPKM
PVHG6-P-R3,"Pd630_LPD00229	",21,40.27911532,RPKM
PVHG6-P-R3,"Pd630_LPD00230	",21,3.760038533,RPKM
PVHG6-P-R3,"Pd630_LPD00231	",21,0.616836701,RPKM
PVHG6-P-R3,"Pd630_LPD00232	",21,0.621448354,RPKM
PVHG6-P-R3,"Pd630_LPD00233	",21,13.88424477,RPKM
PVHG6-P-R3,"Pd630_LPD00234	",21,2.822249261,RPKM
PVHG6-P-R3,"Pd630_LPD00235	",21,109.0234392,RPKM
PVHG6-P-R3,"Pd630_LPD00236	",21,3.139588,RPKM
PVHG6-P-R3,"Pd630_LPD00239	",21,2.184629983,RPKM
PVHG6-P-R3,"Pd630_LPD00240	",21,3.724317227,RPKM
PVHG6-P-R3,"Pd630_LPD00241	",21,14.66676468,RPKM
PVHG6-P-R3,"Pd630_LPD00242	",21,29.65561063,RPKM
PVHG6-P-R3,"Pd630_LPD00243	",21,5.680037957,RPKM
PVHG6-P-R3,"Pd630_LPD00244	",21,1.186224425,RPKM
PVHG6-P-R3,"Pd630_LPD00245	",21,2.730787479,RPKM
PVHG6-P-R3,"Pd630_LPD00246	",21,17.15897113,RPKM
PVHG6-P-R3,"Pd630_LPD00247	",21,40.92724526,RPKM
PVHG6-P-R3,"Pd630_LPD00248	",21,61.44271828,RPKM
PVHG6-P-R3,"Pd630_LPD00249	",21,59.98875846,RPKM
PVHG6-P-R3,"Pd630_LPD00250	",21,19.51053193,RPKM
PVHG6-P-R3,"Pd630_LPD00251	",21,31.35085885,RPKM
PVHG6-P-R3,"Pd630_LPD00252	",21,18.89062397,RPKM
PVHG6-P-R3,"Pd630_LPD00253	",21,11.3800117,RPKM
PVHG6-P-R3,"Pd630_LPD00254	",21,5.540202283,RPKM
PVHG6-P-R3,"Pd630_LPD00255	",21,1.990667508,RPKM
PVHG6-P-R3,"Pd630_LPD00256	",21,23.59400382,RPKM
PVHG6-P-R3,"Pd630_LPD00257	",21,3.606373306,RPKM
PVHG6-P-R3,"Pd630_LPD00258	",21,2.264182336,RPKM
PVHG6-P-R3,"Pd630_LPD00259	",21,47.84919654,RPKM
PVHG6-P-R3,"Pd630_LPD00260	",21,1.846166183,RPKM
PVHG6-P-R3,"Pd630_LPD00261	",21,0.697222335,RPKM
PVHG6-P-R3,"Pd630_LPD00262	",21,13.14786485,RPKM
PVHG6-P-R3,"Pd630_LPD00263	",21,5.259294404,RPKM
PVHG6-P-R3,"Pd630_LPD00264	",21,975.1291987,RPKM
PVHG6-P-R3,"Pd630_LPD00265	",21,248.1348384,RPKM
