b0957,38.18835732
b0929,26.734786
b1480,9.821684187
b3299,30.07908144
b2093,41.53708418
b2092,25.03768076
b3300,34.69709725
b0953,4.970997713
b0728,25.91314596
b1419,8.019214023
b3342,39.68066659
b3319,40.43289719
b3307,16.76454223
b1415,7.797024603
b2095,22.75574954
b3737,32.51415938
b4015,13.53259056
b3308,33.28107187
b1088,28.89630025
b4014,12.28665771
b0169,40.3395196
b0598,29.98825268
b3985,31.5393161
b0565,29.62195113
b3321,38.32791906
b2094,20.36945339
b0880,7.662970044
b1677,24.75627399
b1717,29.10121482
b3185,41.37133891
b0553,49.51092335
b2224,14.57323878
b3297,33.11750882
b3296,31.41185038
b3340,29.9112441
b0419,9.691006262
b3734,33.62089478
b2597,14.89468243
b0862,29.30554691
b2608,22.56852572
b3306,33.69032372
b2530,15.46262787
b3986,38.45761439
b3310,18.68625248
b0440,15.78268808
b0406,25.96186255
b3186,33.1111301
b3341,27.00431291
b2415,42.54889445
b3339,25.51545776
b4200,38.4269478
b3460,19.57675529
b0259,35.29769088
b4201,35.27600374
b3312,29.52177553
b1713,13.48437788
b3315,35.03312947
b3316,31.41016342
b2741,8.692744581
b0741,28.47090449
b1093,17.49131789
b4171,12.07357358
b1094,21.49806366
b3320,29.39654444
b3318,42.05032539
b2019,16.00538343
b1994,21.52778697
b3739,28.33124571
b0812,9.618814778
b0720,7.379389522
b1261,26.77390432
b1818,4.049758257
b2416,20.49575743
b0881,11.66262811
b1778,13.22466133
b3368,11.17359671
b2285,28.01231298
b3908,16.00023702
b2281,26.09415959
b0072,24.73442066
b1136,19.20000089
b2215,18.06239231
b3195,13.17497137
b2091,12.36742905
b3309,27.10081583
b1004,14.78149467
b3295,31.82840209
b3302,12.38088605
b2607,17.89195383
b3735,26.26739767
b4143,16.1649783
b1817,30.57576954
b2601,5.03821969
b2587,10.23435423
b0177,19.14156475
b0073,21.76627229
b3304,26.67988931
b1719,5.803178027
b3984,28.32087208
b2414,28.24912542
b3303,13.57306402
b2096,17.3668507
b2925,19.48859773
b0431,19.72973653
b4142,7.007798748
b2742,9.935585722
b0126,14.43469731
b0811,8.80213633
b0904,17.15638611
b1092,19.38845045
b3983,29.72697818
b1006,8.319744463
b0911,25.70104226
b1716,18.51594578
b0071,17.67253981
b1101,23.13094744
b4172,15.86736211
b3733,21.12203351
b1002,7.270311024
b1051,8.689305844
b3314,22.00706914
b0740,8.341349658
b1718,17.57518983
b0004,24.00165787
b0449,12.4177333
b0755,12.92933567
b3509,15.23271656
b1712,9.230883827
b0118,12.13199417
b2280,23.04379341
b2572,6.291658439
b1824,13.99978484
b3403,13.78917387
b4177,18.78061852
b0723,15.14767147
b1739,7.69071233
b4189,1.176438327
b1237,13.15949112
b3202,11.1528828
b3097,10.22013215
b1205,6.239454749
b3284,8.167697512
b1920,21.03075476
b0679,10.19242555
b4252,19.95285938
b3736,22.14140603
b4069,2.436584112
b1714,18.98441369
b2426,6.212572108
b2286,18.77039197
b0726,14.40300496
b1777,11.24465286
b4174,17.69450553
b3294,30.72116287
b1324,20.36347366
b0912,11.30131929
b3317,14.63612103
b3527,6.448220153
b2999,9.153612101
b0432,24.13325422
b4206,10.29494275
b2309,11.74404886
b1823,11.24792205
b1243,16.62741048
b0727,16.60675628
b2659,8.250611642
b3738,19.04710672
b2927,16.72213329
b3418,8.688992325
b4173,12.19256719
b1603,16.2508215
b2284,19.7656321
b0180,19.16847586
b2288,16.47356135
b2185,28.57305574
b0471,18.88702928
b0882,9.451992106
b0605,8.562663702
b3510,15.35276949
b4245,26.95420646
b2609,16.9496781
b2417,12.30715056
b0430,15.91863608
b0924,10.15118714
b0146,4.25232825
b2113,10.60226609
b2779,20.77266169
b3336,7.368248731
b0429,12.34537615
b3637,8.073178486
b3305,7.269524423
b3255,16.71871907
b3231,18.46454398
b0884,17.02838834
b3782,10.09099644
b0926,7.535588843
b3313,14.98048725
b2282,19.90167554
b1276,8.49260586
b3942,11.66163822
b1967,7.908017789
b0116,13.3854809
b3349,12.53247037
b2599,11.45962328
b2529,7.542942377
b0729,2.984070616
b0003,18.46678729
b1152,6.214839438
b2310,3.655269579
b2809,1.625629504
b0198,13.37928771
b2696,7.287266202
b0095,10.07037044
b3936,10.30164584
b0722,15.4495214
b1197,7.058209838
b3829,19.0652734
b2029,14.32678512
b4202,17.76154386
b2926,16.13901771
b2752,23.12196724
b3301,8.439965879
b3212,22.67475018
b0094,8.999727546
b2513,11.25554315
b2050,9.398801606
b4212,7.780616855
b1048,14.99432308
b3430,8.85728939
b2573,3.057577115
b1440,4.871443161
b3963,9.143437663
b3570,2.936760162
b3433,10.99263681
b3169,15.51197922
b2323,12.35247682
b1761,14.38192644
b3636,14.92258244
b2283,16.94757042
b0329,3.97036081
b1779,18.87596088
b3994,11.96395105
b4376,8.403903935
b0810,8.423633177
b4068,1.609277985
b0032,21.35736795
b0074,13.68254563
b3767,10.29399268
b0054,8.320528612
b1724,3.871646355
b0863,12.3469476
b1124,12.66102425
b3981,13.43732286
b2751,16.52480828
b1199,8.680560213
b4188,0.477903178
b2977,3.004522032
b2013,8.590702354
b4244,19.68650384
b2909,12.49020431
b1641,4.426133562
b4036,8.651504488
b3236,11.93829708
b0014,10.38863131
b3209,7.138102584
b0220,3.193750196
b3291,5.694346791
b1810,4.75304216
b3528,6.381142456
b0721,3.648445237
b2289,6.746774113
b0623,4.129444874
b0724,2.265318889
b1283,5.623056112
b2697,11.59416762
b0573,31.89164857
b3708,4.071827799
b2341,3.886235448
b0346,2.080873702
b3213,12.44679047
b3207,6.333381843
b0170,16.91656649
b4067,1.605661456
b0734,12.96478641
b0733,18.39648169
b2595,10.99604769
b3588,0.91080023
b2322,7.980558008
b3049,5.168398946
b2022,12.12054147
b0179,10.80125621
b4340,4.862038114
b1175,11.46626415
b0928,13.21591012
