,GeneID
WP_005240557_1,491382675
WP_005244898_1,491387021
WP_005237834_1,491379950
WP_005245264_1,491387390
WP_005237796_1,491379912
WP_005244899_1,491387022
WP_005241739_1,491383858
WP_025432819_1,645061541
WP_005247443_1,491389570
WP_037181766_1,739319280
WP_005249122_1,491391255
WP_005240925_1,491383044
WP_005252477_1,491394615
WP_005250344_1,491392481
WP_005252476_1,491394614
WP_025431732_1,645060454
WP_011594674_1,499913940
WP_043943794_1,763062032
WP_025431942_1,645060664
WP_005246268_1,491388395
WP_005249633_1,491391769
WP_037179155_1,739316663
WP_005247508_1,491389635
WP_005249652_1,491391788
WP_005248879_1,491391009
WP_025432381_1,645061103
WP_025432093_1,645060815
WP_025431736_1,645060458
WP_025432959_1,645061681
WP_005252992_1,491395131
WP_005238498_1,491380615
WP_005248354_1,491390481
WP_005246063_1,491388190
WP_037180712_1,739318224
WP_005252872_1,491395010
WP_037179827_1,739317335
WP_005251070_1,491393208
WP_005244221_1,491386340
WP_005265172_1,491407346
WP_025433262_1,645061984
WP_005244871_1,491386994
WP_005246096_1,491388223
WP_187300223_1,1897646036
WP_025432560_1,645061282
WP_005249135_1,491391268
WP_005249137_1,491391270
WP_005258384_1,491400538
WP_005240574_1,491382692
WP_005247779_1,491389906
WP_005247578_1,491389705
WP_005247573_1,491389700
WP_037179006_1,739316513
WP_037182782_1,739320300
WP_005249664_1,491391800
WP_005249129_1,491391262
WP_025432319_1,645061041
WP_005238827_1,491380945
WP_005238981_1,491381099
WP_025431876_1,645060598
WP_025431705_1,645060427
WP_005239862_1,491381980
WP_005252393_1,491394531
WP_037181361_1,739318875
WP_005239409_1,491381527
WP_025432211_1,645060933
WP_187300212_1,1897646025
WP_025433213_1,645061935
WP_005242112_1,491384231
WP_005251393_1,491393531
WP_005240164_1,491382282
WP_005240344_1,491382462
WP_005239110_1,491381228
WP_005239108_1,491381226
WP_005239107_1,491381225
WP_005239114_1,491381232
WP_005239117_1,491381235
WP_005239118_1,491381236
WP_005239116_1,491381234
WP_005239119_1,491381237
WP_005239106_1,491381224
WP_005239113_1,491381231
WP_005239105_1,491381223
WP_005239104_1,491381222
WP_005246084_1,491388211
WP_005244851_1,491386974
WP_005239115_1,491381233
WP_005248159_1,491390286
WP_025431777_1,645060499
WP_005243189_1,491385308
WP_025432300_1,645061022
WP_005237944_1,491380061
WP_005252922_1,491395060
WP_005245055_1,491387179
WP_005240272_1,491382390
WP_025433515_1,645062237
WP_005242744_1,491384863
WP_005245256_1,491387382
WP_025432974_1,645061696
WP_005259694_1,491401848
WP_005249133_1,491391266
WP_005239622_1,491381740
WP_005251754_1,491393892
WP_005244010_1,491386129
WP_005252564_1,491394702
WP_005251747_1,491393885
WP_005252822_1,491394960
WP_005248762_1,491390892
WP_005251755_1,491393893
WP_025431580_1,645060302
WP_005248482_1,491390610
WP_005248085_1,491390212
WP_005240466_1,491382584
WP_005251085_1,491393223
WP_005249988_1,491392125
WP_187300218_1,1897646031
WP_025433189_1,645061911
WP_037179996_1,739317504
WP_037183109_1,739320627
WP_005244652_1,491386774
WP_025433188_1,645061910
WP_179443331_1,1869557888
WP_005252800_1,491394938
WP_025433053_1,645061775
WP_005250493_1,491392630
WP_005245222_1,491387348
WP_005248324_1,491390451
WP_005248045_1,491390172
WP_025432858_1,645061580
WP_025433371_1,645062093
WP_005251604_1,491393742
WP_005242398_1,491384517
WP_005251084_1,491393222
WP_005244737_1,491386859
WP_005252069_1,491394207
WP_005250948_1,491393086
WP_005251092_1,491393230
WP_025431673_1,645060395
WP_025431671_1,645060393
WP_005241600_1,491383719
WP_005251762_1,491393900
WP_080578159_1,1171028019
WP_005248299_1,491390426
WP_005239150_1,491381268
WP_005247870_1,491389997
WP_005247948_1,491390075
WP_005240141_1,491382259
WP_025432820_1,645061542
WP_005243031_1,491385150
WP_005240142_1,491382260
WP_005252174_1,491394312
WP_005238790_1,491380908
WP_005250011_1,491392148
WP_025432841_1,645061563
WP_005570063_1,491735937
WP_005248111_1,491390238
WP_005245220_1,491387346
WP_005244098_1,491386217
WP_025432670_1,645061392
WP_005243582_1,491385701
WP_187300215_1,1897646028
WP_005241723_1,491383842
WP_025433817_1,645062539
WP_005238873_1,491380991
WP_025433599_1,645062321
WP_005251254_1,491393392
WP_005248765_1,491390895
WP_005244101_1,491386220
WP_025433889_1,645062611
WP_005239719_1,491381837
WP_005239923_1,491382041
WP_005249317_1,491391452
WP_005238397_1,491380514
WP_037179071_1,739316578
WP_005252075_1,491394213
WP_005248117_1,491390244
WP_005244802_1,491386924
WP_005252080_1,491394218
WP_005249488_1,491391624
WP_005248977_1,491391108
WP_005248460_1,491390587
WP_037180311_1,739317820
WP_143767524_1,1712609368
WP_005239196_1,491381314
WP_005251971_1,491394109
WP_005239412_1,491381530
WP_005250773_1,491392910
WP_005250775_1,491392912
WP_005250777_1,491392914
WP_025433340_1,645062062
WP_025433415_1,645062137
WP_005250782_1,491392919
WP_005246430_1,491388557
WP_005250152_1,491392289
WP_025431748_1,645060470
WP_005251207_1,491393345
WP_005247625_1,491389752
WP_025432925_1,645061647
WP_005250930_1,491393068
WP_143767519_1,1712609363
WP_005240436_1,491382554
WP_005248114_1,491390241
WP_025432948_1,645061670
WP_005250049_1,491392186
WP_005252675_1,491394813
WP_005252807_1,491394945
WP_005251816_1,491393954
WP_005243581_1,491385700
WP_005250026_1,491392163
WP_005252811_1,491394949
WP_005250010_1,491392147
WP_005238757_1,491380875
WP_005244096_1,491386215
WP_005244648_1,491386770
WP_005248850_1,491390980
WP_005244691_1,491386813
WP_005243743_1,491385862
WP_005245342_1,491387468
WP_005240365_1,491382483
WP_025433092_1,645061814
WP_005243492_1,491385611
WP_005237759_1,491379874
WP_005240386_1,491382504
WP_005238524_1,491380641
WP_005241786_1,491383905
WP_005241790_1,491383909
WP_005237768_1,491379883
WP_005251278_1,491393416
WP_005243467_1,491385586
WP_025432907_1,645061629
WP_025431648_1,645060370
WP_179443232_1,1869557789
WP_005243070_1,491385189
WP_005248767_1,491390897
WP_025432316_1,645061038
WP_005243022_1,491385141
WP_005246276_1,491388403
WP_011597565_1,499916831
WP_005247800_1,491389927
WP_025432827_1,645061549
WP_005240738_1,491382857
WP_005250779_1,491392916
WP_005244003_1,491386122
WP_005244000_1,491386119
WP_005237952_1,491380069
WP_005248719_1,491390848
WP_005240999_1,491383118
WP_005239346_1,491381464
WP_037181632_1,739319146
WP_005250611_1,491392748
WP_005244345_1,491386464
WP_005244341_1,491386460
WP_005244344_1,491386463
WP_005249195_1,491391329
WP_005240983_1,491383102
WP_005239918_1,491382036
WP_005244962_1,491387085
WP_005238987_1,491381105
WP_005244618_1,491386739
WP_037180756_1,739318268
WP_005247584_1,491389711
WP_005244982_1,491387105
WP_005238854_1,491380972
WP_025433135_1,645061857
WP_085990793_1,1194662109
WP_025432533_1,645061255
WP_025432525_1,645061247
WP_005239544_1,491381662
WP_025433112_1,645061834
WP_005245735_1,491387861
WP_025433113_1,645061835
WP_005239546_1,491381664
WP_005250634_1,491392771
WP_005247842_1,491389969
WP_005240845_1,491382964
WP_005251869_1,491394007
WP_005240409_1,491382527
WP_005248750_1,491390880
WP_037181750_1,739319264
WP_025432981_1,645061703
WP_005240918_1,491383037
WP_025433380_1,645062102
WP_005238880_1,491380998
WP_025431855_1,645060577
WP_005244377_1,491386496
WP_005247511_1,491389638
WP_025431958_1,645060680
WP_005247504_1,491389631
WP_005244419_1,491386538
WP_009473527_1,497108018
WP_005243589_1,491385708
WP_005241865_1,491383984
WP_005244391_1,491386510
WP_005244404_1,491386523
WP_005249338_1,491391473
WP_005244409_1,491386528
WP_025432675_1,645061397
WP_005244437_1,491386557
WP_005238800_1,491380918
WP_025432295_1,645061017
WP_005251765_1,491393903
WP_025433136_1,645061858
WP_005240300_1,491382418
WP_005251763_1,491393901
WP_005249217_1,491391351
WP_043943826_1,763062064
WP_005240440_1,491382558
WP_005248970_1,491391101
WP_025431625_1,645060347
WP_005240577_1,491382695
WP_005240575_1,491382693
WP_005238200_1,491380317
WP_005242646_1,491384765
WP_005250142_1,491392279
WP_025433646_1,645062368
WP_005247478_1,491389605
WP_005240719_1,491382838
WP_025433065_1,645061787
WP_005250614_1,491392751
WP_005248781_1,491390911
WP_005245725_1,491387851
WP_005247541_1,491389668
WP_005241230_1,491383349
WP_005241761_1,491383880
WP_005241766_1,491383885
WP_005248056_1,491390183
WP_005244621_1,491386742
WP_005241076_1,491383195
WP_025433222_1,645061944
WP_025433542_1,645062264
WP_025432119_1,645060841
WP_005248809_1,491390939
WP_005248806_1,491390936
WP_005240288_1,491382406
WP_080578170_1,1171028030
WP_005240291_1,491382409
WP_005242020_1,491384139
WP_005242264_1,491384383
WP_005249007_1,491391139
WP_005241758_1,491383877
WP_025432007_1,645060729
WP_005248193_1,491390320
WP_005241810_1,491383929
WP_005238777_1,491380895
WP_015890658_1,506370939
WP_005241808_1,491383927
WP_005244640_1,491386761
WP_005238769_1,491380887
WP_005252203_1,491394341
WP_025433305_1,645062027
WP_005243321_1,491385440
WP_005250843_1,491392981
WP_005239228_1,491381346
WP_005244204_1,491386323
WP_025432047_1,645060769
WP_143767478_1,1712609322
WP_005241817_1,491383936
WP_005253057_1,491395197
WP_005250547_1,491392684
WP_005238975_1,491381093
WP_187300146_1,1897645959
WP_025432072_1,645060794
WP_005248838_1,491390968
WP_005248695_1,491390824
WP_005240615_1,491382733
WP_005241670_1,491383789
WP_005252834_1,491394972
WP_025432953_1,645061675
WP_005241678_1,491383797
WP_005251648_1,491393786
WP_005238973_1,491381091
WP_085990781_1,1194662097
WP_005249202_1,491391336
WP_025433246_1,645061968
WP_005252947_1,491395086
WP_005249436_1,491391572
WP_005252262_1,491394400
WP_001297013_1,485651500
WP_005250819_1,491392956
WP_005251495_1,491393633
WP_005248959_1,491391090
WP_005250224_1,491392361
WP_005249484_1,491391620
WP_005243469_1,491385588
WP_005242840_1,491384959
WP_005252057_1,491394195
WP_025431956_1,645060678
WP_025433126_1,645061848
WP_025433310_1,645062032
WP_005238543_1,491380660
WP_005238541_1,491380658
WP_005240808_1,491382927
WP_005238325_1,491380442
WP_037182396_1,739319912
WP_005247987_1,491390114
WP_005247989_1,491390116
WP_005247990_1,491390117
WP_025432929_1,645061651
WP_005237962_1,491380079
WP_005249136_1,491391269
WP_005241794_1,491383913
WP_005248571_1,491390699
WP_005251205_1,491393343
WP_025431664_1,645060386
WP_080578155_1,1171028015
WP_025432282_1,645061004
WP_011596606_1,499915872
WP_005238766_1,491380884
WP_025431665_1,645060387
WP_005248784_1,491390914
WP_063624763_1,1027686676
WP_005239222_1,491381340
WP_005248278_1,491390405
WP_005250059_1,491392196
WP_050983313_1,916244667
WP_005252157_1,491394295
WP_025432865_1,645061587
WP_025431836_1,645060558
WP_005251713_1,491393851
WP_005239366_1,491381484
WP_037182604_1,739320122
WP_005246103_1,491388230
WP_005238363_1,491380480
WP_025432534_1,645061256
WP_005242930_1,491385049
WP_025432812_1,645061534
WP_005239891_1,491382009
WP_025432475_1,645061197
WP_005240730_1,491382849
WP_005251636_1,491393774
WP_005250000_1,491392137
WP_080578161_1,1171028021
WP_025433170_1,645061892
WP_005241787_1,491383906
WP_005249339_1,491391474
WP_005249123_1,491391256
WP_005248795_1,491390925
WP_025431723_1,645060445
WP_005250058_1,491392195
WP_005244868_1,491386991
WP_005246155_1,491388282
WP_005244526_1,491386646
WP_005247488_1,491389615
WP_005247486_1,491389613
WP_005244831_1,491386954
WP_005251013_1,491393151
WP_043944109_1,763062353
WP_005248635_1,491390764
WP_025432876_1,645061598
WP_005243130_1,491385249
WP_025431668_1,645060390
WP_005248797_1,491390927
WP_025431667_1,645060389
WP_005252964_1,491395103
WP_005247177_1,491389304
WP_025432874_1,645061596
WP_063624754_1,1027686667
WP_005251913_1,491394051
WP_005242980_1,491385099
WP_005243071_1,491385190
WP_005247891_1,491390018
WP_025432686_1,645061408
WP_005249125_1,491391258
WP_005242268_1,491384387
WP_025433137_1,645061859
WP_005248590_1,491390719
WP_025432401_1,645061123
WP_025433847_1,645062569
WP_005238244_1,491380361
WP_005244522_1,491386642
WP_025432875_1,645061597
WP_005240535_1,491382653
WP_005248591_1,491390720
WP_005263993_1,491406154
WP_025432268_1,645060990
WP_025432521_1,645061243
WP_005246597_1,491388724
WP_005249858_1,491391994
WP_187300167_1,1897645980
WP_005244608_1,491386729
WP_005238745_1,491380863
WP_005238744_1,491380862
WP_005238748_1,491380866
WP_005238746_1,491380864
WP_005251834_1,491393972
WP_005251831_1,491393969
WP_005563339_1,491721913
WP_005251832_1,491393970
WP_005248922_1,491391052
WP_025432998_1,645061720
WP_005244838_1,491386961
WP_005244845_1,491386968
WP_005250559_1,491392696
WP_037180246_1,739317755
WP_005248736_1,491390865
WP_005250797_1,491392934
WP_025431638_1,645060360
WP_005252825_1,491394963
WP_005249620_1,491391756
WP_005243468_1,491385587
WP_005242940_1,491385059
WP_037180788_1,739318300
WP_025431662_1,645060384
WP_005249913_1,491392049
WP_025433533_1,645062255
